id,合成品名称,合成品ID,背包显示排序,子类顺序,配方类别（0常用，1战斗，2生产，4建筑，6机械，7出现在食谱内，8出现在烹饪台内。填两个表示同时显示到两个分类里）,子类(填的是crafting的id),"插件编辑（大于0开放插件编辑，1：常用,2:装备,3:道具,4:材料,5:建筑,6:装饰,7:机械；填两个表示同时显示到两个分类里",插件编辑模板[0=不是模板，1=作为模板],英文名称,海外开放,必填/插件用,合成品数量,消耗经验,解锁等级(默认是1）,横占格（填3）,竖占格（填3）,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,是否随身合成（11616钛金锤（曾经是需要工具箱0，程序特殊处理了），11000空手（曾经是不需要工具箱1，程序特殊处理了），800不完整工匠台，797完整工匠台，794石锅，795烹饪台，150029融合台，201011烘焙箱）,烹饪时长（制作一份所需要的标准时长，单位tick，20tick=1s）,1格材料ID,1格材料数量,1格保留容器ID,2格材料ID,2格材料数量,2格保留容器ID,3格材料ID,3格材料数量,3格保留容器ID,4格材料ID,4格材料数量,4格保留容器ID,5格材料ID,5格材料数量,5格保留容器ID,6格材料ID,6格材料数量,6格保留容器ID,7格材料ID,7格材料数量,7格保留容器ID,8格材料ID,8格材料数量,8格保留容器ID,9格材料ID,9格材料数量,9格保留容器ID,货币ID,货币数量,分数,野人合成检测开关（0需要合成；1不需要合成）,标签
475,铰链方块,1159,2575,,[6],[21549],,,HingeBlock,,HingeBlock,1,1,,3,3,0,797,0,11664,2,,12758,2,,11073,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
476,机械爪,1160,2576,,[6],[21549],,,Gripper,,Gripper,1,1,,3,3,0,797,0,11664,2,,12758,2,,11073,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
477,液压臂,1161,2577,,[6],[21549],,,HydraulicArm,,HydraulicArm,1,1,,3,3,0,797,0,11664,2,,12758,2,,11073,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
478,避震器,1164,2578,,[6],[21549],,,ShockAbsorber,,ShockAbsorber,1,1,,3,3,0,797,0,11664,2,,12758,3,,448,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
479,红外感应方块,1168,1579,,[6],[21543],,,,,,1,1,,3,3,0,797,0,11664,1,,11207,2,,1032,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
480,光照感应器,1169,1580,,[6],[21543],,,,,,1,1,,3,3,0,797,0,11664,1,,11210,2,,11206,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
481,机翼,1094,1581,,[6],[21549],,,WingBlock,,WingBlock,1,1,,3,3,0,797,0,11209,2,,11207,2,,12758,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
482,尾翼,1095,1582,,[6],[21549],,,Empennage,,Empennage,1,1,,3,3,0,797,0,11209,2,,11207,2,,12758,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
483,航天推进器,1096,1583,,[6],[21549],,,SpacecraftThruster,,SpacecraftThruster,1,1,,3,3,0,797,0,12755,4,,11209,2,,12759,2,,11210,4,,,,,,,,,,,,,,,,,,,0.1,,
484,油箱,1099,1584,,[6],[21549],,,GasTank,,GasTank,1,1,,3,3,0,797,0,11209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
485,篝火,1200,224,[10],"[0,2]","[21565,21574]",,,Bonfire,,Bonfire,1,1,,3,3,1,797,0,11627,3,,11323,6,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
486,石碑,1201,1586,[1],[4],[21582],,,,,,1,1,,3,3,1,797,0,104,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
487,急救包,12594,1587,[2],[1],[21519],,,Bandage,,Bandage,1,1,,3,3,1,797,1,12732,1,,12626,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
488,部落图腾,1202,1588,[2],[2],[21575],,,,,,1,1,,3,3,0,797,0,11911,1,,104,2,,12758,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
489,农夫旗帜,1203,1589,[4],[2],[21575],,,,,,1,1,,3,3,1,797,0,11307,2,,12758,1,,11323,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
490,樵夫旗帜,1204,1590,[5],[2],[21575],,,,,,1,1,,3,3,1,797,0,11307,2,,12758,1,,11323,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
491,守卫旗帜,1205,1591,[6],[2],[21575],,,,,,1,1,,3,3,1,797,0,11307,2,,12758,1,,11323,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
492,养殖旗帜,201017,1591,[7],[2],[21575],,,,,,1,1,,3,3,1,797,0,11307,2,,12758,1,,11323,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
493,巫术棒锤,12599,1592,[1],[2],[21575],,,BoneHammer,,BoneHammer,1,1,,3,3,1,797,0,11580,1,,11323,4,,12758,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
494,平凡法杖,11580,1171,[7],[1],[21518],[2],1,NormalStaff,,NormalStaff,1,1,,3,3,0,797,0,11209,3,,11323,3,,11911,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
495,炽烈法杖,11581,1172,[1],[1],[21518],[2],1,FireStaff,,FireStaff,1,1,,3,3,0,797,0,11580,1,,11211,3,,132,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
496,雷电法杖,11582,1173,[2],[1],[21518],[2],1,LightingStaff,,LightingStaff,1,1,,3,3,0,797,0,11580,1,,11601,1,,11593,3,,,,,,,,,,,,,,,,,,,,,,0.1,,
497,淬毒法杖,11583,1174,[3],[1],[21518],[2],1,PoisonStaff,,PoisonStaff,1,1,,3,3,0,797,0,11580,1,,12611,1,,11634,3,,,,,,,,,,,,,,,,,,,,,,0.1,,
498,复苏法杖,11584,1175,[4],[1],[21518],[2],1,RecoverStaff,,RecoverStaff,1,1,,3,3,0,797,0,11580,1,,11655,2,,11640,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
499,柠檬黄木板,375,1598,[5],[4],[21544],[5],1,YellowPlank,,YellowPlank,4,1,,3,3,0,797,0,11323,4,,11540,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
500,柠檬黄楼梯,376,1599,[8],[4],[21586],[5],1,YellowStair,,YellowStair,4,1,,3,3,0,797,0,11323,2,,11540,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
501,柠檬黄薄板,377,1600,[30],[4],[128],[5],1,YellowStep,,YellowStep,4,1,,3,3,0,797,0,11323,1,,11540,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
502,花纹细柱,390,1601,[1],[4],[21582],[6],1,PatternedPillar,,PatternedPillar,4,1,,3,3,0,797,0,104,1,,11210,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
503,豹纹睡袋,582,1602,[2],[4],[21532],[3],1,LeopardSleepingBag,,LeopardSleepingBag,1,1,,3,3,0,797,0,11602,2,,11226,4,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
504,野人面具,12246,1258,[10],[2],[21575],,1,,,,1,1,,3,3,0,797,0,11307,3,,11593,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
505,蛇神之翼,11591,1259,[11],[1],[21566],[2],1,SnakeWings,,SnakeWings,1,1,,3,3,0,797,0,11594,9,,11307,6,,11593,6,,,,,,,,,,,,,,,,,,,,,,0.1,,
506,回旋镖,11592,1606,[3],[1],[21552],[3],1,Boomerang,,Boomerang,1,1,,3,3,0,797,0,11593,2,,11209,5,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
507,星光香蕉,11600,1607,,[1],[21519],,,,,,1,1,,3,3,0,797,0,11599,1,,11596,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
508,草木灰方块,398,1608,[10],[2],[21573],,,AshBlock,,AshBlock,1,1,,3,3,0,797,0,11598,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
510,雨林之眼,11597,1610,[9],[0],[21585],,,,,,1,1,,3,3,0,797,0,11601,3,,11330,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
511,春节窗花-牛,1145,2611,[4],[4],[21579],,,SpringFestivalPattern-Ox,,SpringFestivalPattern-Ox,3,1,,3,3,0,797,0,11322,6,,11514,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
512,铜薄板,749,1613,[30],[4],[128],[5],,BrassStep,,BrassStep,1,1,,3,3,0,797,0,11329,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
513,铁制薄板,750,1614,[30],[4],[128],[5],,MithsilverStep,,MithsilverStep,1,1,,3,3,0,797,0,11209,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
514,炽炎薄板,751,1615,[30],[4],[128],[5],,FlameCrystalStep,,FlameCrystalStep,1,1,,3,3,0,797,0,11207,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
515,钛合金薄板,752,1616,[30],[4],[128],[5],,TitaniumStep,,TitaniumStep,1,1,,3,3,0,797,0,11330,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
516,铜楼梯,753,1617,[8],[4],[21586],[5],,BrassStair,,BrassStair,1,1,,3,3,0,797,0,11329,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
517,铁制楼梯,754,1618,[8],[4],[21586],[5],,MithsilverStair,,MithsilverStair,1,1,,3,3,0,797,0,11209,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
518,炽炎楼梯,755,1619,[8],[4],[21586],[5],,FlameCrystalStair,,FlameCrystalStair,1,1,,3,3,0,797,0,11207,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
519,钛合金楼梯,756,1620,[8],[4],[21586],[5],,TitaniumStair,,TitaniumStair,1,1,,3,3,0,797,0,11330,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
520,花冠,11228,1260,[42],[1],[21566],[3],,Wreath,,Wreath,1,1,,3,3,1,797,0,12732,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
523,钛粉,11533,1626,[2],[2],[21525],[4],,TitaniumDioxide,,TitaniumDioxide,8,1,,3,3,0,797,0,11330,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
524,巨鳞羽果片,12508,1627,,[1],[21519],,,GiantScalyFruitSlice,,GiantScalyFruitSlice,5,1,,3,3,0,797,0,239,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
525,笋尖串串香,11229,1628,[1],"[7,8]",,[1],,EarthenShootsSkewers,,EarthenShootsSkewers,1,0,,3,3,0,794,300,226,1,,226,1,,12052,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
527,尖尖碰碰锤,11230,1106,[9],[1],[21568],[2],,CactusHammer,,CactusHammer,1,1,,3,3,0,797,0,12001,1,,242,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
528,玉米粉,344,1632,[6],[2],[21573],[1],,Cornmeal,,Cornmeal,1,1,,3,3,0,797,20,200141,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
531,坩埚,11064,1635,[14],[2],[21571],[3],,Copple,,Copple,1,1,,3,3,1,797,0,12755,3,,11210,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
532,星站,150902,1637,[8],[0],[21585],,,,,,1,1,,3,3,0,797,0,352,1,,150739,1,,11330,3,,,,,,,,,,,,,,,,,,,,,,0.1,,
533,传送舱,150901,1638,,[6],[21549],,,,,,1,1,,3,3,0,797,0,11330,3,,11210,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
534,石制创造锤,11613,214,[11],[2],[21575],,1,,,,1,1,,3,3,0,797,0,104,3,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
535,黄铜创造锤,11614,213,[12],[2],[21575],,1,,,,1,1,,3,3,0,797,0,11329,3,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
536,铁制创造锤,11615,212,[13],[2],[21575],,1,,,,1,1,,3,3,0,797,0,11209,3,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
537,钛金创造锤,11616,211,[14],[2],[21575],,1,,,,1,1,,3,3,0,797,0,11330,3,,11323,4,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
538,收割者,12009,1107,[6],[1],[21568],,,Reaper,,Reaper,1,1,,3,3,1,797,0,11330,5,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
539,钛金战锤,12010,1108,[5],[1],[21568],,,TitaniumHammer,,TitaniumHammer,1,1,,3,3,1,797,0,11330,5,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
540,黄铜头盔,12216,1205,[33],[1],[21566],,,BrassHelmet,,BrassHelmet,1,1,,3,3,0,797,0,11329,5,,11307,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
541,黄铜胸甲,12217,1206,[34],[1],[21566],,,BrassArmor,,BrassArmor,1,1,,3,3,0,797,0,11329,5,,11307,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
542,黄铜护腿,12218,1207,[35],[1],[21566],,,BrassGreave,,BrassGreave,1,1,,3,3,0,797,0,11329,5,,11307,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
543,黄铜靴子,12219,1208,[36],[1],[21566],,,BrassBoots,,BrassBoots,1,1,,3,3,0,797,0,11329,5,,11307,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
544,樱桃树种子,11405,1649,[10],[2],[21573],,,,,,1,4,,3,3,0,797,0,12500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
545,落叶松树种子,11406,1650,[10],[2],[21573],,,,,,1,4,,3,3,0,797,0,12503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
546,乔木种子,11407,1651,[10],[2],[21573],,,,,,1,4,,3,3,0,797,0,378,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
547,珍木种子,11408,1652,[10],[2],[21573],,,,,,1,4,,3,3,0,797,0,12583,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
548,桃树种子,11409,1653,[10],[2],[21573],,,,,,1,4,,3,3,0,797,0,12601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
549,白杨种子,11410,1654,[10],[2],[21573],,,,,,1,4,,3,3,0,797,0,12604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
550,核桃木种子,11411,1655,[10],[2],[21573],,,,,,1,4,,3,3,0,797,0,12603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
551,红杉树种子,11412,1656,[10],[2],[21573],,,,,,1,4,,3,3,0,797,0,12602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
553,石锅,200108,226,,[2],[21574],,1,StonePot,,StonePot,1,1,,3,3,0,797,0,11627,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
554,烹饪台,200109,225,,[2],[21574],,1,MithsilverPot,,MithsilverPot,1,1,,3,3,0,797,0,11209,5,,632,2,,11323,4,,,,,,,,,,,,,,,,,,,,,,0.1,,
555,铁冶炼台,798,221,[1],[2],[21598],,1,MithsilverFurnace,,MithsilverFurnace,1,1,,3,3,0,797,0,11209,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
556,铜冶炼台,799,222,[2],[2],[21598],,1,BrassFurnace,,BrassFurnace,1,1,,3,3,0,797,0,11329,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
557,大型储物箱（横）,1180,251,[5],[4],[21578],,,StorageBox,,StorageBox,1,1,,3,3,1,797,0,11323,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
558,大型储物箱（竖）,1181,252,[6],[4],[21578],,,StorageBox,,StorageBox,1,1,,3,3,1,797,0,11323,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
559,冰晶蕨种子,11666,1657,[10],[2],[21573],,,IceCrystalFernSeed,,IceCrystalFernSeed,2,4,,3,3,0,797,0,150012,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
560,坚固冰棱,31,223,[1],[4],[21582],,,HardIcicle,,HardIcicle,1,1,,3,3,0,797,0,123,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
561,脆冰棱,32,223,[1],[4],[21582],,,WeakIcicle,,WeakIcicle,1,1,,3,3,0,797,0,123,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
563,霜火石块,35,223,[5],[4],[21544],,,IceCrystalBlock,,IceCrystalBlock,1,1,,3,3,0,797,0,11824,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
564,冰魄法杖,11667,1181,[5],[1],[21518],,,IceStaff,,IceStaff,1,1,,3,3,0,797,0,11580,1,,11824,1,,12710,3,,,,,,,,,,,,,,,,,,,,,,0.1,,
565,寒光棒,150013,223,[30],[4],[21522],,,ColdLightTorch,,ColdLightTorch,4,1,,3,3,1,797,0,11824,1,,11323,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
566,冰雾瓶,11672,223,,[1],[21567],,,IceFogBottle,,IceFogBottle,1,1,,3,3,0,797,0,150009,2,,11824,1,,11320,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
567,灌木丛种子,11825,223,[10],[2],[21573],,,BushSeed,,BushSeed,2,4,,3,3,0,797,0,392,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
568,灌木丛种子,11825,223,[10],[2],[21573],,,BushSeed,,BushSeed,2,4,,3,3,0,797,0,763,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
569,冬温花种子,760,223,[10],[2],[21573],,,WinterFlowerSeed,,WinterFlowerSeed,2,4,,3,3,0,797,0,761,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
570,石料,11627,10,"[7,1]","[0,2]","[21565,21577]",,,,,,2,1,,3,3,0,11000,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
572,草饲料,11534,233,[5],[2],[21521],,1,,,,1,1,,2,2,1,797,0,12621,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
573,肉饲料,11535,234,[6],[2],[21521],,1,,,,1,1,,2,2,1,797,0,12513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
575,石制雕像,596,7,[21],[0],[21565],"[1,5]",,StoneStatue,,StoneStatue,1,1,,3,3,0,11000,0,11627,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
577,饲料槽,1753,232,[7],[2],[21521],,,,,,1,1,,3,3,1,797,0,11323,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
578,石柱,1755,1685,[1],[4],[21582],,,,,,2,1,,1,1,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
579,柱顶,1756,1686,[1],[4],[21582],,,,,,2,1,,1,1,0,797,0,104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
580,防寒披风,12279,1261,[30],[1],[21566],,,Cotton-encrustedCloak,,Cotton-encrustedCloak,1,1,,3,3,0,797,0,761,3,,12623,3,,12205,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
581,氧气面罩,12276,1262,[4],[2],[21572],,,,,,1,1,,3,3,0,797,0,12278,1,,12600,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
582,防火背包,12277,1263,[10],[1],[21566],,,,,,1,1,,3,3,0,797,0,12605,1,,11307,2,,11207,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
583,黄铜块,456,1690,[5],[4],[21544],,,BrassBlock,,BrassBlock,1,1,,3,3,0,797,0,11329,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
584,钛合金块,457,1691,[2],"[0,4]","[21585,21544]",,,TitaniumBlock,,TitaniumBlock,1,1,,3,3,0,797,0,11330,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
585,棉花树种子,11419,1693,[10],[2],[21573],,,,,,2,4,,3,3,0,797,0,12600,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
586,小沙包,12054,1694,,[1],[21551],[3],,SnowBall,,SnowBall,3,1,,3,3,1,797,0,29,1,,11307,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
587,钛棒,11330,1695,[19],[2],[21577],,,Titanium,,Titanium,8,1,,3,3,0,797,0,457,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
588,铜棒,11329,1696,[22],[2],[21577],,,Brass,,Brass,8,1,,3,3,0,797,0,456,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
589,弦月魔法棒,12301,1109,[9],[1],[21552],,,,,,1,1,,3,3,0,797,0,11330,1,,11504,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
590,星翼魔法棒（蓝）,12302,1110,[10],[1],[21552],,,,,,1,1,,3,3,0,797,0,11330,1,,11532,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
591,星翼魔法棒（红）,12303,1111,[11],[1],[21552],,,,,,1,1,,3,3,0,797,0,11330,1,,11514,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
592,魔仙剑,12304,1112,[12],[1],[21552],,,,,,1,1,,3,3,1,797,0,11330,2,,11323,1,,11503,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
593,公主魔法绘本,12305,1113,[13],[1],[21552],,,,,,1,1,,3,3,0,797,0,11330,1,,12240,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
594,魔法调色盘（红）,12306,1114,[14],[1],[21552],,,,,,1,1,,3,3,0,797,0,11330,1,,11514,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
595,魔法调色盘（黄）,12307,1115,[15],[1],[21552],,,,,,1,1,,3,3,0,797,0,11330,1,,11504,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
596,庆典花灯,1146,1705,[7],[4],[21522],,,FestivalLantern,,FestivalLantern,1,1,,3,3,1,797,0,11902,5,,11323,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
597,二胡,11900,1706,[1],[2],[21576],,,,,,1,1,,3,3,1,797,0,11323,4,,710,4,,11329,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
598,古筝,11905,1707,[2],[2],[21576],,,,,,1,1,,3,3,1,797,0,11323,8,,710,6,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
599,唢呐,11906,1708,[3],[2],[21576],,,,,,1,1,,3,3,1,797,0,11329,4,,11323,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
600,琵琶,11907,1709,[4],[2],[21576],,,,,,1,1,,3,3,1,797,0,710,5,,11323,5,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
601,笛子,11908,1710,[5],[2],[21576],,,,,,1,1,,3,3,1,797,0,251,3,,11329,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
602,鼓,11909,1711,[6],[2],[21576],,,,,,1,1,,3,3,1,797,0,11323,5,,11307,5,,11329,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
603,春节窗花-虎,1147,1712,[4],[4],[21579],,,SpringFestivalPattern-Tiger,,SpringFestivalPattern-Tiger,3,1,,3,3,0,797,0,11322,6,,11514,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,
604,解毒粉包,11631,1717,,[1],[21567],,,DetoxifyingPowderPack,,DetoxifyingPowderPack,1,1,,3,3,0,797,0,11322,2,,11306,1,,12611,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
605,星能展台,1184,1718,[30],"[4,6]","[21557,21543]",,,,,,1,2,,3,3,0,797,0,11664,4,,11207,1,,11210,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
606,帐篷,484,1719,[4],[4],[21532],,,Shelter,,Shelter,1,1,,3,3,1,797,0,11323,6,,11307,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
607,熔化剂,11637,1720,,[1],[21551],,,Liquefier,,Liquefier,1,1,,3,3,0,797,0,11635,1,,11049,1,,12612,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
608,椰子炮弹,11424,1722,,[1],[21567],,,CoconutBoom,,CoconutBoom,1,1,,3,3,0,797,0,297,1,,11306,2,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
609,剧毒瓶,11630,1723,,[1],[21551],,,HighlyVenomBottle,,HighlyVenomBottle,1,1,,3,3,0,797,0,11634,2,,11320,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
610,仙人掌种子,11420,1724,[10],[2],[21573],,,,,,1,4,,3,3,0,797,0,12613,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
611,音爆罐子,11638,1725,,[1],[21567],,,SonicExplosiveJar,,SonicExplosiveJar,1,1,,3,3,0,797,0,11073,2,,11306,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
612,召唤法杖,11585,1176,[6],[1],[21518],,,SummonStaff,,SummonStaff,1,1,,3,3,0,797,0,11580,1,,11635,3,,11575,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
613,蝎壳盾,12309,1116,[10],[1],[21568],,,ScorpionShellShield,,ScorpionShellShield,1,1,,3,3,0,797,0,11632,2,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
614,蝎刺盾,12310,1117,[11],[1],[21568],,,ScorpionSpineShield,,ScorpionSpineShield,1,1,,3,3,0,797,0,11633,2,,12319,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
615,沙石柱,599,1729,[1],[4],[21582],,,SandStoneWall,,SandStoneWall,4,1,,3,3,1,797,0,29,2,,19,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
616,防沙披风,11639,1264,[31],[1],[21566],,,SandCloak,,SandCloak,1,1,,3,3,0,797,0,480,4,,12205,1,,11635,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
617,煎鸵鸟蛋,12609,1731,[1],"[7,8]",,,,RoastedOstrichEggs,,RoastedOstrichEggs,1,0,,3,3,0,794,300,462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
618,符文附魔台,785,1,[1],[2],[21599],,,FuseTable,,FuseTable,1,1,,3,3,0,797,0,104,6,,11209,3,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
619,星能振荡器,1182,1733,,[6],[21543],,,,,,2,1,,3,3,0,797,0,11664,1,,11210,3,,12758,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
620,止血药剂,12606,1735,,[1],[21519],,,,,,1,1,,3,3,0,797,0,12610,1,,11049,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
621,透明硬质玻璃块,1206,1800,[2],[4],[21541],,,HardGlass,,HardGlass,10,1,,3,3,0,797,0,11305,10,,12614,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
622,水压炮,11649,1163,[6],[1],[21552],,,,,,1,1,,3,3,0,797,0,12719,3,,11209,3,,1048,1,,,,,,,,,,,,,,,,,,,,,,0.1,,
623,海灵变身石,11641,1818,[7],[1],[21552],,,,,,1,1,,3,3,0,797,0,11640,3,,11655,1,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,
624,潜水面罩,11642,1265,[6],[2],[21572],,,,,,1,1,,3,3,0,797,0,632,2,,11329,2,,11318,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
625,潜水服,11643,1266,[7],[2],[21572],,,,,,1,1,,3,3,0,797,0,11307,4,,11329,4,,11319,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
626,潜水脚蹼,11644,1267,[8],[2],[21572],,,,,,1,1,,3,3,0,797,0,11307,4,,11329,2,,12064,2,,,,,,,,,,,,,,,,,,,,,,0.1,,
