ID[整型],名称[string],界面大类[整型](1事件 2条件 3动作 4取值 5流程控制 6变量 7自定义),界面子类[整型]【1通用，2游戏，3玩家，4生物，5方块，6道具，7变量，8控制，9自定义，10数学，11组，12计时器，13界面，14特效，15音频，16图文信息，17开发者，18赋值，19数据存储，21区域，22位置，23数值，24字符串，25布尔值，26生物类型，27排行榜，28一维表，29世界，30二维表，31对象，32角色，33实体，34投掷物，35掉落物，36蓝图】,形状类型[数值](1事件 2条件 3动作 4取值 5重复执行 6次数重复执行 7重复执行直到 8退出循环 9如果那么 如果那么否则 10保持等待直到),简略显示[数值]【在库里是否缩略显示，1=是，0=否】,描述[string],图标[string],"3.0组件场景筛选（-3 完全不显示,-2 只在选择器中使用,-1 全显示,0 实体 ，1  生物，2  玩家， 3 世界，4 空对象，5 方块5，6 UI，7 道具，8 状态，9 地形，11 配方，12 方块材质，13 熔炼编辑，14 区域，15 投掷物，16 位置，17 掉落物，1001 持续效果，1002 瞬时效果）",传参[string],左右值标记[整型]1常量0变量,返回值[整型],参数1类型[string],参数1默认值[string],参数2类型,参数2默认值,参数3类型,参数3默认值,参数4类型,参数4默认值,参数5类型,参数5默认值,参数6类型,参数6默认值,参数7类型,参数7默认值,参数8类型,参数8默认值,参数9类型,参数9默认值,参数10类型,参数10默认值,参数11类型,参数11默认值,显示控制（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见 3=4位数迷你号可见  4 = 仅国内可见  5 = 仅海外可见 6 = 仅国内开发者可见 7 = 仅海外开发者可见）,积木间距值（间距值默认为60，超过60会开始变高）,说明,是否显示详细说明（0和空不显示，1显示）,创建的版本,,,
60303034,设置玩家摄像机转动模式,3,3,3,1,设置%1的摄像机转动模式为%2,8,-1,,,,3008|1|0,3|60009,1131|1|2,5|970001,,,,,,,,,,,,,,,,,,,0,,306900,1,1.44.0,453,,
3050045,玩家退出观战模式,3,3,3,1,使%1退出观战模式,8,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,100,306273,1,1.42.0,454,,
3050030,使玩家移动,3,3,3,1,使%1朝%2移动，速度%3,8,暂时不要,,,,1018|1|0,3|60009,1047|1|0,5|350005,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306274,1,1.42.0,455,,
60303035,将玩家摄像机挂载到对象,3,3,3,1,将%1的摄像机挂载到%2上,8,-1,,,,3008|1|0,3|60009,1048|1|0,,,,,,,,,,,,,,,,,,,,0,,306901,1,1.44.0,456,,
3050064,设置玩家滤镜的颜色,3,3,3,1,设置%1的滤镜颜色为%2,8,暂时不要,,,,1018|1|0,3|60009,1056|1|0,1|0xFFFFFF,,,,,,,,,,,,,,,,,,,0,,306142,1,1.42.0,457,,
3050065,设置玩家滤镜的参数,3,3,3,1,设置%1的滤镜%2为%3,8,暂时不要,,,,1018|1|0,3|60009,1129|1|0,5|950001,1005|1|0,1|50,,,,,,,,,,,,,,,,,0,,306143,1,1.42.0,458,,
3050076,设置玩家滤镜的色彩风格,3,3,3,1,设置%1滤镜的色彩风格为%2,8,暂时不要,,,,1018|1|0,3|60009,1135|1|0,2|1,,,,,,,,,,,,,,,,,,,0,,306144,1,1.42.0,459,,
3050077,设置玩家的滤镜模板,3,3,3,1,设置%1滤镜模板为%2,8,暂时不要,,,,1018|1|0,3|60009,1136|1|0,2|1,,,,,,,,,,,,,,,,,,,0,100,306238,1,1.42.0,460,,
3050082,设置玩家天空盒贴图(动效),3,3,3,1,设置%1的%2为%3，动画%4，时长%5秒,8,暂时不要,,,,1018|1|0,3|60009,1125|1|0,5|910001,1076|1|0,2|30001,1112|1|2,5|850002,1005|1|0,1|1,,,,,,,,,,,,,,,306284,1,1.42.0,461,,
3050083,设置玩家天空盒颜色(动效),3,3,3,1,设置%1%2为%3，动画%4，时长%5秒,8,暂时不要,,,,1018|1|0,3|60009,1126|1|0,5|920001,1056|1|0,1|0xFFFFFF,1112|1|2,5|850002,1005|1|0,1|1,,,,,,,,,,,,,,,306285,1,1.42.0,462,,
3050087,设置玩家滤镜的颜色(动效),3,3,3,1,设置%1的滤镜颜色为%2，动画%3，时长%4秒,8,暂时不要,,,,1018|1|0,3|60009,1056|1|0,1|0xFFFFFF,1112|1|2,5|850002,1005|1|0,1|1,,,,,,,,,,,,,,,,,306286,1,1.42.0,463,,
3050013,设置玩家摄像机角度,3,3,3,1,设置%1的摄像机角度为世界坐标水平%2度，垂直%3度,8,暂时不要,,,,1018|1|0,3|60009,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,306123,1,1.42.0,464,,
3050048,抖动玩家摄像机,3,3,3,1,抖动%1摄像机%2秒，强度为%3,8,暂时不要,,,,1018|1|0,3|60009,1005|1|0,1|2,1005|1|0,1|100,,,,,,,,,,,,,,,,,,,306059,1,1.42.0,465,,
3050049,停止玩家摄像机抖动,3,3,3,1,停止%1摄像机抖动,8,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,306115,1,1.42.0,466,,
3050069,使摄像机移动,3,3,3,1,使%1%2%3(与世界坐标比例为100:1)，动画%4，时长%5秒,8,暂时不要,,,,1132|1|0,3|320001,1120|1|2,5|840001,1005|1|0,1|10,1112|1|2,5|850002,1005|1|0,1|1,,,,,,,,,,,,,0,,306120,1,1.42.0,467,,
3050070,使摄像机旋转,3,3,3,1,使%1%2%3，动画%4，时长%5秒,8,暂时不要,,,,1132|1|0,3|320002,1120|1|2,5|840001,1005|1|0,1|45,1112|1|2,5|850002,1005|1|0,1|1,,,,,,,,,,,,,0,,306121,1,1.42.0,468,,
3050071,设置摄像机权限,3,3,3,1,设置%1的摄像机%2为%3,8,暂时不要,,,,1018|1|0,3|60009,1130|1|2,5|960001,1013|1|2,5|100001,,,,,,,,,,,,,,,,,0,,306118,1,1.42.0,469,,
3050072,设置摄像机转动模式,3,3,3,1,设置%1的摄像机转动模式为%2,8,暂时不要,,,,1018|1|0,3|60009,1131|1|2,5|970001,,,,,,,,,,,,,,,,,,,0,,306122,1,1.42.0,470,,
3050073,将摄像机挂载到对象,3,3,3,1,将%1的摄像机挂载到%2上,8,暂时不要,,,,1018|1|0,3|60009,1048|1|0,,,,,,,,,,,,,,,,,,,,0,,306117,1,1.42.0,471,,
3050074,将摄像机挂载到位置,3,3,3,1,将%1的摄像机挂载到%2上,8,暂时不要,,,,1018|1|0,3|60009,1002|1|0,,,,,,,,,,,,,,,,,,,,0,,306116,1,1.42.0,472,,
3050075,还原摄像机属性,3,3,3,1,还原%1的摄像机属性,8,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,0,100,306119,1,1.42.0,473,,
3050063,使玩家手机震动,3,3,3,1,设置%1手机震动时长%2毫秒，强度%3,8,暂时不要,,,,1018|1|0,3|60009,1005|1|0,1|100,1005|1|0,1|100,,,,,,,,,,,,,,,,,,100,306287,1,1.42.0,474,,
60303036,将玩家摄像机挂载到位置,3,3,3,1,将%1的摄像机挂载到%2上,8,-1,,,,3008|1|0,3|60009,1002|1|0,,,,,,,,,,,,,,,,,,,,0,,306544,1,1.44.0,475,,
60303037,还原玩家摄像机属性,3,3,3,1,还原%1的摄像机属性,8,-1,,,,3008|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,0,100,306545,1,1.44.0,476,,
60303038,使玩家手机震动,3,3,3,1,设置%1手机震动时长%2毫秒，强度%3,8,-1,,,,3008|1|0,3|60009,1005|1|0,1|100,1005|1|0,1|100,,,,,,,,,,,,,,,,,,100,306546,1,1.44.0,477,,
60303050,将玩家传送到星球,3,3,3,1,将%1传送到%2,8,暂时不要,,,,3008|1|0,3|60009,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,,,,,,,1.52.0,477,,
3050018,玩家骑乘载具（弃用）,3,3,3,1,使%1骑乘%2，可控制%3,8,暂时不要,,,,1018|1|0,3|60009,1031|1|0,,1013|1|2,5|100002,,,,,,,,,,,,,,,,,0,,306547,1,1.42.0,478,,
3050019,玩家离开载具,3,3,3,1,使%1离开当前载具,8,-1,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,0,,306548,1,1.42.0,479,,
3050021,玩家控制载具前进,3,3,3,1,使%1驾驶载具自动前进,8,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,2,,306275,1,1.42.0,480,,
3050022,玩家自动寻路,3,3,3,1,使%1尝试自动寻路到%2，可操作%3,8,暂时不要,,,,1018|1|0,3|60009,1002|1|0,,1013|1|2,5|100001,,,,,,,,,,,,,,,,,0,100,该事件有距离限制，超过一定（约32个方块）范围会导致无法触发,,1.42.0,481,,
3050040,使玩家对玩家造成伤害,3,3,3,1,使%1对%2造成%3点%4伤害,8,暂时不要,,,,1018|1|0,3|60009,1018|1|0,3|60010,1005|1|0,1|10,1011|1|2,5|80001,,,,,,,,,,,,,,,,,"1.可以获取到伤害来源为玩家，会显示伤害飘字_x000D_
 2.近战伤害、远程伤害、爆炸伤害会默认加5点伤害值，会根据防御力计算最终的伤害值_x000D_
 3.会触发对应的事件（例如玩家造成伤害，玩家受到伤害），但不会触发玩家攻击、攻击命中等事件",,1.42.0,482,,
3050041,使玩家对生物造成伤害,3,3,3,1,使%1对%2造成%3点%4伤害,8,暂时不要,,,,1018|1|0,3|60009,1031|1|0,3|80007,1005|1|0,1|10,1011|1|2,5|80001,,,,,,,,,,,,,,,,,"1.可以获取到伤害来源为玩家，会显示伤害飘字_x000D_
 2.近战伤害、远程伤害、爆炸伤害会默认加5点伤害值，会根据防御力计算最终的伤害值_x000D_
 3.会触发对应的事件（例如玩家造成伤害，玩家受到伤害），但不会触发玩家攻击、攻击命中等事件",,1.42.0,483,,
3050042,使玩家伤害区域内的目标,3,3,3,1,使%1对%2内的所有目标造成%3点%4伤害,8,暂时不要,,,,1018|1|0,3|60009,1001|1|0,,1005|1|0,1|10,1011|1|2,5|80001,,,,,,,,,,,,,,,,,"1.对所有人造成伤害（包括自己），可以获取到伤害来源为玩家，会显示伤害飘字_x000D_
 2.近战伤害、远程伤害、爆炸伤害会默认加5点伤害值，会根据防御力计算最终的伤害值_x000D_
 3. 会触发对应的事件（例如玩家造成伤害、玩家、生物受到伤害等），但不会触发玩家攻击、攻击命中等事件_x000D_
 ",,1.42.0,484,,
3050046,设置玩家免疫伤害类型,3,3,3,1,设置%1免疫%2,8,暂时不要,,,,1018|1|0,3|60009,1011|1|2,5|80001,,,,,,,,,,,,,,,,,,,,,306276,1,1.42.0,485,,
3050047,移除玩家免疫伤害类型,3,3,3,1,移除%1免疫%2,8,暂时不要,,,,1018|1|0,3|60009,1011|1|2,5|80001,,,,,,,,,,,,,,,,,,,,100,306277,1,1.42.0,486,,
3050032,使玩家穿上装备,3,3,3,1,使%1穿上背包中的%2,8,暂时不要,,,,1018|1|0,3|60009,1055|1|0,2|12202,,,,,,,,,,,,,,,,,,,,,306278,1,1.42.0,487,,
3050033,使玩家脱下装备,3,3,3,1,使%1脱下%2的装备至背包中,8,暂时不要,,,,1018|1|0,3|60009,1054|1|0,,,,,,,,,,,,,,,,,,,,,,306279,1,1.42.0,488,,
3050034,创建玩家装备,3,3,3,1,创建%1至%2装备栏中,8,暂时不要,,,,1055|1|0,2|12202,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,306280,1,1.42.0,489,,
3050084,设置玩家天空盒参数(动效),3,3,3,1,设置%1%2为%3,8,暂时不要,,,,1124|1|0,5|900001,1127|1|0,5|930001,1005|1|0,1|20,,,,,,,,,,,,,,,,,0,,,,1.42.0,490,,
3050085,设置玩家天空盒模板(动效),3,3,3,1,设置%1当前天空盒为%2,8,暂时不要,,,,1124|1|0,5|900001,1134|1|0,2|1,,,,,,,,,,,,,,,,,,,0,,,,1.42.0,491,,
3050086,设置玩家天空盒开关(动效),3,3,3,1,设置%1%2为%3,8,暂时不要,,,,1124|1|0,5|900001,1139|1|0,5|1000001,1013|1|0,5|100001,,,,,,,,,,,,,,,,,0,,,,1.42.0,492,,
3050088,设置玩家镜头特效(动效),3,3,3,1,设置%1的镜头特效为%2，颜色%3，密度%4，方向%5,8,暂时不要,,,,1018|1|0,3|60009,1076|1|0,2|30001,1056|1|0,1|0xFFFFFF,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,0,100,,,1.42.0,493,,
3200004,对玩家显示显示板,3,3,3,1,对%1显示%2,10,暂时不要,,,,1018|1|0,3|60009,1082|1|0,,,,,,,,,,,,,,,,,,,,,,306288,1,1.42.0,494,,
3200005,对玩家隐藏显示板,3,3,3,1,对%1设置%2为隐藏,10,暂时不要,,,,1018|1|0,3|60009,1082|1|0,,,,,,,,,,,,,,,,,,,,,,306289,1,1.42.0,495,,
3200002,设置玩家显示板的视频,3,3,3,1,设置该%1%2视频链接为%3,10,暂时不要,,,,1018|1|0,3|60009,1082|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,,,306291,1,1.42.0,496,,
3200003,设置玩家显示板的界面,3,3,3,1,设置该%1%2显示界面为%3,10,暂时不要,,,,1018|1|0,3|60009,1082|1|0,,1074|1|0,,,,,,,,,,,,,,,,,,2,,"1.同个显示板可以对不同玩家显示不同的内容_x000D_
 2.需要对所有玩家都执行一次该事件，才能让所有玩家看到相同的内容",,1.42.0,497,,
3200006,设置玩家显示板视频播放模式,3,3,3,1,设置该%1%2 的视频播放模式为%3,10,暂时不要,,,,1018|1|0,3|60009,1082|1|0,,1086|1|2,5|610001,,,,,,,,,,,,,,,,,,,306292,1,1.42.0,498,,
3200007,设置玩家显示板的网络视频,3,3,3,1,设置该%1%2显示网络视频链接为%3,10,暂时不要,,,,1018|1|0,3|60009,1082|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,,100,306293,1,1.42.0,499,,
3050010,设置玩家队伍,3,3,3,1,设置%1的队伍为%2，重置原属性值%3,8,暂时不要,,,,1018|1|0,3|60009,1023|1|0,5|170001,1013|1|2,5|100001,,,,,,,,,,,,,,,,,0,,306296,1,1.42.0,500,,
3050061,对玩家打开排行榜,3,3,3,1,对%1显示%2,8,暂时不要,,,,1018|1|0,3|60009,1111|1|0,,,,,,,,,,,,,,,,,,,,0,,306297,1,1.42.0,501,,
3050062,对玩家隐藏排行榜,3,3,3,1,对%1隐藏排行榜,8,暂时不要,,,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,0,,306298,1,1.42.0,502,,
3060004,对玩家组执行触发器,3,3,3,1,对%1内的每一个玩家执行%2，并检查触发器条件为%3,8,暂时不要,,,,1019|1|0,,1038|1|0,,1014|1|0,5|320002,,,,,,,,,,,,,,,,,0,,306302,1,1.42.0,503,,
3060006,对玩家组显示飘窗文字,3,3,3,1,对%1内每一个玩家显示飘窗文字%2,10,暂时不要,,,,1019|1|0,,1010|1|0,1|300198,,,,,,,,,,,,,,,,,,,0,,306040,1,1.42.0,504,,
3060005,对玩家组显示聊天框信息,3,3,3,1,对%1内每一个玩家显示聊天框信息%2,10,暂时不要,,,,1019|1|0,,1010|1|0,1|300198,,,,,,,,,,,,,,,,,,,0,,306221,1,1.42.0,505,,
3200001,设置玩家显示板的图片,3,3,3,1,设置该%1%2图片为%3,10,暂时不要,,,,1018|1|0,3|60009,1082|1|0,,1076|1|0,2|10100,,,,,,,,,,,,,,,,,,,306290,1,1.42.0,506,,
3070026,设置生物队伍,3,4,3,1,设置%1的队伍为%2,5,暂时不要,,,,1031|1|0,3|80006,1027|1|0,5|2070011,,,,,,,,,,,,,,,,,,,,,306322,1,1.42.0,507,,
60304001,击败生物,3,4,3,1,%1%2,5,暂时不要,,,,3067|1|2,5|3670001,3013|1|0,,,,,,,,,,,,,,,,,,,,0,,306549,1,1.44.0,508,,
60304002,击败生物类型,3,4,3,1,%1%2,5,-1,,,,3067|1|2,5|3670001,3068|1|0,,,,,,,,,,,,,,,,,,,,0,,306550,1,1.44.0,509,,
3070025,替换生物,3,4,3,1,替换%1为%2，按百分比保留生命值为%3,5,-1,,,,1031|1|0,3|80006,1032|1|0,2|3400,1014|1|0,5|320001,,,,,,,,,,,,,,,,,,100,306551,1,1.42.0,510,,
3070030,使生物被玩家驯服,3,4,3,1,使%1被%2驯服,5,-1,,,,1031|1|0,,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,0,100,306552,1,1.42.0,511,,
60304003,设置生物的行为树黑板值,3,4,3,1,设置%1的%2 %3为%4,5,-1,,,,1031|1|0,3|80006,1210|1|0,,3142|1|0,,3007|0|0,,,,,,,,,,,,,,,,0,,,1,1.50.0,512,,
3080001,添加生物进生物组,3,4,3,1,添加%1进入指定%2,5,-1,,,,1031|1|0,3|80006,1033|0|0,,,,,,,,,,,,,,,,,,,,0,,306553,1,1.42.0,513,,
3080002,从生物组中移除生物,3,4,3,1,将%1移除出%2,5,-1,,,,1031|1|0,3|80006,1033|0|0,,,,,,,,,,,,,,,,,,,,0,,306554,1,1.42.0,514,,
3080003,清空生物组,3,4,3,1,清空%1,5,-1,,,,1033|0|0,,,,,,,,,,,,,,,,,,,,,,0,100,306555,1,1.42.0,515,,
3070001,创建生物,3,4,3,1,在%1创建%2个%3，阵营属于%4,5,暂时不要,,,,1002|1|0,3|40003,1005|1|0,1|1,1032|1|0,2|3400,1023|1|0,5|170001,,,,,,,,,,,,,,,0,,306032,1,1.42.0,516,,
3070003,击败生物,3,4,3,1,击败%1,5,暂时不要,,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,0,,306050,1,1.42.0,517,,
3070004,删除生物,3,4,3,1,删除%1,5,暂时不要,,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,0,,306303,1,1.42.0,518,,
3070005,击败生物类型,3,4,3,1,击败%1,5,暂时不要,,,,1032|1|0,2|3400,,,,,,,,,,,,,,,,,,,,,0,,306304,1,1.42.0,519,,
3070006,删除生物类型,3,4,3,1,删除%1,5,暂时不要,,,,1032|1|0,2|3400,,,,,,,,,,,,,,,,,,,,,0,100,306305,1,1.42.0,520,,
3070007,设置生物属性,3,4,3,1,设置%1的%2属性为%3,5,暂时不要,,,,1031|1|0,3|80006,1035|1|2,5|210001,1005|1|0,1|0,,,,,,,,,,,,,,,,,0,,306051,1,1.42.0,521,,
3070010,设置生物权限,3,4,3,1,设置%1的%2为 %3,5,暂时不要,,,,1031|1|0,3|80006,1036|1|2,5|220001,1013|1|2,5|100001,,,,,,,,,,,,,,,,,0,100,306306,1,1.42.0,522,,
3070014,设置生物面向角度,3,4,3,1,设置%1朝向为%2度,5,暂时不要,,,,1031|1|0,3|80006,1005|1|0,1|0,,,,,,,,,,,,,,,,,,,0,,306307,1,1.42.0,523,,
3070031,设置生物模型角度,3,4,3,1,设置%1 模型%2角度为%3,5,暂时不要,,,,1031|1|0,3|80006,1147|1|2,5|1480001,1005|1|0,1|0,,,,,,,,,,,,,,,,,0,,,,1.42.0,524,,
3070015,设置生物位置,3,4,3,1,传送%1至%2,5,暂时不要,,,,1031|1|0,3|80006,1002|1|0,,,,,,,,,,,,,,,,,,,,0,100,306308,1,1.42.0,525,,
3070018,设置生物外观,3,4,3,1,设置%1的外观为%2,5,暂时不要,,,,1031|1|0,3|80006,1060|1|0,2|163,,,,,,,,,,,,,,,,,,,,,306259,1,1.42.0,526,,
3070020,设置生物外观为某玩家外观,3,4,3,1,设置%1的外观为迷你号%2的玩家外观,5,暂时不要,,,,1031|1|0,3|80006,1010|1|0,,,,,,,,,,,,,,,,,,,,0,,306100,1,1.42.0,527,,
3070019,恢复生物外观,3,4,3,1,恢复%1的为初始外观,5,暂时不要,,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,,,306260,1,1.42.0,528,,
3070028,移除生物身上所有状态,3,4,3,1,移除%1身上所有状态效果,5,暂时不要,,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,0,100,306310,1,1.42.0,529,,
3070029,移除生物身上所有有害状态,3,4,3,1,移除%1身上所有有害状态效果,5,暂时不要,,,,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,0,100,306311,1,1.42.0,530,,
3070011,使生物播放动画表情,3,4,3,1,使%1播放%2,5,暂时不要,,,,1031|1|0,3|80006,1041|1|0,2|1,,,,,,,,,,,,,,,,,,,0,100,306312,1,1.42.0,531,,
3070012,给予生物状态,3,4,3,1,给予%1%2效果,5,暂时不要,,,,1031|1|0,3|80006,1037|1|0,2|4001,,,,,,,,,,,,,,,,,,,0,,306313,1,1.42.0,532,,
3070013,生物移除状态,3,4,3,1,移除%1的%2效果,5,暂时不要,,,,1031|1|0,3|80006,1037|1|0,2|4001,,,,,,,,,,,,,,,,,,,0,100,306314,1,1.42.0,533,,
3070016,生物自动寻路,3,4,3,1,使%1尝试自动寻路到%2,5,暂时不要,,,,1031|1|0,3|80006,1002|1|0,,,,,,,,,,,,,,,,,,,,0,,306060,1,1.42.0,534,,
3070017,使生物移动,3,4,3,1,使%1朝%2移动，速度为%3,5,暂时不要,,,,1031|1|0,3|80006,1047|1|0,5|350005,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,100,306315,1,1.42.0,535,,
3070008,设置生物伤害类型,3,4,3,1,设置%1的伤害类型为%2,5,暂时不要,,,,1031|1|0,3|80006,1011|1|2,5|80001,,,,,,,,,,,,,,,,,,,0,,306316,1,1.42.0,536,,
3070022,使生物对玩家造成伤害,3,4,3,1,使%1对%2造成%3点%4伤害,5,暂时不要,,,,1031|1|0,3|80006,1018|1|0,3|60010,1005|1|0,1|10,1011|1|2,5|80001,,,,,,,,,,,,,,,,,306317,1,1.42.0,537,,
3070023,使生物对生物造成伤害,3,4,3,1,使%1对%2造成%3点%4伤害,5,暂时不要,,,,1031|1|0,3|80006,1031|1|0,3|80007,1005|1|0,1|10,1011|1|2,5|80001,,,,,,,,,,,,,,,,,306318,1,1.42.0,538,,
3070024,使生物伤害区域内的目标,3,4,3,1,使%1对%2内的目标造成%3点%4伤害,5,暂时不要,,,,1031|1|0,3|80006,1001|1|0,,1005|1|0,1|10,1011|1|2,5|80001,,,,,,,,,,,,,,,,100,306319,1,1.42.0,539,,
3070009,设置生物免疫伤害类型,3,4,3,1,设置%1免疫%2,5,暂时不要,,,,1031|1|0,3|80006,1011|1|2,5|80001,,,,,,,,,,,,,,,,,,,0,,306320,1,1.42.0,540,,
3070027,移除生物免疫伤害类型,3,4,3,1,移除%1免疫%2,5,暂时不要,,,,1031|1|0,3|80006,1011|1|2,5|80001,,,,,,,,,,,,,,,,,,,,100,306321,1,1.42.0,541,,
3080004,对生物组执行触发器,3,4,3,1,对%1内的每一个生物执行%2，检查触发器条件%3,5,暂时不要,,,,1033|1|0,,1038|1|0,,1014|1|0,5|320002,,,,,,,,,,,,,,,,,0,,306327,1,1.42.0,542,,
3040001,创建方块,3,5,3,1,在%1创建%2，朝向为%3，位置在%4,2,-1,,,,1002|1|0,3|40003,1025|1|0,2|200,1003|1|2,5|20001,3143|1|0,3|60505020,,,,,,,,,,,,,,,0,,306049,1,1.42.0,543,,
60307001,创建方块,3,5,3,1,在%1%2，朝向为%3,2,暂时不要,,,,1002|1|0,3|40003,1025|1|0,2|200,1003|1|2,5|20001,,,,,,,,,,,,,,,,,0,,306556,1,1.44.0,544,,
60307002,创建复杂方块,3,5,3,1,"在%1%2，朝向为%3,颜色为%4开关状态%5，位置在%6",2,-1,,,,1002|1|0,3|40003,1025|1|0,2|666,1003|1|2,5|20001,1056|1|0,1|0xFFFFFF,1013|1|0,5|100001,3143|1|0,3|60505020,,,,,,,,,,,0,,306557,1,1.44.0,545,,
60307003,修改方块属性,3,5,3,1,修改%1 的方块属性 %2 为 %3，位置在%4,2,-1,,,,1002|1|0,3|40003,3037|1|2,5|3370002,1056|1|0,1|0xFFFFFF,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,306558,1,1.44.0,546,,
60307004,删除方块,3,5,3,1,%1%2上的方块，位置在%3,2,-1,,,,3045|1|2,5|3450001,1002|1|0,3|40003,3143|1|0,3|60505020,,,,,,,,,,,,,,,,,0,100,306559,1,1.44.0,547,,
3040018,放置蓝图,3,5,3,1,在%1放置%2，旋转%3，镜像%4，蓝图区域全部覆盖%5，位置在%6,2,-1,,,,1002|1|0,3|40003,1107|1|0,2|200,1108|1|2,5|740001,1109|1|2,5|320002,1110|1|2,5|320001,3143|1|0,3|60505020,,,,,,,,,,,0,,306565,1,1.42.0,548,,
60307005,破坏区域中方块,3,5,3,1,%1%2内的 %3,2,-1,,,,3045|1|2,5|3450001,1001|1|0,,3074|1|0,,,,,,,,,,,,,,,,,,0,,306560,1,1.44.0,549,,
60307010,以方块填充区域,3,5,3,1,"以%1填充%2，填充模式:%3新方块朝向为%4,颜色为%5开关状态%6",2,-1,,,,1025|1|0,2|200,1001|1|0,,3045|1|2,5|3450001,1003|1|2,5|20001,1056|1|0,1|0xFFFFFF,1013|1|0,5|100001,,,,,,,,,,,0,,306561,1,1.44.0,550,,
60307007,复制区域内方块到指定点,3,5,3,1,%1 %2内的方块并放置在%3 ,2,-1,,,,3075|1|2,5|3750001,1001|1|0,,1002|1|0,3|40003,,,,,,,,,,,,,,,,,0,,306562,1,1.44.0,551,,
60307006,区域替换方块,3,5,3,1,"使用%1替换%2中的%3，新方块朝向为%4,颜色为%5开关状态%6",2,-1,,,,1025|1|0,2|200,1001|1|0,,3074|1|0,2|200,1003|1|2,5|20001,1056|1|0,1|0xFFFFFF,1013|1|0,5|100001,,,,,,,,,,,0,100,306563,1,1.44.0,552,,
3040005,设置方块权限,3,5,3,1,设置%1的%2为%3,2,-1,,,,1025|1|0,2|200,1026|1|2,5|190001,1013|1|2,5|100001,,,,,,,,,,,,,,,,,0,,306564,1,1.42.0,553,,
60307011,方块播放动作,3,5,3,1,"使%1上的方块播放%2,播放速度%3,播放模式%4，位置在%5",2,-1,,,,1002|1|0,,3112|1|0,2|100100,1005|1|0,1|1,1102|1|2,5|700004,3143|1|0,3|60505020,,,,,,,,,,,,,,,306566,1,1.44.0,554,,
3040011,创建颜色方块,3,5,3,1,"在%1创建%2，朝向为%3,颜色为%4（仅颜色方块有效）",2,暂时不要,,,,1002|1|0,3|40003,1025|1|0,2|666,1003|1|2,5|20001,1056|1|0,1|0xFFFFFF,,,,,,,,,,,,,,,0,,306224,1,1.42.0,555,,
3040010,破坏方块,3,5,3,1,破坏在%1上的方块,2,暂时不要,,,,1002|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306227,1,1.42.0,556,,
3040002,删除方块,3,5,3,1,删除在%1上的方块,2,暂时不要,,,,1002|1|0,3|40003,,,,,,,,,,,,,,,,,,,,,0,,306226,1,1.42.0,557,,
3040003,替换方块,3,5,3,1,替换在%1上的方块为%2，朝向%3,2,暂时不要,,,,1002|1|0,3|40003,1025|1|0,2|200,1003|1|2,5|20001,,,,,,,,,,,,,,,,,0,100,306225,1,1.42.0,558,,
3040013,替换颜色方块,3,5,3,1,替换%1上的%2，朝向为%3，颜色为%4（仅颜色方块有效）,2,暂时不要,,,,1002|1|0,3|40003,1025|1|0,2|666,1003|1|2,5|20001,1056|1|0,1|0xFFFFFF,,,,,,,,,,,,,,,0,,,,1.42.0,559,,
3040004,设置方块开关状态,3,5,3,1,设置%1的方块开关状态为%2,2,暂时不要,,,,1002|1|0,3|40003,1013|1|2,5|100001,,,,,,,,,,,,,,,,,,,0,,,,1.42.0,560,,
3040014,清空区域中所有方块,3,5,3,1,清空%1内的所有方块,2,暂时不要,,,,1001|1|0,,,,,,,,,,,,,,,,,,,,,,0,,306063,1,1.42.0,561,,
3040015,破坏区域中指定类型方块,3,5,3,1,破坏%1内的%2,2,暂时不要,,,,1001|1|0,,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,0,,,,1.42.0,562,,
