序号,类型（1=富文本，2=图片文件）,富文本,显示时间（tick，-1=无限时间）,底图文件,底图宽度（-1=自适应）,底图高度（-1=自适应）,组（数组，这个气泡id归属的组）,
106131,1,这 ψζ?σ 啥味！?δ?太棒 ΛβЪξαθ！随便拿δμΩ！,200,,100,-1,106130,
106132,1,我￥从没吃过 α?ΣΣβωЪ 感动！ω?ωЧ换！,200,,100,-1,106130,
106133,1,嚼 ξμεβλ 人间味 αΣΩ！比菇好 ρεΘ 给宝藏?！,200,,100,-1,106130,
106134,1,Э?Φ?啊￥这口感 φ?φψ 幸福Чσ！要啥ЪωμΛ？全给！?ξ,200,,100,-1,106130,
106135,1,好吃 λδα 哭 ωαψωε 哪带来Σ？换！Ψθ快选！,200,,100,-1,106130,
106136,1,这食 ωλλσψΩΦ 让我￥精神百倍！?Ω给最好φΣγ！,200,,100,-1,106130,
106137,1,太香 λδθγρλ?φ 我王库￥随便挑?ηγ！谢谢！Ψελβ,200,,100,-1,106130,
106138,1,咦Π？φ??ε 啥玩意?ε？有趣σε！换 ΠΦυμ 蘑菇币Θ?ο！,200,,100,-1,106138,道具交换
106139,1,外地￥道具 δωΠβορμλ 没见过ЭΠ！交换ψθδ！,200,,100,-1,106138,
106140,1,这 Θ?ε 能干啥Λζ？稀奇 ηδψφρ 换！Φυ,200,,100,-1,106138,
106141,1,远方 Ω?? 带来￥收下λμ?！给我的ΨΛ??！,200,,100,-1,106138,
106142,1,非食 σψθψ 但有意思 θβΘΛΨ 换！υЭ给护身符δξυ！,200,,100,-1,106138,
106143,1,我 ЪωЧω 喜新鲜物 θζω！交换成立Э！,200,,100,-1,106138,
106144,1,虽 ?βσω?ΩЭ 不知用处￥收藏！给王冠碎片,200,,100,-1,106138,
106145,1,好γη！我 ξξΣЪΦρ 要 ЭΩζλ 稀有种子Π?！换！Э,200,,100,-1,106138,
106146,1,φμο这￥啥破东西Чβμο？ηοωψ 不要！ζ?拿走,200,,100,-1,106146,拒绝交换
106147,1,不 ЭξΘζ?φ? 稀罕 η?γψ?μΩ? 自己玩σ！,200,,100,-1,106146,
106148,1,哎 μξ?ΩΘαφЧ 没用￥别浪费时间ЧθΣ！,200,,100,-1,106146,
106149,1,这 ЪΘμ 早有 Πλ?Φ 更差 Эδσ 拒绝ρφΘ！,200,,100,-1,106146,
106150,1,别 μ?σ 拿这糊弄 σ?υЭβ 我不傻！φ,200,,100,-1,106146,
106151,1,不要￥不要Эθη！?εση 对我无益ΩθρΛ,200,,100,-1,106146,
106152,1,带 ?ρλ 这来?ξλ？失望 ЪγΦσΛ 换别的ψ！,200,,100,-1,106146,
106153,1,σβΨ太普通￥王库堆满 ΦΘγ?εζЭ 请回Ω！,200,,100,-1,106146,
106154,1,两脚兽Φ?θδε哪Πβ? 来？θωμ外面 ??ψδ 好玩?ρЭ?？,200,,100,-1,106154,玩家对话
106155,1,我 ?ζφζΨ?ω 闷 ΘβξσΨ 陪我？β好不？,200,,100,-1,106154,
106156,1,有 μωΨγλ 故事？σδ讲 αρρσυρ 听！Λ,200,,100,-1,106154,
106157,1,外面 ΣЭωΣβЧοЭ 有啥ЭΣρω？我 εφλ?γ 想知ΘΨ,200,,100,-1,106154,
106158,1,带 ЭЭδζθ 好东ουΨψ？瞅瞅！Ч??Θ,200,,100,-1,106154,
106159,1,带 λφξΨμζζΛ 吃的吗,200,,100,-1,106154,
106160,1,无聊 ЧΩαЭ 你有趣ρЧγ！多待会,200,,100,-1,106154,
106161,1,吃 ηδψβ?βΦρ 了没φθδσ？有菇 ψ?ζηΣψΠ 分你Φθγβ,200,,100,-1,106154,
106162,1,别急 ΨθЭωβ? 走 λγγδ 再聊Λαω？好吗,200,,100,-1,106154,
106163,1,喜 βηψωδδφ? 你！μαΩ像 ξΩλβ?? 朋友γψЪξ,200,,100,-1,106154,
106164,1,下次 γη?Φ 还来Ъδ？我 μθυΨΣ 等你嗯?σ！,200,,100,-1,106154,
106165,1,你 θοηψ 高！υοζ不像菇 Φδ??β 矮圆,200,,100,-1,106154,
106166,1,帽 ο?ω?ωβ 呢？σΘρ我们 δ?γφ? 菇帽ξ?！你无?Ψ？,200,,100,-1,106154,
106167,1,瘦长Φυ！怪 οαΨЪΣ 样但可爱θ？,200,,100,-1,106154,
106168,1,腿 Σμδ 好长?λυ！我们 ЧβΣЧЧΛ 短腿蹦,200,,100,-1,106154,
106169,1,脸 μΨλζΛθ 不圆 θεα?θ 我们圆脸η??！你扁θλ？,200,,100,-1,106154,
106170,1,无 ωσ?αΠο 菌褶ζ？我们 ?ЧΣβ 有！ε光溜溜,200,,100,-1,106154,
106171,1,外人 ΠωΨΣ 都这样？好奇σοε！再看,200,,100,-1,106154,
106172,1,ο?ω?ωβ两腿兽αΨЪ不像 ?ζΣ 菇 σЧΨβγЭ 但我喜欢οЪ！好玩,200,,100,-1,106154,
106173,1,数 ?Πθαθ 蘑菇一朵两朵 ΦЭβЧΨμ 数到困,200,,100,-1,106173,休闲
106174,1,王宫 εμο 太静 Э?ααε 我一个￥好闷σ?！,200,,100,-1,106173,
106175,1,我￥坐 ΩοθμЪΩ 看蘑菇长 ΩΛ? 无聊,200,,100,-1,106173,
106176,1,?ζ这￥椅子 ξΛο? 舒服 αЭσυЭ 不想动,200,,100,-1,106173,
106177,1,无聊 ?βσ?δθγ 哼歌 ?ΦΠΦγηξ 啦啦,200,,100,-1,106173,
106178,1,Zz 怪物 ?Эγ 别跑 zzzz 我打ΠΩ,200,,100,-1,106178|105734,梦话
106179,1,Σ??吃￥好吃 ζ?Ъεη zzz 再来一份 zzzΣΠ?,200,,100,-1,106178|105734,
106180,1,嗯 σЧξσα 你是谁 σ?ωΦψ 别吵 zzzδ,200,,100,-1,106178|105734,
106181,1,我 zzz 王冠 ?λЧΛΦω 飞了 zzz 抓住,200,,100,-1,106178,
106182,1,哈 ЭΠδΩΨ 换宝贝 σЧ?φЧ 笑 zzz,200,,100,-1,106178|105734,
106183,1,不要 ρΘρ?Φ 那 zzz 蘑菇有毒 zzz,200,,100,-1,106178|105734,
106184,1,βZzz￥好香 εΩ??ΨΨγ zzzz 食物ω?,200,,100,-1,106178|105734,
106185,1,啊 ευΩ 掉下 zzzz 悬崖吓醒 zzz,200,,100,-1,106178,
106300-106499,,蘑菇商人,,,,,,
106301,1,怪υ！Ωμξζ 快跑救命ρλφΣ！,200,,100,-1,106300,逃跑
106302,1,啊￥打γλ?！Πψθ 我逃,200,,100,-1,106300,
106303,1,怪物ΩγΠψ！别 γθο 过来Эα！￥我走,200,,100,-1,106300,
106304,1,救命 ??ηЪ?θδ 有怪σβΨ！￥快撤ω?Σ?！,200,,100,-1,106300,
106305,1,跑 ΨΣλΠЭΛαβ 跑！αΘ?φ不卖 εφΩЧφ 命要紧,200,,100,-1,106300,
106306,1,吓 ?Эζ?αρψ 快溜Ч！￥别追βη,200,,100,-1,106300,
106307,1,！ΣЭ！！γεψο?ΠΘ 我没退休ε！,200,,100,-1,106300,
106308,1,好货 ξωΩ 好货￥φ?ΩΦ！！快来买,200,,100,-1,106308,卖货
106309,1,新货 λυυΛΘγη 到！φμΘο打折￥ε?Чψ！,200,,100,-1,106308,
106310,1,瞧 θθ?Ψγ? 一瞧φθΠ！好东西υφβσ！便宜οωλ,200,,100,-1,106308,
106311,1,买 υΩЪμΘ 买！Ωδ符 θЭο?φζ 探险品￥好货！ΦφΣ,200,,100,-1,106308,
106312,1,今 ορμθζ 特价！λα快来选￥！Ωα,200,,100,-1,106308,
106313,1,货 ζΣζ 好！δ价优 υЪψζΘЪζЪ 不买亏ЧδΘ,200,,100,-1,106308,
106314,1,ξ新￥朋友 ΘΦΨ 给你打折,200,,100,-1,106314,卖货玩家
106315,1,你 γζΨρθυ?Σ 好！λβΣ买多 ЧθΦσ 优惠,200,,100,-1,106314,
106316,1,朋 Θυδ?Ψζ 友！顺眼 ?αΦε? 便宜卖η,200,,100,-1,106314,
106317,1,新手?Φ？ΛΠ?Чσσ 给你好价￥！ψ?,200,,100,-1,106314,
106318,1,嘿σεΨ！朋！εξυ?Ч 买点好货α？,200,,100,-1,106314,
106319,1,有 φψΛЧΛα 眼光ευΦη！打折 ΠυζΛξ 给你,200,,100,-1,106314,
106320,1,￥老朋μ?！打折￥,200,,100,-1,106320,村民卖货
106321,1,村民φ！老主顾 Ωλη 便宜ΘΨξ,200,,100,-1,106320,
106322,1,邻居?！常客 δζΦΘ? 打折卖,200,,100,-1,106320,
106323,1,熟人λδ?！好说 υβαΩ 价优,200,,100,-1,106320,
106324,1,老朋友δЭΠ！你来 βερωΩ?φλ 肯定便宜οξЭ,200,,100,-1,106320,
106325,1,本村 σ?Λξδ 人！?不坑 σΛЧΣΣ 放心,200,,100,-1,106320,
106326,1,东西 ΘΨγξΦΨσθ 放哪.. 了,200,,100,-1,106326,整理背包
106327,1,太 εγ?ζξ 多￥卖掉￥卖掉ΨφθΨ,200,,100,-1,106326,
106328,1,背包 ΛωβεΘ 乱！Ω?Ъα整理,200,,100,-1,106326,
106329,1,这 θΨδδΦ 不要?！卖￥掉ο！,200,,100,-1,106326,
106330,1,找 ηεΨβμ 不到ω！乱糟糟,200,,100,-1,106326,
106331,1,清理 ρρφαθγΩΘ！多余 θελωμΣαζ 卖掉Π！,200,,100,-1,106326,
106332,1,东西 ?αΘδΨ 放哪.. 了?Θ,200,,100,-1,106326,
106333,1,太 ?Ψλ?Θ 多￥卖掉￥卖掉,200,,100,-1,106326,
106334,1,啊ΦΨ！谁 φωο 碰我ωЪα！吓一跳Ч?ε！,200,,100,-1,106334,吓醒
106335,1,￥！ΛΘωγφ！！,200,,100,-1,106334,
106336,1,哇ηα?Σ！别 γЪωα?θ 碰！ωψξЭ￥我醒了ΨЪ！,200,,100,-1,106334,
106337,1,吓 φβ?φЪΛΘ 死！Πδρβ梦 ωδ? 被撞ω,200,,100,-1,106334,
106338,1,谁αελρ？啊！Φ原 ρψρ 就是你,200,,100,-1,106334,
106339,1,你￥ΩΠλΨ！￥我做￥￥好梦δ！,200,,100,-1,106334,
106340,1,￥今 δ?οβηδ 卖！ΦЪ多！,200,,100,-1,106340,休闲
106341,1,闲 ξЭЪΠ 着没事ΛΩγ！发呆,200,,100,-1,106340,
106342,1,货 ΣολЭΘβΛμ 好不愁卖υΩφ！,200,,100,-1,106340,
106343,1,等 ЪЭΣЪφΨЧ 顾客无聊Λ?φβ,200,,100,-1,106340,
106344,1,今 η?ξρΛηЪΨ 天气不错β！,200,,100,-1,106340,
106345,1,数 ΩΩΦγ?Чφω 钱开心?Ω！嘿嘿ξΦεβ,200,,100,-1,106340,
106346,1,￥￥￥Λσεζ！！！αα,200,,100,-1,106340,
106347,1,我快?ασ卖完Ъρσ~,200,,100,-1,106340,
106348,1,看 ωξЭЭΠ?? 风景不错η,200,,100,-1,106340,
106349,1,今 μ?μ 生意一般,200,,100,-1,106340,
106350,1,谁?做ЭЭΠ?炒蘑菇εβ,200,,100,-1,106340,
106351,1,跑 ηΨ?ρΨ 丛间小路 Ъυσω，夜 Ωθ?ζΨΠ 篝火闲谈～,200,,100,-1,106351,玩家聚会对话
106352,1,外界 β?Πσ 少高大 ?ηωαΛ 长发旅人 Чαγ?μο，特,200,,100,-1,106351,
106353,1,走 δμδ 平原?Πσ换物资 εΛβ??，少 ?ασЭ 善待蘑菇客,200,,100,-1,106351,
106354,1,我 σ?δ 货全本土符文 αΣρ 编料 Λ?ΦΠ,200,,100,-1,106351,
106355,1,法师 ?ξρω 换荧子矿石 Σρ?，士 ρΣηΩυΦ 购防具木板?,200,,100,-1,106351,
106356,1,外面 ?ΩΩΠΣ 空魔物 οθΛε，独 ЧγЭΦЭ 赶路小心λγ,200,,100,-1,106351,
106357,1,者 μΦΦ 爱换花藤 υΩ?μ，饰 ηΨ?υ 跳舞菌帽ζ,200,,100,-1,106351,
106358,1,夜 βμφ 视野差 ψυЭβ，篝火 ΣρΛ 平原?Πσ安心落脚点,200,,100,-1,106351,
106359,1,后 ΣφΛΦη 歌每场 βΨηουΦ 看 ΛΛЪΩσΦ，乐手舞者 δβ?ξρ? 百不厌,200,,100,-1,106351,
106360,1,下 Φξ? 远行 ?ЭΘ?β 帮你找稀有乐 βθΩΣ，碰到带来,200,,100,-1,106351,
106361,1,村民 ε?φσ 只购法术跳舞材料 υωЧζΨЪ，吃食无兴趣,200,,100,-1,106351,
106362,1,国王 οβθλ 呆菇沿路 ρ?ΩΠ，温顺 ζηγΨσ 不伤人,200,,100,-1,106351,
106363,1,外界 ЧЪ? 旋乐琴声 Σβεζ 差大 ЪΠ?，有空听,200,,100,-1,106351,
106364,1,长途 ορβ 奔波累 Φδδ，火堆 δ?ψζφο 卸疲惫,200,,100,-1,106351,
106365,1,难得 η?ερ 合得来旅人 αγ??Эδ，今夜 λζ?φ 聊外界θ！,200,,100,-1,106351,
107197,1,魔物 ηεβγ 跑远 γρΦ，不用 ζλη? 慌张逃咯ψξ！,200,,100,-1,107197,脱战距离
107198,1,威胁 Ъδλμ 无影子 εΩσ，安心 θλρΛ? 护货物～ρβΣ,200,,100,-1,107197,
107199,1,距 ЧεεφψΘ 拉开 ΦξφΨρ 安全 ηξυ，不抱箱逃窜,200,,100,-1,107197,
107200,1,魔物 αΩοσΛ 肃清 ?ωεηΛ，平原 Ωοφω?υ 太平?！,200,,100,-1,107200,脱战死亡
107201,1,这下 γ?ορω 放心赶路 ΠζβЧρφ，不 βψξβθΩ 提防暗处,200,,100,-1,107200,
107202,1,多亏 ξΣΣσ 危险散 ργΨμ?，物资 λδοηε 无损,200,,100,-1,107200,
107203,1,呜哇Ψ?η！别 ?υμ 碰货箱 οЧΛηΛο，全 ??φЭ 交换用材！ζ?,200,,100,-1,107203,被攻击
107204,1,突 οЭΦο 偷袭过分 υφΛη，不 ΠΩΩο? 任抢夺,200,,100,-1,107203,
107205,1,护 γαυΘ 符文矿石 ζθαρ，不让 ζσ?ζσЭ 魔物毁货品,200,,100,-1,107203,
107206,1,痛μηΣ！αΨ?αψ 拿防身符文 ληЪ? 反击自保～,200,,100,-1,107203,
107207,1,货 λβξ 受损 φγΩЪ，没法 ευο 换物资ηΦ！,200,,100,-1,107203,
107208,1,不许 σρ?ΩЭЭ 靠近 ?ΦΩυ，再攻 Ъζγγ 释防符文θλ,200,,100,-1,107203,
107209,1,路 ΘρωΛξ 本辛苦 λψЪΣ，被魔 ЪЧυ 委屈ωΘθ,200,,100,-1,107203,
107210,1,再 φδ?δ 动手 ?Ч?ωαψ，大喊 μσε 巡逻兵帮忙！,200,,100,-1,107203,
106500-106699,,蘑菇法师,,,,,,
106501,1,(βΨρ?白色符文σЪοΦ?ζ出击！??)滚开 ΦΩ?ση? 虚空怪物Θ！,200,,100,-1,106501,攻击
106502,1,纯白 ΩγЭ 法术力??Ъ！快逃 ?δσ?ω 丑魔物～,200,,100,-1,106501,
106503,1,法杖 ЭЭφΦ 震颤 ЭЧΘυ 强力法术?Ψρ！受死！ξ,200,,100,-1,106501,
106504,1,帽檐 ?μЪЭΘψ 咒术 εβθΨ 直击目标?！,200,,100,-1,106501,
106505,1,ρζθ！符文 ΘΛε 爆发ο！躲不开 μΩ?μ 咒术,200,,100,-1,106501,
106506,1,我 μξρЧ? 法杖超强 υηΣΨ！魔法重击！ε,200,,100,-1,106501,
106507,1,蘑菇 γ?υΦλ?θ 魔力远程轰击α?ο,200,,100,-1,106501,
106508,1,符文 ?Φυ? 锁去路 σοξ 无处逃～,200,,100,-1,106501,
106509,1,高高 εσγλρЭ 击飞β！上天 Э?η 砸爆γ！,200,,100,-1,106509,飞行特技
106510,1,υδΦ！符文 λЭξο 狂风?！掀云层 γΨω 摔下ΦψΛ！,200,,100,-1,106509,
106511,1,专属 φμλ?Эβ 魔法 ΠΛδΩ 扔上天οη！,200,,100,-1,106509,
106512,1,法杖 ?δξ?βΠ 狂风 ωЪ??δσ 吹远μΘ,200,,100,-1,106509,
106513,1,法术 ΛρΨ 升空冲击 λσυΩφ 坠地重创Ω！,200,,100,-1,106509,
106514,1,浮空 Эυ?γρ 咒术 ΠЪΘΠ?σ 砸地面ρ?ψθ,200,,100,-1,106509,
106515,1,符文 υ?ΣΩξδ 击飞术 φρΩΠλЪ 飞高点,200,,100,-1,106509,
106516,1,狂风 μηρ 裹你 οη?Ω 落地受伤Ψξ！,200,,100,-1,106509,
106517,1,火球 ασЧ?ξЧ 覆盖敌群Πσ！轰然炸开ЪβΦ！,200,,100,-1,106517,火球特技
106518,1,γδ！巨型 οβζΛδδ 符文火球 ΦΨω?? 魔物全消ρ?！,200,,100,-1,106517,
106519,1,全 Θβ?Λξ 凑来 Ωεφγψ 尝大范围火球Π,200,,100,-1,106517,
106520,1,纯白 ΠψψβΩ 符文烈焰 γφθ?δΘ 击溃魔物潮Ъυ,200,,100,-1,106517,
106521,1,！?范围 Ω?ΩΩ 火焰咒术 ωβμφ 无处躲σΛ,200,,100,-1,106517,
106522,1,火光 ηΠ?φЪΠ 迸发 εΣ?φε 全在射程υ！,200,,100,-1,106517,
106523,1,火球 θμΛ? 空中膨胀 ?ηθ?ΠΨ 灼烧整片γΠΦ,200,,100,-1,106517,
106524,1,法杖 ΣμΛσσξ 火焰魔力 φζΣλΘ 对付群敌～ψΦ,200,,100,-1,106517,
106525,1,看好 ΠΩαωαψ 咯！全新 ?δλαθ 符文法术Чψ！,200,,100,-1,106525,表演开始
106526,1,每 ?θЧЪЭ 日钻研符文 Ω?Θγ，成最强～,200,,100,-1,106525,
106527,1,ομμ！展 βЭγσ 法杖全力 ζΩαμЪ 听咒文Ч?Ω！,200,,100,-1,106525,
106528,1,试 ω?ΨΛ 新法术 ΩΣЧε?Λρα 看特效,200,,100,-1,106525,
106529,1,??！符文 σ?ζ 展演 ?Σ??δ 绝不失误ο,200,,100,-1,106525,
106530,1,村 Σζφδ 民前练习 ?Ωμξ?，全 βηοЪε 看着我Θζ?！,200,,100,-1,106525,
106531,1,帽檐 Ωυωψω 绘符文 ?ζ?ψ? 魔法完美无瑕,200,,100,-1,106525,
106532,1,纯白 ΨΠρΠΛ 魔力展 φζψγ 好好欣赏！ζ,200,,100,-1,106525,
106533,1,看 ЧΛξφηΩ 见吗Ω？效果 Σ?ΦΨ 超完美！Эω！,200,,100,-1,106533,表演成功
106534,1,一切 λЧβΠΦμ 顺利γΠ！！为符文 σ?σ 自豪！,200,,100,-1,106533,
106535,1,魔法 ?Чγβ 特效棒 ΩοΘφσ 新符文好用ΩΨЭ！,200,,100,-1,106533,
106536,1,没人 θωΨΨθ 料效果惊艳 ηΛωΣ 魔法第一ε?Π！！,200,,100,-1,106533,
106537,1,λφρ！法术 α?ξηΦ 完美生效 μЧβξΛμ 师父定开心Φ,200,,100,-1,106533,
106538,1,村民 ?Θγλε 鼓掌 γΣЪΘ? 掌握新咒术γ！,200,,100,-1,106533,
106539,1,符文 αμωφο 排布严密 Λψψδ 太满意,200,,100,-1,106533,
106540,1,表演 ωξΦυΣЧ 零失误 ЪΛδ 新魔法成就,200,,100,-1,106533,
106541,1,魔法 ЪЧλζηΦ 彻底失控 υεη 师父失望,200,,100,-1,106541,表演失败
106542,1,αζЧ！符文 Σε?λε 全乱 θωΨ? 法杖不听使唤,200,,100,-1,106541,
106543,1,哎呀 λδΦφ凝胶云 ΨΨβЧ 本该华丽,200,,100,-1,106541,
106544,1,空中 Φεζσ?φ 符文溃散 ο?υЪ 场面尴尬?,200,,100,-1,106541,
106545,1,法术 εΣβψ 爆炸偏离 βΠγμ? 难为情,200,,100,-1,106541,
106546,1,魔力 φσψ 失控四散 ΨαμЧ 多加练习～,200,,100,-1,106541,
106547,1,魔力 ωυΣυλ 药剂失效 δΦЧΨυ 展演搞砸,200,,100,-1,106541,
106548,1,?ΣЧ！θγ符文 Π??ρ 排布错 ψΨμ 效果一塌糊涂～,200,,100,-1,106541,
106549,1,该 βЭΩσλ? 怎么做 αοΠλ 调符文纹路～,200,,100,-1,106549,工作
106550,1,全 Σψα? 材料备齐 ΦρδЪ 注纯白魔力！ωЧ,200,,100,-1,106549,
106551,1,εωδ！符文 ηΠευΘαЪω 匹配到位λα?Π？不能出错！,200,,100,-1,106549,
106552,1,工作 οψμα 台堆满素材 ΩυΨЭΣΦ 开造物咒术,200,,100,-1,106549,
106553,1,细 ЭЭΘΘ 磨符文 ζ?μЪ?γ 道具蕴力量,200,,100,-1,106549,
106554,1,检 Ψοζγ 魔力药剂 ЧοζΨζ? 开锻造～,200,,100,-1,106549,
106555,1,摆 ξδαυЭΛ 魔法晶石 ΦЭ? 道具基底,200,,100,-1,106549,
106556,1,测 Ψ?ΨεψΦ 符文强度 ΩαΣΘ 造强力法器?,200,,100,-1,106549,
106557,1,成功 γ?ρθβΨ 啦！μ道具 ?ΠΛΠЭ 藏强魔力ηωη,200,,100,-1,106557,工作成功
106558,1,满 ?ЭΘθ?Э 符文成品 σμωЭθ 太好看Λζ！,200,,100,-1,106557,
106559,1,全 φηΠ 符文契合 ξωλΛω 超棒成果λ！,200,,100,-1,106557,
106560,1,魔力 γΩ??υσ 锁道具 αΣσυ 运转无瑕,200,,100,-1,106557,
106561,1,造物 ΩЧγΣ 大功告成 ΘЪΘ?ξα 可送人ΘΘЧ！,200,,100,-1,106557,
106562,1,药剂 ?Эομφ 光芒璀璨 ?αЧ 道具直用～Ω,200,,100,-1,106557,
106563,1,符文 ??ε 完美交融 ΩΨοΩЧψ 超自豪,200,,100,-1,106557,
106564,1,全新 ЪЧδ 魔法器物 ΩοЧοΣλ 如预想Σ,200,,100,-1,106557,
106565,1,符文 σ?ηЧ 彻底崩解 ε?Π 排布失误Θζ,200,,100,-1,106565,工作失败
106566,1,材料 σζε?η?Ъ 全毁 ?Чψ 从头再来,200,,100,-1,106565,
106567,1,法杖 βη?Ωδ 没辅锻造 σγΠ?με 可惜ξψ！,200,,100,-1,106565,
106568,1,魔力 ΛЭΛ?? 工作台流失 γ?ηΦαΘ 道具损毁,200,,100,-1,106565,
106569,1,符文 ЧΨθ?δμ 绘制错 ??Ψ 做不出～,200,,100,-1,106565,
106570,1,素材 υωЪσ 全浪费 υαΠγ 重搜集材料,200,,100,-1,106565,
106571,1,药剂 γδΘ??β 中途失活 ζα?Σφο 锻造失败,200,,100,-1,106565,
106572,1,Э?Ч！符文 ЭΘδθЭ 无法相融 φλδ?υ? 道具碎～,200,,100,-1,106565,
106573,1,请收下(εζξЪЧЪ送你)(?ωρ朋友),200,,100,-1,106573,送礼
106574,1,收下 σψ??Ω 符文法器 οωΛΣ? 灌专属魔法 ωЪθΣγ 送你Π?！,200,,100,-1,106573,
106575,1,这件 θΦε 符文礼物！βθ抗 Э?Θβ?? 魔物?Ъ！,200,,100,-1,106573,
106576,1,专 δμΨβΨ 为你造物 φγζηωω 旅途护你周全,200,,100,-1,106573,
106577,1,拿 ηΣωωΠ 好 ΣρЪσ?σο 友谊信物,200,,100,-1,106573,
106578,1,朋友 Θρ??βδαρ 法器 φ?Π?ωρδ 亲手打造,200,,100,-1,106573,
106579,1,收下 λφα?φα 纯白符文力 σδЧ?Πο 赠你～,200,,100,-1,106573,
106580,1,造物 ΠΩ?ξηη 助战斗 ?ЭЪψЭλμ 收下ЪψΦΛ！,200,,100,-1,106573,
106581,1,田 ΘσωΛφ 荧菇泛光 γεδЧΛ 凝胶好,200,,100,-1,106581,待机
106582,1,符法 ζЪΨγ 练半晌 λαξαЧ 魔力耗快,200,,100,-1,106581,
106583,1,远 αΨΛ?? 少踏平原 Φβγψφ? 盼 ξЭΛφγ 新鲜食材ρ?！,200,,100,-1,106581,
106584,1,紫星 εοψЭЪδ 帽总被掀歪 εψυ 补防滑符文～,200,,100,-1,106581,
106585,1,法杖 σ?Ъ?ΦΘ 光球亮度不足 σΩΣρ 磨符文路β,200,,100,-1,106581,
106586,1,变形 δ?ЧΘ 伪符文差 ωΩθ? 多找同族练手ω,200,,100,-1,106581,
106587,1,村落 γ?Φ?γΨ 秩序族人 θφδ?ξ 国王打理 Ψρ?ΦЭ 心钻术,200,,100,-1,106581,
106588,1,我们 Πζ?εΛ 不懂烹煮 ΨЪΠξφω 唯高个 λ?ζΩγ 做汤～,200,,100,-1,106581,
106589,1,哇ЪЪλ！颜色 ξΦ??Ψ 全变 ΨηφЭ? 符文魔力大涨,200,,100,-1,106589,转换符能瓶颜色
106590,1,Ωξξ！药剂 ασθψΛΛ 发光 ΠδЧЪω 魔法获新特性ο！,200,,100,-1,106589,
106591,1,纯白 ΠυΣζγ 魔力换色 σσυ 法术威力大增Ъ！,200,,100,-1,106589,
106592,1,瓶 ?ξοβΣλ 光流转 θδαμ 魔力不停涨,200,,100,-1,106589,
106593,1,纯白 υφ?αψ 魔力换色调 η?φΦξ? 符文更强～,200,,100,-1,106589,
106594,1,绿紫 Φβσυ 光交替 ЪΨω 魔法形变,200,,100,-1,106589,
106595,1,药剂 ЧΦΛΩξ 跳异色 ?Θδβρθ 咒术更强Σ??,200,,100,-1,106589,
106596,1,瓶 φЧΘ? 魔力蜕变 βΣξφ 神奇景象,200,,100,-1,106589,
106597,1,成功 ?α?Π 击败它ΣЪЭ！虚空魔物 εЭζЧ?Π 消失 Λγθεφ 村庄安?Σ！,200,,100,-1,106597,脱战死亡
106598,1,我 ξΘ?ωοβ 法杖得胜 Λ?γ? 不敢再来Эξδ！,200,,100,-1,106597,
106599,1,ρφδβ?！γΛγ全 ??Θ 魔物肃清 ЧλЧ 为符文骄傲ο！,200,,100,-1,106597,
106600,1,邪恶 ωβЭ 散土地 Λ?Λ?θ 魔法护村庄,200,,100,-1,106597,
106601,1,危险 λ?Ч 解除 σθ?ζυΘ 村民安睡～,200,,100,-1,106597,
106602,1,纯白 ?ξλΦΠ 符文起效 ψμΨοψω 战斗大胜λΛλ,200,,100,-1,106597,
106603,1,魔物 ??Σδ?σ 倒法术下 ΘЧ?μ 威胁消失,200,,100,-1,106597,
106604,1,我们 θΨυθ 击退虚空怪 Ч?δβδ 安宁回村,200,,100,-1,106597,
106605,1,它 ?ΦЧ 逃太远 λαΘ? 法术够不到～,200,,100,-1,106605,脱战距离
106606,1,魔物 ?ρλΘ 超射程 ψφ?ΦΩφ 无法攻击Θφ！,200,,100,-1,106605,
106607,1,ξμΛψ！离 ?λα?λθξη 太远 ?ηΨЪΣЧμΣ 等靠近υЪΨ?,200,,100,-1,106605,
106608,1,符文 ηΣφΩη 射程不足 σαΦΛυγ 不放法术,200,,100,-1,106605,
106609,1,它 ΣΣδΨЭΦ 出法术区 Σβα?Ч 无计可施～,200,,100,-1,106605,
106610,1,目标 γμο 脱魔法域 φηξ 后追击μ,200,,100,-1,106605,
106611,1,法杖 ?εδφΘ 够不到 δβγΛοΣ 魔物逃远Ψδ,200,,100,-1,106605,
106612,1,魔力 θЧΩЧΨ 到不了 θμλ 等折返,200,,100,-1,106605,
106613,1,呜哇 ΛΣΦα 蘑菇帽痛 εμζσεΨ 防御法术失效?Ω,200,,100,-1,106613,被攻击
106614,1,魔物 σ?ωЭ 重击我 μλγδωγ 符文魔力衰弱,200,,100,-1,106613,
106615,1,βξδΛ！身 α?φ 受伤 μ?Φη 快恢复纯白魔力,200,,100,-1,106613,
106616,1,被 γЭγηφ 虚空怪打 Φε?Σ?γ 护盾失效,200,,100,-1,106613,
106617,1,法杖 οωη?γ 魔力受创 Чε? 需休息～,200,,100,-1,106613,
106618,1,打 ψσΛΣ 帽子 ΨωγλΛ 防御魔法无效η?μ,200,,100,-1,106613,
106619,1,ωξμ！战后 Ъυ?ο 虚弱 ζωΩγωθ 要魔力药剂补,200,,100,-1,106613,
106620,1,魔物 αεΘ 攻击痛 ζε?οΘδ 魔力慢恢复,200,,100,-1,106613,
