id,特效名,备注,插件库开放[0代表不开放，1=开放 ],触发器开放[0代表不开放，1=开放 ],分类（1=烟雾 2=爆炸 3=光效 4=粒子 5=火焰 6=环境 7=提示）,特效类型（1=ent类型 2=emo类型 3=两者都有 4=prefab类型）,播放模式（1=循环播放，2=播放后结束，3=播放后停留）,播放时长（单位秒，对非循环生效）(弃用),特效路径,音效名称,图标名字
3115,空投可领取物资特效,,1,1,7,3,1,10,Zombies_prop_yes,,particles07
3116,空投已领取物资特效,,1,1,7,3,1,10,Zombies_prop_no,,particles07
3117,幸存者-升级特效,,1,1,3,3,1,10,Zombies_shengji_xincunzhe,,particles03
3118,丧尸、幸存者互转特效,,1,1,1,3,2,10,Zombies_switch,,particles01
3119,僵尸死亡特效,,1,1,2,3,2,10,Zombies_siwang,,particles02
3120,自爆僵尸自爆特效,,1,1,2,3,2,10,Zombies_zibao,,particles02
3121,消防员丧尸-远程攻击特效,,1,1,4,3,2,10,Zombies_penshe,,particles04
3122,棒球手丧尸-震荡波特效,,1,1,1,3,2,10,Zombies_zhengdangbo,,particles01
3123,地勤boss-远程攻击特效,,1,1,3,3,2,10,Zombies_huangseguangshu,,particles03
3124,地勤boss-指挥左行特效,,1,1,7,3,2,10,Zombies_zuojiantou,,particles07
3125,地勤boss-指挥右行特效,,1,1,7,3,2,10,Zombies_youjiantou,,particles07
3126,地勤boss-指挥停止特效,,1,1,7,3,2,10,Zombies_jinzhi,,particles07
3127,毁灭日粒子炮蓄能发射特效,,1,1,4,3,2,10,Zombies_xuli,,particles04
3128,毁灭日-病毒扩散特效,,1,1,1,3,2,10,Zombies_bingdukuosan,,particles01
3129,步枪开火特效,,1,1,6,3,1,10,Zombies_qiangkou_03,,particles03
3130,手枪开火特效,,1,1,6,3,1,10,Zombies_qiangkou_04,,particles03
3131,霰弹枪开火特效,,1,1,6,3,1,10,Zombies_qiangkou_05,,particles03
3132,狙击枪械抛壳特效,,1,1,6,3,1,10,Zombies_zidan_02,,particles03
3133,猎杀印记,,1,1,7,3,1,10,Zombies_yinji_x,,particles07
3134,感染区,,1,1,1,3,1,10,Zombies_ganran,,particles01
3135,瘫痪状态,,1,1,7,3,1,10,Zombies_paralysis,,particles07
3136,地勤boss-蓄力完毕,,1,1,7,3,2,10,Zombies_xuliwanbi,,particles07
3137,地勤boss-蓄力,,1,1,7,3,2,10,Zombies_xuli_huang,,particles07
3138,超级直球命中,,1,1,2,3,2,10,Zombies_ball_jizhong,,particles02
3139,超级直球拖尾,,1,1,5,3,2,10,Zombies_bangqiu,,particles03
3140,感染免疫,,1,1,3,3,1,10,Zombies_baohuzhao,,particles07
3141,僵尸死亡特效2,,1,1,2,3,2,10,Zombies_siwang_1,,particles02
3142,自爆僵尸自爆预警,,1,1,2,3,2,10,Zombies_hongsejinggao,,particles02
3143,狙击枪子弹轨迹特效,,1,1,6,3,1,10,Zombies_danhen_02,,particles03
3144,降低防御力buff特效,,1,1,6,3,1,10,Zombies_jiangdibuff,,particles03
3145,烟雾弹1,,1,1,1,3,1,10,smoke_bomb_2,,particles01
3146,抛竿入水水面特效,,1,1,4,3,2,10,diaoyu_1,,
3147,鱼提钩出水水面特效(完美）水花大,,1,1,4,3,2,10,diaoyu_chushui_1,,
3148,鱼提钩出水水面特效(普通）水花小,,1,1,4,3,2,10,diaoyu_chushui_2,,
3149,鱼左右移动的水面特效，需要方向（单方向）,,1,1,4,3,1,10,diaoyu_yidong,,
3150,鱼在水里扑棱的特效（小）,,1,1,4,3,1,10,diaoyu_shuihua_2,,
3151,鱼在水里扑棱的特效（大）,,1,1,4,3,1,10,diaoyu_shuihua_1,,
3152,鱼冲刺的特效，需要方向（单方向）,,1,1,4,3,1,10,diaoyu_chongci_2,,
3153,鱼下潜的特效（水下冒泡）,,1,1,4,3,1,10,daioyu_xiaqian,,
3154,鱼下潜后被抬起的水花特效,,1,1,4,3,2,10,diaoyu_xiaqian_2,,
3155,鱼收到重大伤害的特效（以爆制暴）,,1,1,4,3,2,10,diaoyu_shouji,,
3156,鱼狂暴的特效（水面可以整夸张的特效）,,1,1,4,3,1,10,diaoyu_kuangbao_2,,
3157,钓鱼指示正确,,1,1,4,3,1,10,diaoyu_yes,,
3158,钓鱼指示错误,,1,1,4,3,1,10,diaoyu_no,,
3159,魔力弹1,法术技能特效,0,1,4,4,2,10,Skill_MagicBullet_1,,particles04
3160,魔力弹2,法术技能特效,0,1,4,4,2,10,Skill_MagicBullet_2,,particles04
3161,魔力弹3,法术技能特效,0,1,4,4,2,10,Skill_MagicBullet_3,,particles04
3162,魔力弹命中1,法术技能特效,0,1,2,4,2,10,Skill_MagicBullet_Hit_1,,particles02
3163,魔力弹命中2,法术技能特效,0,1,2,4,2,10,Skill_MagicBullet_Hit_2,,particles02
3164,魔力聚光灯,技能Buff特效,0,1,3,4,1,10,magic_spotlight,,particles03
3165,武器铭刻蓝色法术（初级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Blue,,particles04
3166,武器铭刻黄色法术（初级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Yellow,,particles04
3167,武器铭刻红色法术（初级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Red,,particles04
3168,武器铭刻绿色法术（初级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Green,,particles04
3169,武器铭刻紫色法术（初级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Purple,,particles04
3170,武器铭刻无色法术（初级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Gray,,particles04
3171,武器铭刻蓝色法术（高级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Blue_High,,particles04
3172,武器铭刻黄色法术（高级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Yellow_High,,particles04
3173,武器铭刻红色法术（高级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Red_High,,particles04
3174,武器铭刻绿色法术（高级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Green_High,,particles04
3175,武器铭刻无色法术（高级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Gray_High,,particles04
3176,武器铭刻紫色法术（高级）,技能特效,0,1,4,4,2,10,Skill_Engraving_Purple_High,,particles04
3200,工作中,,1,1,4,3,1,10,JuiceTech_Effect_processing,,
3201,工作完成,,1,1,4,3,3,10,JuiceTech_Effect_processed,,
3202,获取,,1,1,4,3,2,10,JuiceTech_Effect_gain,,
3203,方块特效2,,1,1,7,3,1,10,zf_item_9_1,,
3204,彩虹拖尾,,0,0,7,4,1,10,Milk_rainbow,,
5000,发光蝴蝶,,1,1,4,3,1,10,2020001,,particles08
5001,发光蝴蝶,,1,1,4,3,1,10,2020002,,particles08
5002,发光蝴蝶,,1,1,4,3,1,10,2020003,,particles08
5003,白掉落物光束,,1,1,3,3,1,10,white_glow,,particles08
5004,绿掉落物光束,,1,1,3,3,1,10,green_glow,,particles08
5005,蓝掉落物光束,,1,1,3,3,1,10,Blue_glow,,particles08
5006,紫掉落物光束,,1,1,3,3,1,10,Violet_glow,,particles08
5007,橙掉落物光束,,1,1,3,3,1,10,Orange_glow,,particles08
5008,红掉落物光束,,1,1,3,3,1,10,Red_glow,,particles08
5009,祈天灯,,0,0,3,3,1,10,scene_firework_qitiandeng,,particles08
5010,四叶飞舞,,0,0,3,3,1,10,scene_firework_siyecao,,particles08
5011,花火之恋,,0,0,3,3,1,10,scene_firework_xinxingyanhua,,particles08
5012,许愿流星雨,,0,0,3,3,1,10,scene_firework_liuxingxuyuan,,particles08
5013,樱花飞舞,,0,0,3,3,1,10,scene_firework_fensehuaban,,particles08
5014,天涯共此时,,0,0,3,3,1,10,scene_firework_tianyagongcishi,,particles08
5020,洋葱boss--翻滚蓄力的预警特效,,1,1,3,3,1,10,boss_onion_chongci_yujing,,particles08
5021,洋葱boss--翻滚过程中的尾气特效,,1,1,3,3,1,10,boss_onion_chongci,,particles08
5022,洋葱boss--低威胁蓄力的时候在生物身上的预警特效,,1,1,3,3,1,10,boss_onion_xuli_di,,particles08
5023,洋葱boss--高威胁蓄力的时候在生物身上的预警特效,,1,1,3,3,1,10,boss_onion_xuli_gao.,,particles08
5050,冲刺,,1,1,3,3,2,10,dash_light_normal,,particles08
5051,精闪,,1,1,3,3,2,10,dash_light_perfect,,particles08
5052,精闪残影,,1,1,3,3,2,10,dash_afterimage,,particles08
5053,番茄枪释放特效,,1,1,3,3,2,10,tomato_qiangkou_1,,particles08
5054,番茄雨特效,,1,1,4,3,2,10,tomato_yu,,particles08
5055,番茄雨云特效,,1,1,1,3,2,10,tomato_yu,,particles08
5056,洋葱boss--投掷物1飞行特效,,1,1,3,3,1,10,boss_onion_touzhiwu_01,,particles08
5057,洋葱boss--投掷物1命中特效,,1,1,3,3,1,10,boss_onion_shouji,,particles08
5058,洋葱boss--爆炸液体弹飞行特效,,1,1,3,3,1,10,boss_onion_touzhiwu_02,,particles08
5059,洋葱boss--爆炸液体弹爆炸特效,,1,1,3,3,1,10,boss_onion_baozha,,particles08
5060,洋葱boss--爆炸液体弹预警特效,,1,1,3,3,1,10,boss_onion_baozha_yujing,,particles08
5061,洋葱boss--毒气弹毒区特效,,1,1,3,3,1,10,boss_onion_duqu,,particles08
5062,洋葱boss--毒气弹飞行特效,,1,1,3,3,1,10,boss_onion_touzhiwu_03,,particles08
5063,番茄枪枪口特效,,1,1,3,3,2,10,tomato_qiangkou_2,,particles08
5064,开火,,1,1,5,3,1,10,Gun_qiangkou_02,,particles03
5065,步枪开火特效,,1,1,5,3,1,10,Gun_qiangkou_03,,particles03
5066,手枪开火特效,,1,1,5,3,1,10,Gun_qiangkou_04,,particles03
5067,霰弹枪开火特效,,1,1,5,3,1,10,Gun_qiangkou_05,,particles03
5068,手枪抛壳,,1,1,4,3,1,10,Gun_zidan_01,,particles03
5069,步枪抛壳,,1,1,4,3,1,10,Gun_zidan_03,,particles03
5070,霰弹枪抛壳,,1,1,4,3,1,10,Gun_penzi,,particles03
5071,狙击枪械抛壳特效,,1,1,4,3,1,10,Gun_zidan_02,,particles03
5072,子弹轨迹特效,,1,1,3,3,1,10,Gun_danhen_01,,particles03
5073,BS_shandian,,1,1,4,3,1,10,BS_shandian,,particles03
5074,Elemental_effect_Fcharge1,,1,1,4,3,1,10,Elemental_effect_Fcharge1,,particles03
5075,Elemental_effect_Fhit1,,1,1,4,3,1,10,Elemental_effect_Fhit1,,particles03
5076,Elemental_effect_Fnuike1,,1,1,4,3,1,10,Elemental_effect_Fnuike1,,particles03
5077,Elemental_effect_Fround1,,1,1,4,3,1,10,Elemental_effect_Fround1,,particles03
5078,Elemental_effect_Icharge1,,1,1,4,3,1,10,Elemental_effect_Icharge1,,particles03
5079,Elemental_effect_Ihit1,,1,1,4,3,1,10,Elemental_effect_Ihit1,,particles03
5080,Elemental_effect_Inuike1,,1,1,4,3,1,10,Elemental_effect_Inuike1,,particles03
5081,Elemental_effect_Iround1,,1,1,4,3,1,10,Elemental_effect_Iround1,,particles03
5082,Elemental_effect_Ncharge1,,1,1,4,3,1,10,Elemental_effect_Ncharge1,,particles03
5083,Elemental_effect_Nhit1,,1,1,4,3,1,10,Elemental_effect_Nhit1,,particles03
5084,Elemental_effect_Nnuike1,,1,1,4,3,1,10,Elemental_effect_Nnuike1,,particles03
5085,Elemental_effect_Nround1,,1,1,4,3,1,10,Elemental_effect_Nround1,,particles03
5086,Elemental_effect_Pcharge1,,1,1,4,3,1,10,Elemental_effect_Pcharge1,,particles03
5087,Elemental_effect_Phit1,,1,1,4,3,1,10,Elemental_effect_Phit1,,particles03
5088,Elemental_effect_Pnuike1,,1,1,4,3,1,10,Elemental_effect_Pnuike1,,particles03
5089,Elemental_effect_Pround1,,1,1,4,3,1,10,Elemental_effect_Pround1,,particles03
5090,FamousSwords_JN_texiao1,,1,1,4,3,1,10,FamousSwords_JN_texiao1,,particles03
5091,FamousSwords_JN_texiao2,,1,1,4,3,1,10,FamousSwords_JN_texiao2,,particles03
5092,FamousSwords_JN_texiao3,,1,1,4,3,1,10,FamousSwords_JN_texiao3,,particles03
5093,FamousSwords_JN_texiao4,,1,1,4,3,1,10,FamousSwords_JN_texiao4,,particles03
5094,FamousSwords_JN_texiao5,,1,1,4,3,1,10,FamousSwords_JN_texiao5,,particles03
5095,FamousSwords_YS_texiao1,,1,1,4,3,1,10,FamousSwords_YS_texiao1,,particles03
5096,FamousSwords_YS_texiao2,,1,1,4,3,1,10,FamousSwords_YS_texiao2,,particles03
5097,FamousSwords_YS_texiao3,,1,1,4,3,1,10,FamousSwords_YS_texiao3,,particles03
5098,FamousSwords_YS_texiao4,,1,1,4,3,1,10,FamousSwords_YS_texiao4,,particles03
5099,FamousSwords_YS_texiao5,,1,1,4,3,1,10,FamousSwords_YS_texiao5,,particles03
5100,FamousSwords_YS_texiao6,,1,1,4,3,1,10,FamousSwords_YS_texiao6,,particles03
5101,FamousSwords_YS_texiao7,,1,1,4,3,1,10,FamousSwords_YS_texiao7,,particles03
5102,FamousSwords_YS_texiao8,,1,1,4,3,1,10,FamousSwords_YS_texiao8,,particles03
5103,FamousSwords_JN_texiao6,,1,1,4,3,1,10,FamousSwords_JN_texiao6,,particles03
5104,Endless_Effect_BlueSilverGrass,,1,1,3,3,1,10,Endless_Effect_BlueSilverGrass,,particles03
5105,Endless_Effect_HaoTianHammers,,1,1,3,3,1,10,Endless_Effect_HaoTianHammers,,particles03
5106,Endless_Effect_QiBaoLiTa,,1,1,3,3,1,10,Endless_Effect_QiBaoLiTa,,particles03
5107,Endless_Effect_LightFeatherBow,,1,1,3,3,1,10,Endless_Effect_LightFeatherBow,,particles03
5108,Endless_Effect_AngelSword,,1,1,3,3,1,10,Endless_Effect_AngelSword,,particles03
5109,Endless_Effect_AngelSwordSkill,,1,1,3,3,1,10,Endless_Effect_AngelSwordSkill,,particles03
5110,Endless_Effect_RakshaSickle,,1,1,3,3,1,10,Endless_Effect_RakshaSickle,,particles03
5111,newjiguang,,1,1,3,3,1,10,newjiguang,,particles03
5112,duyebaozha,,1,1,3,3,1,10,duyebaozha,,particles03
5113,firefeng,,1,1,3,3,1,10,firefeng,,particles03
5114,Penshi,,1,1,3,3,1,10,Penshi,,particles03
5115,machinery_rotate,机械方块旋转方向,1,1,7,3,1,10,machinery_rotate,,particles03
5116,machinery_fault_01,动力源故障烟雾,1,1,1,3,1,10,machinery_fault_01,,particles03
5117,machinery_wheel_spark,动物轮-高速工作火花,1,1,3,3,1,10,machinery_wheel_spark,,particles03
5118,machinery_wheel_zzz,动物轮-生物休息zzz,1,1,6,3,1,10,machinery_wheel_zzz,,particles03
5119,machinery_fengche_work,风车-高速工作火花,1,1,3,3,1,10,machinery_fengche_work,,particles03
5120,machinery_fengche_feng,风车-工作时叶片风流体,1,1,6,3,1,10,machinery_fengche_feng,,particles03
5121,machinery_engine_work,引擎-工作时烟囱烟雾,1,1,1,3,1,10,machinery_engine_work,,particles03
5122,machinery_engine_fault,引擎-自清洁时烟囱浓烟喷出,1,1,1,3,1,10,machinery_engine_fault,,particles03
5123,machinery_engine_bubble,蒸汽引擎-水泵口气泡,1,1,6,3,1,10,machinery_engine_bubble,,particles03
5124,machinery_x,链条齿轮-连接预览错误时显示的×,1,1,7,3,1,10,machinery_x,,particles03
6000,蓝色烟花,,0,0,3,3,1,10,scene_firework_blue,,particles08
6001,绿色,,0,0,3,3,1,10,scene_firework_green,,particles08
6002,禁怪,,0,0,3,3,1,10,scene_firework_jinguai,,particles08
6003,橙色,,0,0,3,3,1,10,scene_firework_orange,,particles08
6004,粉色,,0,0,3,3,1,10,scene_firework_pink,,particles08
6005,心形,,0,0,3,3,1,10,scene_firework_heart,,particles08
6006,黄色,,0,0,3,3,1,10,scene_firework_yellow,,particles08
6007,彩色,,0,0,3,3,1,10,scene_firework_multicolor,,particles08
6008,paotong,,0,0,3,3,1,10,scene_firework_paotong,,particles08
6009,能量柱,,0,0,7,2,2,10,attack236,,
6010,护盾,,0,0,7,3,1,10,shield249,,
6201,爆炸,,1,1,3,3,1,10,Boss_snake_duwu_baozha,,
6202,持续,,1,1,3,3,1,10,Boss_snake_duwu_chixu,,
6203,拖尾,,1,1,3,3,1,10,Boss_snake_duwu_tuowei,,
6204,风,,1,1,3,3,1,10,Boss_snake_feng,,
6205,蓄力风,,1,1,3,3,1,10,Boss_snake_feng_xuli,,
6206,神像1,,1,1,3,3,1,10,Boss_snake_shenxiang_1,,
6207,神像2,,1,1,3,3,1,10,Boss_snake_shenxiang_2,,
6208,撕咬蓄力,,1,1,3,3,1,10,Boss_snake_siyao_xuli,,
6209,预警圈,,1,1,7,3,1,10,Boss_snake_yujing,,
6210,砸地,,1,1,3,3,1,10,Boss_snake_zadi,,
6211,击退预警,,1,1,3,3,1,10,Boss_snake_feng_yujing,,
6212,二阶段,,1,1,7,3,1,10,Boss_snake_2xingtai,,
6213,撕咬,,1,1,7,3,1,10,Boss_snake_siyao_gongji,,
6214,撕咬蓄力2,,1,1,7,3,1,10,Boss_snake_siyao_xuli2,,
6215,精英机械兵攻击蓄力,,1,1,7,3,1,10,mach_melee_attack_1,,
6216,精英机械兵攻击,,1,1,7,3,1,10,mach_melee_attack_2,,
6217,精英怪部位破坏特效,,1,1,7,3,1,10,mach_melee_part,,
6218,精英机械兵受击特效,,1,1,7,3,1,10,mach_melee_receive,,
6219,精英炮兵受击特效,,1,1,7,3,1,10,mach_ranged_receive,,
6220,精英机械兵死亡特效,,1,1,7,3,1,10,mach_melee_death,,
6221,精英炮兵死亡特效,,1,1,7,3,1,10,mach_ranged_death,,
6222,精英炮兵发射,,1,1,7,3,1,10,mach_ranged_launch,,
6223,精英炮兵投掷物,,1,1,7,3,1,10,mach_ranged_bullet,,
6224,精英炮兵命中,,1,1,7,3,1,10,mach_ranged_explode,,
6225,精英炮兵回血,,1,1,7,3,1,10,mach_ranged_treatment,,
6226,精英机械兵受击特效循环,,1,1,7,3,1,10,mach_melee_receive_looping,,
6227,机械boss发射,,1,1,7,3,1,10,mach_boss_drilling,,
6228,机械boss命中,,1,1,7,3,1,10,mach_boss_explode,,
6229,机械boss召唤,,1,1,7,3,1,10,mach_boss_zhaohuan,,
6230,机械boss冲刺蓄力,,1,1,7,3,1,10,mach_boss_xuli,,
6231,机械boss冲刺成功,,1,1,7,3,1,10,mach_boss_sprint,,
6232,机械boss眩晕,,1,1,7,3,1,10,mach_boss_dizzy,,
6233,机械boss喷火蓄力,,1,1,7,3,1,10,mach_boss_fire_2,,
6234,机械boss喷火,,1,1,7,3,1,10,mach_boss_fire_1,,
6235,机械boss打击,,1,1,7,3,1,10,mach_boss_explode_2,,
6236,机械boss受击,,1,1,7,3,1,10,mach_boss_receive,,
6237,机械boss死亡,,1,1,7,3,1,10,mach_boss_death,,
6238,机械boss周身特效,,1,1,7,3,1,10,mach_boss_lightning,,
6239,机械小怪近战特效,,1,1,7,3,1,10,100134_attack,,
6240,机械小怪死亡特效,,1,1,7,3,1,10,100134_death,,
6241,机械小怪受击特效,,1,1,7,3,1,10,100134_receive,,
6242,机械小怪投掷物拖尾,,1,1,7,3,1,10,100135_bullet,,
6243,机械小怪投掷物命中,,1,1,7,3,1,10,100135_explode,,
6244,机械小怪发射,,1,1,7,3,1,10,100135_launch,,
6245,机械boss地面火,,1,1,7,3,1,10,mach_boss_fire_3,,
6246,机械boss召唤合体,,1,1,7,3,1,10,mach_boss_heti,,
6247,机械boss发射蓄力,,1,1,7,3,1,10,mach_boss_drilling_1,,
6248,正确提示光效,,1,1,7,3,2,10,Blueprint_Correct,,
6249,错误提示光效,,1,1,7,3,2,10,Blueprint_Error,,
6250,完成提示光效,,1,1,7,3,2,10,Blueprint_Finish,,
6251,红色法术力印记,,1,1,3,4,1,10,magic_yj_red,,
6252,蓝色法术力印记,,1,1,3,4,1,10,magic_yj_blue,,
6253,绿色法术力印记,,1,1,3,4,1,10,magic_yj_green,,
6254,紫色法术力印记,,1,1,3,4,1,10,magic_yj_zi,,
6255,黄色法术力印记,,1,1,3,4,1,10,magic_yj_bai,,
6256,无色法术力印记,,1,1,3,4,1,10,magic_yj_wu,,
6257,活化术吟唱阶段,,1,1,3,4,1,10,magic_huohua_1,,
6258,活化术失败特效,,1,1,3,4,1,10,magic_huohua_hei_2,,
6259,活化成功特效,,1,1,3,4,1,10,magic_huohua_lv_2,,
6260,蓝瓶投掷命中,,1,1,3,4,2,10,magic_Mingzhong_Blue,,
6261,绿瓶投掷命中,,1,1,3,4,2,10,magic_Mingzhong_Green,,
6262,无色瓶投掷命中,,1,1,3,4,2,10,magic_Mingzhong_Void,,
6263,乌云降雨特效,,1,1,7,4,1,10,magic_Xiayu,,
6264,头顶长草特效,,1,1,7,4,1,10,magic_Zhangcao,,
6265,全身问号特效,,1,1,7,4,1,10,magic_Wenhao,,
6266,符能扫把飞行拖尾,,1,1,7,4,1,10,magic_Saoba_TW,,
6267,符能扫把骑乘过度,,1,1,7,4,2,10,magic_Saoba_boom,,
6268,催生术光圈,,1,1,3,4,1,10,magic_cuisheng_huan_1,,
6269,催生术植物特效,,1,1,4,4,1,10,magic_cuisheng_zhiwu_2,,
6270,采集术,,1,1,7,4,1,10,magic_xishou_1,,
6271,破石术,,1,1,7,4,1,10,magic_poshi_1,,
6272,探矿和洞悉的烟雾,,1,1,1,4,1,10,magic_tandong_1,,
6273,绿色通用吟唱,,1,1,7,4,1,10,magic_yincang_lv_1,,
6274,连跳脚底的特效,,1,1,3,4,1,10,magic_tiaoyue_1,,
6275,隐身术过渡,,1,1,3,4,1,10,magic_yinshen_1,,
6276,浮空术生物脚底效果,,1,1,7,4,1,10,magic_fukong_1,,
6277,浮空术投掷物+拖尾,,1,1,7,4,1,10,magic_fukong_2,,
6278,升高术的生成方块的土的爆裂特效,,1,1,2,4,1,10,magic_shenggao_1,,
6279,蓝色通用吟唱,,1,1,7,4,1,10,magic_yincang_lan_1,,
6280,照明术的烟雾,,1,1,1,4,1,10,magic_zhaoming_1,,
6281,烟花投掷物,,1,1,7,4,1,10,magic_yanhua_1,,
6282,烟花爆炸特效,,1,1,2,4,1,10,magic_yanhua_2,,
6283,铭刻完成特效,,0,0,3,4,2,10,826_2,,
6284,顺隐特效,,0,1,3,4,2,10,Skill_ShadowMove_1,,particles03
6285,现身特效,,0,1,3,4,2,10,Skill_ShadowMove_2,,particles03
6286,冲锋指示器,,0,1,7,4,2,10,Skill_Dash_1,,particles07
6287,冲击波,,0,1,2,4,2,10,Skill_Dash_2,,particles02
6288,冲锋中特效,,0,1,4,4,1,10,Skill_Dash_3,,particles04
6289,指示器特效,,0,1,7,4,2,10,Skill_HughAttack_1,,particles07
6290,落雷特效,,0,1,5,4,2,10,Skill_LightingDown,,particles05
6291,绿色锤子特效,,0,1,3,4,2,10,Skill_BigHammer_1,,particles03
6292,砸击地面效果,,0,1,2,4,2,10,Skill_BigHammer_2,,particles02
6293,血浪,,0,1,4,4,2,10,Skill_BloodAttack,,particles04
6294,蓄力大剑高举,,0,1,3,4,1,10,Skill_BigSword_1,,particles03
6295,蓄力满的特效,,0,1,3,4,1,10,Skill_BigSword_Full,,particles03
6296,蓄力大剑劈下,,0,1,2,4,2,10,Skill_BigSword_2,,particles02
6297,大剑落地的特效,,0,1,2,4,2,10,Skill_BigSword_Hit,,particles02
6298,旋风斩,,0,1,4,4,1,10,Skill_Whirlwind,,particles04
6299,冰箭的拖尾特效,,0,1,4,4,1,10,Skill_IceArrow_Trail,,particles04
6300,分裂箭的拖尾特效,,0,1,4,4,1,10,Skill_AutoArrow_Trail,,particles04
6301,火焰箭的拖尾特效,,0,1,4,4,1,10,Skill_FireArrow_Trail,,particles04
6302,雷电箭的拖尾特效,,0,1,4,4,1,10,Skill_LightingArrow_Trail,,particles04
6303,巨弓的特效（1根箭）蓄力,,0,1,3,4,1,10,Skill_BigBow_1charge_1,,particles03
6304,巨弓的特效（1根箭）loop,,0,1,3,4,1,10,,,particles03
6305,巨弓的特效（3根箭）蓄力,,0,1,3,4,1,10,Skill_BigBow_3charge_1,,particles03
6306,巨弓的特效（3根箭）loop,,0,1,3,4,1,10,,,particles03
6307,释放消失的粒子效果,,0,1,4,4,2,10,Skill_BigBow_Fading,,particles04
6308,追踪箭拖尾特效,,0,1,4,4,1,10,Skill_TrackingArrow_Trail,,particles04
6309,巨箭的拖尾,,0,1,4,4,1,10,Skill_BigBow_Trail,,particles04
6310,暴风雪指示器特效,,0,1,7,4,1,10,Skill_Storm_Warn,,particles07
6311,暴风雪特效,,0,1,4,4,1,10,Skill_Storm_Storm,,particles04
6312,暴风雪冰霜地面,,0,1,6,4,1,10,Skill_Storm_Ice,,particles06
6313,冰法球拖尾,,0,1,4,4,1,10,Skill_IceBall_Trail,,particles04
6314,冰法球命中小型命中特效,,0,1,2,4,2,10,Skill_IceBall_Hit,,particles02
6315,小冰碎片投掷物的拖尾,,0,1,4,4,1,10,Skill_IceBall_Small,,particles04
6316,火法球拖尾,,0,1,4,4,1,10,Skill_FireBall_Trail,,particles04
6317,火法球命中小型命中特效,,0,1,2,4,2,10,Skill_FireBall_Hit,,particles02
6318,雷球球拖尾,,0,1,4,4,1,10,Skill_LightingBall_Trail,,particles04
6319,雷球球命中小型命中特效,,0,1,2,4,2,10,Skill_LightingBall_Hit,,particles02
6320,符能机关枪的发射位置特效,,0,1,4,4,1,10,Skill_MagicGun_Shoot,,particles04
6321,符能机关枪投掷物的拖尾,,0,1,4,4,1,10,Skill_MagicGun_Trail,,particles04
6322,跟踪弹拖尾特效,,0,1,4,4,1,10,Skill_TrackingBall_Trail,,particles04
6323,小跟踪弹拖尾特效,,0,1,4,4,1,10,Skill_TrackingBall_SmallTrail,,particles04
6324,跟踪弹命中特效,,0,1,2,4,2,10,Skill_TrackingBall_Hit,,particles02
6325,闪电投掷物,,0,1,4,4,1,10,Skill_Lighting_Trail,,particles04
6326,闪电链特效,,0,1,4,4,1,10,Skill_Lighting_Connect,,particles04
6327,闪电链命中的特效,,0,1,2,4,2,10,Skill_Lighting_Hit,,particles02
6328,喷火的特效，开始,,0,1,5,4,2,10,,,particles05
6329,喷火的特效，loop,,0,1,5,4,1,10,Skill_Fire,,particles05
6330,团子滚动特效,,0,1,4,4,1,10,Skill_Tuanzi_1,,particles04
6331,团子消失特效,,0,1,4,4,2,10,Skill_Tuanzi_2,,particles04
6332,托底的特效+石头方块本身,,0,1,4,4,1,10,Skill_Stone_under,,particles04
6333,石头命中爆炸的特效,,0,1,2,4,2,10,Skill_Stone_Hit,,particles02
6334,大球增长,,0,1,4,4,1,10,Skill_NatureBall_Grow,,particles04
6335,大球本身的特效,,0,1,4,4,1,10,Skill_NatureBall_Trail,,particles04
6336,大球消失的特效,,0,1,4,4,2,10,Skill_NatureBall_Fade,,particles04
6342,互换特效,,0,1,3,4,2,10,Skill_TransChange,,particles03
6343,风墙屏障,,0,1,6,4,1,10,Skill_WindShield,,particles06
6344,烟花特效,,0,1,2,4,2,10,Skill_FireWork,,particles02
6345,缠绕特效,,0,1,4,4,2,10,Skill_BlockTrans,,particles04
6346,虚空法球投掷物本身特效+拖尾特效,,0,1,4,4,2,10,Skill_VoidBall_Trail,,
6347,变大的法球（紫色）,,0,1,4,4,2,10,Skill_ChangeBall_Trail,,
6348,单条紫色激光（较细）,,0,1,4,4,2,10,Skill_SmallLaser,,
6349,扇形激光指示器（红色）,,0,1,4,4,2,10,Skill_FanLaser_Warn,,
6350,矩形预警区域（红色）,,0,1,4,4,2,10,Skill_VoidBomb_Warn,,
6351,虚空炸弹爆炸,,0,1,4,4,2,10,Skill_VoidBomb_Boom,,
6352,扇形震击的地面特效,,0,1,4,4,2,10,Skill_FanAttack,,
6353,虚空震退,,0,1,4,4,2,10,Skill_VoidPush,,
6354,虚空冲刺,,0,1,4,4,2,10,Skill_VoidDash,,
