id,音效名,备注,插件库开放[0代表不开放，1=开放 ],触发器开放[0代表不开放，1=开放 ],分类（1=脚步，2=行为，3=受击，4=待机，5=技能，6=环境，7=背景音乐，8=提示，9=其它）,音效路径,图标名字,时长(ms)
20484,shroom_king_hello,蘑菇国王 打招呼,1,1,2,ent.3319.shroom_king_hello,sounds02,1000
20485,shroom_king_hit,蘑菇国王 受击,1,1,3,ent.3319.shroom_king_hit,sounds03,1000
20486,shroom_king_scare,蘑菇国王 惊吓,1,1,2,ent.3319.shroom_king_scare,sounds02,1000
20487,shroom_king_roar,虚空蘑菇国王 咆哮,1,1,2,ent.3319.shroom_king_roar,sounds02,2000
20488,Skill_StarfallWand_ArrowOrb,箭形法球,1,1,5,newAtkSys.Skill_StarfallWand_ArrowOrb,sounds05,1500
20489,Skill_OldChief_WhiteOrb,白色法球,1,1,5,newAtkSys.Skill_OldChief_WhiteOrb,sounds05,500
20490,Skill_OldChief_FlameCircle01,烈焰法阵 释放,1,1,5,newAtkSys.Skill_OldChief_FlameCircle01,sounds05,1500
20491,Skill_OldChief_FlameCircle02,烈焰法阵 持续,1,1,5,newAtkSys.Skill_OldChief_FlameCircle02,sounds05,3000
20492,Skill_MushroomMage_Summon,召唤术,1,1,5,newAtkSys.Skill_MushroomMage_Summon,sounds05,1000
20493,Skill_MushroomKing_SporeShot,孢子投射,1,1,5,newAtkSys.Skill_MushroomKing_SporeShot,sounds05,1000
20494,Skill_MushroomKing_SummonMushroom,召唤菇人,1,1,5,newAtkSys.Skill_MushroomKing_SummonMushroom,sounds05,1000
20495,Skill_MushroomKing_BurstMushroom01,爆裂菇 生成,1,1,5,newAtkSys.Skill_MushroomKing_BurstMushroom01,sounds05,1000
20496,Skill_MushroomKing_BurstMushroom02,爆裂菇 爆炸,1,1,5,newAtkSys.Skill_MushroomKing_BurstMushroom02,sounds05,1000
20497,Skill_CarnivorousPlant_AcidBubble02,酸液炮 烟雾,1,1,5,newAtkSys.Skill_CarnivorousPlant_AcidBubble02,sounds05,1000
20498,Skill_Ranger_ShootArrow,射箭,1,1,5,newAtkSys.Skill_Ranger_ShootArrow,sounds05,500
20499,Skill_StarlightSword_PurpleSlash,紫色剑气,1,1,5,newAtkSys.Skill_StarlightSword_PurpleSlash,sounds05,1500
20500,Skill_StarlightSword_SwordSlash,剑气斩,1,1,5,newAtkSys.Skill_StarlightSword_SwordSlash,sounds05,500
20501,Skill_StarlightSword_GroundSplit,裂地斩,1,1,5,newAtkSys.Skill_StarlightSword_GroundSplit,sounds05,2000
20502,Skill_StarlightSword_Thrust,突刺,1,1,5,newAtkSys.Skill_StarlightSword_Thrust,sounds05,1000
20503,Skill_StarlightSword_JumpSmash01,跳劈 跳跃,1,1,5,newAtkSys.Skill_StarlightSword_JumpSmash01,sounds05,1000
20504,Skill_StarlightSword_JumpSmash02,跳跃 劈砍,1,1,5,newAtkSys.Skill_StarlightSword_JumpSmash02,sounds05,1000
20505,Skill_OldChief_FrostCircle,冰霜法阵,1,1,5,newAtkSys.Skill_OldChief_FrostCircle,sounds05,5000
20506,Skill_MushroomKing_VoidPull01,虚空吸附 召唤,1,1,5,newAtkSys.Skill_MushroomKing_VoidPull01,sounds05,3000
20507,Skill_MushroomKing_VoidPull02,虚空吸附 吸附,1,1,5,newAtkSys.Skill_MushroomKing_VoidPull02,sounds05,4000
20508,Skill_StarlightSword_Shockwave,冲击波,1,1,5,newAtkSys.Skill_StarlightSword_Shockwave,sounds05,1000
20509,Skill_BridgeScroll_BridgeBuilder01,搭桥术 搭建,1,1,5,newAtkSys.Skill_BridgeScroll_BridgeBuilder01,sounds05,3000
20510,Skill_BridgeScroll_BridgeBuilder02,搭桥术 坍塌,1,1,5,newAtkSys.Skill_BridgeScroll_BridgeBuilder02,sounds05,1500
20511,Skill_SpaceScroll_SpaceShift01,空间术 发射,1,1,5,newAtkSys.Skill_SpaceScroll_SpaceShift01,sounds05,1500
20512,Skill_SpaceScroll_SpaceShift02,空间术 传送,1,1,5,newAtkSys.Skill_SpaceScroll_SpaceShift02,sounds05,1500
20513,cyclops_appear,独眼 登场怒吼,1,1,5,newAtkSys.cyclops_appear,sounds05,4000
20514,cyclops_bolt_hit,独眼 飞弹命中,1,1,5,newAtkSys.cyclops_bolt_hit,sounds05,1500
20515,cyclops_bolt_burn,独眼 飞弹燃烧,1,1,5,newAtkSys.cyclops_bolt_burn,sounds05,2000
20516,cyclops_bolt_boom,独眼 飞弹爆炸,1,1,5,newAtkSys.cyclops_bolt_boom,sounds05,2000
20517,cyclops_laser_charge,独眼 激光蓄力,1,1,5,newAtkSys.cyclops_laser_charge,sounds05,2000
20518,cyclops_laser_fire,独眼 激光发射,1,1,5,newAtkSys.cyclops_laser_fire,sounds05,3300
20519,cyclops_blackhole,独眼 黑洞,1,1,5,newAtkSys.cyclops_blackhole,sounds05,4000
20520,cyclops_minion_hit,独眼 小弟命中,1,1,5,newAtkSys.cyclops_minion_hit,sounds05,1300
20521,cyclops_minion_escape,独眼 小弟挣脱,1,1,5,newAtkSys.cyclops_minion_escape,sounds05,1500
20522,cyclops_bullet,独眼 默认投掷物飞行,1,1,5,newAtkSys.cyclops_bullet,sounds05,1400
20523,witch_void_orb_fire,女巫 虚空法球 发射,1,1,5,newAtkSys.witch_void_orb_fire,sounds05,1400
20524,witch_long_orb_fire,女巫 远距离法球 发射,1,1,5,newAtkSys.witch_long_orb_fire,sounds05,2000
20525,witch_fullscreen_orb_fire,女巫 全屏法球 发射,1,1,5,newAtkSys.witch_fullscreen_orb_fire,sounds05,1300
20526,witch_fullscreen_orb_hit,女巫 全屏法球 命中,1,1,5,newAtkSys.witch_fullscreen_orb_hit,sounds05,2000
20527,witch_geo_blast_up,女巫 延迟炸弹 蓄力,1,1,5,newAtkSys.witch_geo_blast_up,sounds05,2000
20528,witch_geo_blast_boom,女巫 延迟炸弹 爆炸,1,1,5,newAtkSys.witch_geo_blast_boom,sounds05,1000
20529,witch_orbit_shot,女巫 环绕式 发射,1,1,5,newAtkSys.witch_orbit_shot,sounds05,1000
20530,witch_whirl_slash,女巫 近身横扫,1,1,5,newAtkSys.witch_whirl_slash,sounds05,666
20531,witch_void_knockback,女巫 虚空震退,1,1,5,newAtkSys.witch_void_knockback,sounds05,1314
20532,witch_lightning_dash,女巫 紫电冲刺,1,1,5,newAtkSys.witch_lightning_dash,sounds05,1000
20533,1music_shroomDo,音乐菇1,1,1,7,misc.1music_shroomDo,sounds07,500
20534,2music_shroomRe,音乐菇2,1,1,7,misc.2music_shroomRe,sounds07,500
20535,3music_shroomMi,音乐菇3,1,1,7,misc.3music_shroomMi,sounds07,500
20536,4music_shroomFa,音乐菇4,1,1,7,misc.4music_shroomFa,sounds07,500
20537,5music_shroomSol,音乐菇5,1,1,7,misc.5music_shroomSol,sounds07,500
20538,6music_shroomLa,音乐菇6,1,1,7,misc.6music_shroomLa,sounds07,500
20539,7music_shroomXi,音乐菇7,1,1,7,misc.7music_shroomXi,sounds07,500
20540,8music_shroomDo,音乐菇8,1,1,7,misc.8music_shroomDo,sounds07,500
20541,cyclops_hit,独眼 受击,1,1,3,ent.3944.cyclops_hit,sounds03,1000
20542,cyclops_die,独眼 死亡,1,1,3,ent.3944.cyclops_die,sounds03,1000
20543,cyclops_minion_die,小独眼 死亡,1,1,3,ent.3945.cyclops_minion_die,sounds03,1000
