ID[整型],名称[string],界面大类[整型](1事件 2条件 3动作 4取值 5流程控制 6变量 7自定义),界面子类[整型]【1通用，2游戏，3玩家，4生物，5方块，6道具，7变量，8控制，9自定义，10数学，11组，12计时器，13界面，14特效，15音频，16图文信息，17开发者，18赋值，19数据存储，21区域，22位置，23数值，24字符串，25布尔值，26生物类型，27排行榜，28一维表，29世界，30二维表，36蓝图】,形状类型[数值](1事件 2条件 3动作 4取值 5重复执行 6次数重复执行 7重复执行直到 8退出循环 9如果那么 如果那么否则 10保持等待直到),简略显示[数值]【在库里是否缩略显示，1=是，0=否】,描述[string],图标[string],使用场景过滤[string],传参[string],左右值标记[整型],返回值[整型],参数1类型[string],参数1默认值[string],参数2类型,参数2默认值,参数3类型,参数3默认值,参数4类型,参数4默认值,参数5类型,参数5默认值,参数6类型,参数6默认值,参数7类型,参数7默认值,参数8类型,参数8默认值,参数9类型,参数9默认值,参数10类型,参数10默认值,参数11类型,参数11默认值,显示控制（0=默认全部可见 1=仅开发者可见 2=仅999渠道可见 3=4位数迷你号可见  4 = 仅国内可见  5 = 仅海外可见 6 = 仅国内开发者可见 7 = 仅海外开发者可见）,积木间距值（间距值默认为60，超过60会开始变高）,说明,是否显示详细说明（0和空不显示，1显示）,
3220003,对玩家显示关注作者弹窗,3,17,3,1,对%1显示%2弹窗,4,"1,1,0,1,1,0",,,,1018|1|0,3|60009,1141|1|2,5|1420001,,,,,,,,,,,,,,,,,,,3,,,,601
10005,指定坐标位置,4,1,4,1,坐标值 X%1Y%2Z%3的位置,,"1,1,0,1,1,0",,1,3,1005|1|0,1|0,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,602
20006,位置的坐标值,4,1,4,0,%1的%2坐标值,,"1,1,0,1,1,0",,1,6,1002|1|0,,1006|1|2,5|40001,,,,,,,,,,,,,,,,,,,,,,,603
10006,位置偏移（改变原位置）,4,1,4,1,%1沿坐标轴偏移（%2，%3，%4）,,"1,1,0,1,1,0",,1,3,1002|1|0,,1005|1|0,1|1,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,604
10024,位置偏移（不改变原位置）,4,1,4,1,%1沿坐标轴偏移（%2，%3，%4）,,"1,1,0,1,1,0",,1,3,1002|1|0,,1005|1|0,1|1,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,605
40004,出生点,4,1,4,0,出生点,,"1,1,0,1,1,0",,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,606
40024,对象碰撞盒的大小,4,1,4,1,%1的碰撞盒%2轴的大小,,"1,1,0,1,1,0",,1,6,1048|1|0,3|10019,1133|1|2,5|980001,,,,,,,,,,,,,,,,,,,2,95,,,606
100002,位置与位置的距离,4,1,4,0,%1与%2的距离,,"1,1,0,1,1,0",,1,6,1002|1|0,,1002|1|0,,,,,,,,,,,,,,,,,,,,,,,,607
20007,位置间的水平角度,4,1,4,1,%1与%2间的水平角度,,"1,1,0,1,1,0",,1,6,1002|1|0,,1002|1|0,,,,,,,,,,,,,,,,,,,,,,,,608
20008,位置间的垂直角度,4,1,4,1,%1与%2间的垂直角度,,"1,1,0,1,1,0",,1,6,1002|1|0,,1002|1|0,,,,,,,,,,,,,,,,,,,,,95,,,609
10007,区域的中央位置,4,1,4,1,%1的中央位置,,"1,1,0,1,1,0",,1,3,1001|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,610
10008,区域中的随机位置,4,1,4,1,%1的随机位置,,"1,1,0,1,1,0",,1,3,1001|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,611
10001,位置转化为区域,4,1,4,1,以%1为中心点，尺寸为（%2，%3，%4）的区域,,"1,1,0,1,1,0",,1,2,1002|1|0,,1005|1|0,1|5,1005|1|0,1|5,1005|1|0,1|5,,,,,,,,,,,,,,,,,,,612
10002,区域偏移,4,1,4,1,%1沿坐标轴偏移（%2，%3，%4）,,"1,1,0,1,1,0",,1,2,1001|1|0,,1005|1|0,1|1,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,613
10003,扩大区域,4,1,4,1,将%1三轴大小分别扩大X%2，Y%3，Z%4格,,"1,1,0,1,1,0",,1,2,1001|1|0,,1005|1|0,1|5,1005|1|0,1|5,1005|1|0,1|5,,,,,,,,,,,,,,,,95,,,614
10058,获取任意值的id,4,1,4,1,获取%1的id,,"1,1,0,1,1,0",,1,11,1053|1|0,,,,,,,,,,,,,,,,,,,,,,,,306396,,615
10059,获取指定id的任意对象,4,1,4,1,获取类型为%1id为%2的对象,,"1,1,0,1,1,0",,1,74,1145|1|2,5|1460001,1010|1|0,,,,,,,,,,,,,,,,,,,,,95,306397,,616
40015,事件中的字符串,4,1,4,1,事件中的字符串,,"1,1,0,1,1,0",,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,617
10038,字符串转化为数值,4,1,4,1,%1转化为数值,,"1,1,0,1,1,0",,1,6,1010|1|0,1|300142,,,,,,,,,,,,,,,,,,,,,,,,,618
10011,字符串拼接,4,1,4,1,%1和%2,,"1,1,0,1,1,0",,1,11,1010|1|0,1|1010008,1010|1|0,1|300198,,,,,,,,,,,,,,,,,,,,,,,619
10037,截取字符串,4,1,4,1,截取%1的%2- %3位文本,,"1,1,0,1,1,0",,1,11,1010|1|0,1|300144,1005|1|0,1|1,1005|1|0,1|2,,,,,,,,,,,,,,,,,,,,,620
10042,分割字符串,4,1,4,1,分割%1，分割符为%2，截取分割后的第%3段,,"1,1,0,1,1,0",,1,11,1010|1|0,1|300144,1010|1|0,1|300143,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,621
10012,数值转化为字符串,4,1,4,1,%1转化为字符串,,"1,1,0,1,1,0",,1,11,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,,,,,622
10043,获取JSON指定标记的字符串,4,1,4,1,获取JSON中%1，键名为%2的内容,,"1,1,0,1,1,0",,1,11,1010|1|0,,1010|1|0,,,,,,,,,,,,,,,,,,,,2,95,,,623
10048,获取字符串长度,4,1,4,1,获取%1的长度,,"1,1,0,1,1,0",,1,6,1010|1|0,1|300198,,,,,,,,,,,,,,,,,,,,,0,,,,624
10051,获取方块类型坐标,4,1,4,1,获取距离%1最近%2坐标，向XYZ轴搜索半径为%3个方块,,"1,1,0,1,1,0",,1,3,1048|1|0,5|360001,1025|1|0,2|200,1005|1|0,1|1,,,,,,,,,,,,,,,,,0,,,,625
10052,背包道具栏,4,1,4,1,获取%1,,"1,1,0,1,1,0",,1,103,1105|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,626
10053,快捷栏按键,4,1,4,1,获取%1,,"1,1,0,1,1,0",,1,103,1052|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,627
10054,装备栏,4,1,4,1,获取%1,,"1,1,0,1,1,0",,1,103,1054|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,628
10049,状态类型名,4,29,4,1,%1的类型名,,"1,1,0,1,1,0",,1,11,1037|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,629
10050,状态类型描述,4,29,4,1,%1的插件描述,,"1,1,0,1,1,0",,1,11,1037|1|0,,,,,,,,,,,,,,,,,,,,,,0,,,,630
10009,计时器时间,4,1,4,1,%1的时间,,"1,1,0,1,1,0",,1,6,1040|1|0,,,,,,,,,,,,,,,,,,,,,,,,306181,,631
10039,获取主机设备时间,4,1,4,1,获取设备的%1时间,,"1,1,0,1,1,0",,1,6,1078|1|2,5|540003,,,,,,,,,,,,,,,,,,,,,,,,,632
10044,获取游戏服务器时间,4,1,4,1,获取游戏服务器时间的%1时间,,"1,1,0,1,1,0",,1,6,1078|1|2,5|540003,,,,,,,,,,,,,,,,,,,,,,,,,633
10045,转换时间戳为时间单位,4,1,4,1,将时间戳%1转换为%2,,"1,1,0,1,1,0",,1,6,1005|1|0,,1078|1|2,5|540003,,,,,,,,,,,,,,,,,,,,,,,634
10046,获取完整服务器时间,4,1,4,1,获取完整服务器时间,,"1,1,0,1,1,0",,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,635
10047,转换时间戳为完整时间,4,1,4,1,将时间戳%1转换为完整时间,,"1,1,0,1,1,0",,1,11,1005|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,636
10060,转换时间为时间戳,4,1,4,1,将时间%1转换为时间戳,,"1,1,0,1,1,0",,1,6,1010|1|0,1|301400,,,,,,,,,,,,,,,,,,,,,,,,,637
10040,获取完整主机设备时间,4,1,4,1,获取完整设备时间,,"1,1,0,1,1,0",,1,11,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,95,,,638
10057,获取当前房间ID,4,1,4,1,获取当前房间ID,,"1,1,0,1,1,0",,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,639
10010,指定方向射线的长度,4,1,4,1,从%1向%2投射%3格的射线，返回阻挡方块到起始位置之间的射线长度,,"1,1,0,1,1,0",,1,6,1002|1|0,,1002|1|0,,1005|1|0,1|0,,,,,,,,,,,,,,,,,,,,,640
100008,位置到位置的方向,4,1,4,1,%1到%2的方向,,"1,1,0,1,1,0",,1,46,1002|1|0,,1002|1|0,,,,,,,,,,,,,,,,,,,,,,,,641
10016,相对三轴坐标系方向,4,1,4,1,%1面向的X%2，Y%3，Z%4的方向,,"1,1,0,1,1,0",,1,46,1048|1|0,,1005|1|0,1|0,1005|1|0,1|0,1005|1|0,1|0,,,,,,,,,,,,,,,,,,,642
10017,相对球坐标系方向,4,1,4,1,%1面向的方位角%2，仰角%3的方向,,"1,1,0,1,1,0",,1,46,1048|1|0,,1005|1|0,1|0,1005|1|0,1|0,,,,,,,,,,,,,,,,,,,,,643
100009,绝对三轴坐标方向,4,1,4,1,X%1，Y%2，Z%3的方向,,"1,1,0,1,1,0",,1,46,1005|1|0,1|1,1005|1|0,1|1,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,644
100010,绝对球坐标方向,4,1,4,1,方位角%1，仰角%2的方向,,"1,1,0,1,1,0",,1,46,1005|1|0,1|90,1005|1|0,1|90,,,,,,,,,,,,,,,,,,,,95,,,645
10018,玩家对象,4,1,4,1,%1对象,,"1,1,0,1,1,0",,1,47,1018|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,646
10019,生物对象,4,1,4,1,%1对象,,"1,1,0,1,1,0",,1,47,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,647
10020,投掷物对象,4,1,4,1,%1对象,,"1,1,0,1,1,0",,1,47,1044|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,648
10021,掉落物对象,4,1,4,1,%1对象,,"1,1,0,1,1,0",,1,47,1030|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,649
40018,执行动作的对象,4,1,4,0,执行动作的对象,,"1,1,0,1,1,0",,1,47,,,,,,,,,,,,,,,,,,,,,,,,95,,,650
10025,布尔值,4,1,4,1,布尔值%1,,"1,1,0,1,1,1",,1,52,1014|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,651
10026,数值,4,1,4,1,数值%1,,"1,1,0,1,1,1",,1,52,1005|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,652
10027,字符串,4,1,4,1,字符串%1,,"1,1,0,1,1,1",,1,52,1010|1|0,,,,,,,,,,,,,,,,,,,,,,,95,,,653
160001,随机颜色,4,1,4,0,随机颜色,,"1,1,0,1,1,0",,1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,654
10028,外观类型,4,1,4,1,外观类型%1,,"1,1,0,1,1,1",,1,52,1060|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,655
50049,随机外观类型,4,1,4,0,随机外观类型,,"1,1,0,1,1,0",,1,59,,,,,,,,,,,,,,,,,,,,,,,,,,,656
10022,音调转化为数值,4,1,4,1,%1转化为数值,,"1,1,0,1,1,0",,1,6,1049|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,657
10055,方块类型转化为道具类型,4,1,4,1,%1转化为道具类型,,"1,1,0,1,1,0",,1,27,1025|1|0,2|200,,,,,,,,,,,,,,,,,,,,,0,,,,658
10056,道具类型转化为方块类型,4,1,4,1,%1转化为方块类型,,"1,1,0,1,1,0",,1,24,1028|1|0,2|200,,,,,,,,,,,,,,,,,,,,,0,,,,659
290001,随机音效,4,1,4,0,随机音效,,"1,1,0,1,1,0",,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,660
30001,当前游戏时间,4,2,4,0,当前游戏时间(小时),,"1,1,0,1,1,0",,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,661
100001,当前全局天气模式,4,2,4,0,当前全局天气模式,,"1,1,0,1,1,0",,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,662
100017,随机天气,4,2,4,0,随机天气,,"1,1,0,1,1,0",,1,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,663
100018,地形组的天气,4,2,4,0,%1的天气,,"1,1,0,1,1,0",,1,1,1137|1|2,5|990001,,,,,,,,,,,,,,,,,,,,,0,,,,664
30003,当前游戏重力倍数,4,2,4,0,当前游戏重力,,"1,1,0,1,1,0",,0,6,,,,,,,,,,,,,,,,,,,,,,,,95,,,665
40003,事件中的位置,4,2,4,1,事件中的位置,,"1,1,0,1,1,0",,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,666
40006,事件中的状态效果,4,2,4,1,事件中的状态效果,,"1,1,0,1,1,0",,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,667
40023,事件中的伤害值,4,2,4,1,事件中的伤害值,,"1,1,0,1,1,0",,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,668
40005,事件中的动画表情,4,2,4,1,事件中的动画表情,,"1,1,0,1,1,0",,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,669
430001,事件中的快捷栏,4,2,4,1,事件中的快捷栏,,"1,1,0,1,1,0",,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,828
40011,事件中玩家选中的快捷栏,4,2,4,1,事件中玩家选中的快捷栏,,"1,1,0,1,1,0",,1,51,,,,,,,,,,,,,,,,,,,,,,,,,,,670
40012,事件中的装备栏,4,2,4,1,事件中的装备栏,,"1,1,0,1,1,0",,1,53,,,,,,,,,,,,,,,,,,,,,,,,95,,,671
40019,事件中的配方,4,2,4,1,事件中的配方,,"0,0,0,0,0,0",,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,672
40020,事件中的熔炼,4,2,4,1,事件中的熔炼,,"0,0,0,0,0,0",,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,673
40021,事件中的剧情,4,2,4,1,事件中的剧情,,"0,0,0,0,0,0",,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,674
100011,位置,4,2,4,1,位置%1,,"1,1,0,1,1,1",,1,52,1002|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,675
100012,区域,4,2,4,1,区域%1,,"1,1,0,1,1,1",,1,52,1001|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,676
100013,计时器,4,2,4,1,计时器%1,,"1,1,0,1,1,1",,1,52,1040|1|0,,,,,,,,,,,,,,,,,,,,,,,95,,,677
300001,服务器获取的位置,4,2,4,0,服务器获取的位置,,"1,1,0,1,1,0",,1,3,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,678
300002,服务器获取的区域,4,2,4,0,服务器获取的区域,,"1,1,0,1,1,0",,1,2,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,679
300003,服务器获取的数值,4,2,4,0,服务器获取的数值,,"1,1,0,1,1,0",,1,6,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,680
300004,服务器获取的字符串,4,2,4,0,服务器获取的字符串,,"1,1,0,1,1,0",,1,11,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,681
300014,服务器获取的名称（键）,4,2,4,0,获取服务器和排行榜索引名称（键）,,"1,1,0,1,1,0",,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,682
300011,服务器获取的计时器,4,2,4,0,服务器获取的计时器,,"1,1,0,1,1,0",,1,39,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,683
300013,排行榜获取的排名,4,2,4,0,排行榜获取的排名,,"1,1,0,1,1,0",,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,684
50003,玩家的属性,4,3,4,1,%1的%2属性,,"1,1,0,1,1,0",,0,6,1018|1|0,3|60009,1020|1|2,5|140001,,,,,,,,,,,,,,,,,,,,,,,685
50037,玩家的外观,4,3,4,1,%1的外观,,"1,1,0,1,1,0",,1,59,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,,,686
50058,获取玩家的昵称高度距离,4,3,4,1,获取%1的%2高度距离,,"1,1,0,1,1,0",,1,6,1018|1|0,3|60009,1156|1|2,5|1570001,,,,,,,,,,,,,,,,,,,,,,,687
50007,玩家的名字,4,3,4,1,%1的名字,,"1,1,0,1,1,0",,1,11,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,,,688
50050,玩家的迷你号,4,3,4,1,%1的迷你号,,"1,1,0,1,1,0",,1,11,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,95,,,689
50001,玩家的位置,4,3,4,1,%1的位置,,"1,1,0,1,1,0",,0,3,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,,,690
50002,玩家准星的位置,4,3,4,1,%1的准星位置,,"1,1,0,1,1,0",,1,3,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,,,691
50006,玩家面向的角度,4,3,4,1,%1面向的角度,,"1,1,0,1,1,0",,1,6,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,,,692
50008,玩家的模型角度,4,3,4,1,%1 模型%2的角度,,"1,1,0,1,1,0",,1,6,1018|1|0,3|60009,1147|1|2,5|1480001,,,,,,,,,,,,,,,,,,,,,,,693
50033,玩家准心所指的方向,4,3,4,1,%1准心所指的方向,,"1,1,0,1,1,0",,1,46,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,95,,,694
50034,玩家手持的道具类型,4,3,4,1,%1手持的道具类型,,"1,1,0,1,1,0",,1,27,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,306153,,695
50004,玩家的道具数量,4,3,4,1,%1拥有的%2的数量,,"1,1,0,1,1,0",,1,6,1018|1|0,3|60009,1028|1|0,2|200,,,,,,,,,,,,,,,,,,,,,,,696
50052,玩家背包能存放的道具剩余总数量,4,3,4,1,获取%1背包和快捷栏剩余能存放%2的总数量,,"1,1,0,1,1,0",,1,6,1018|1|0,3|60009,1028|1|0,2|200,,,,,,,,,,,,,,,,,,,0,,,,697
50053,玩家背包道具类型,4,3,4,1,获取%1的%2的道具类型,,"1,1,0,1,1,0",,1,27,1018|1|0,3|60009,1104|1|0,,,,,,,,,,,,,,,,,,,,0,,306154,,698
50057,获取玩家累计消费额,4,3,4,1,获取%1距今30天内时间戳%2 至%3 累计消费%4数量,,"1,1,0,1,1,0",,1,6,1018|1|0,3|60009,1005|1|0,3|10060,1005|1|0,3|10060,1143|1|0,5|1440002,,,,,,,,,,,,,,,,,,,699
50059,玩家的私有变量（二维表）,6,30,11,0,%1的%2（二维表）,,"0,0,0,0,0,0",,0,305,1018|1|0,3|60009,1042|1|0,,,,,,,,,,,,,,,,,,,,,,,,700
50054,玩家背包道具名称,4,3,4,1,获取%1的%2的道具名称,,"1,1,0,1,1,0",,1,11,1018|1|0,3|60009,1104|1|0,,,,,,,,,,,,,,,,,,,,0,,,,701
50055,获取玩家道具数量,4,3,4,1,获取%1%2的当前数量,,"1,1,0,1,1,0",,1,6,1018|1|0,3|60009,1104|1|0,,1099|1|0,5|680003,,,,,,,,,,,,,,,,,0,,306155,,702
50056,获取玩家身上状态剩余时间,4,3,4,1,获取%1的%2的剩余时间,,"1,1,0,1,1,0",,1,6,1018|1|0,3|60009,1037|1|0,,,,,,,,,,,,,,,,,,,,0,,,,703
90003,玩家背包发生改变的道具的数量,4,3,4,1,玩家背包发生改变的道具的数量,,"1,1,0,1,1,0",,1,6,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,704
110001,玩家的载具,4,3,4,1,%1的载具,,"1,1,0,1,1,0",,1,30,1018|1|0,,,,,,,,,,,,,,,,,,,,,,,95,,,705
50035,玩家,4,3,4,1,玩家%1,,"1,1,0,1,1,1",,1,52,1018|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,706
50012,房主,4,3,4,1,房主,,"1,1,0,1,1,0",,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,707
60009,触发事件的玩家,4,3,4,1,触发事件的玩家,,"1,1,0,1,1,0",,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,708
60010,事件中的目标玩家,4,3,4,1,事件中的目标玩家,,"1,1,0,1,1,0",,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,709
50051,获取指定迷你号的玩家,4,3,4,1,获取迷你号为%1的玩家,,"1,1,0,1,1,0",,1,17,1010|1|0,1|171196,,,,,,,,,,,,,,,,,,,,,,,,,710
60004,玩家组中指定编号的玩家,4,3,4,1,%1中编号为%2的玩家,,"1,1,0,1,1,0",,0,17,1019|1|0,,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,306156,,711
60005,玩家组中的随机玩家,4,3,4,1,%1中的随机玩家,,"1,1,0,1,1,0",,1,17,1019|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,712
300006,服务器获取的玩家,4,3,4,1,服务器获取的玩家,,"1,1,0,1,1,0",,1,17,1083|1|2,5|600001,,,,,,,,,,,,,,,,,,,,,,,,,713
300015,服务器获取的玩家（键）,4,3,4,1,获取服务器和排行榜索引玩家（键）,,"1,1,0,1,1,0",,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,714
60011,发射投掷物的玩家,4,3,4,1,发射投掷物的玩家,,"1,1,0,1,1,0",,1,17,,,,,,,,,,,,,,,,,,,,,,,,,,,715
60012,玩家的首次邀请人,4,3,4,1,%1的首次邀请人,,"1,1,0,1,1,0",,1,17,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,,,716
50036,玩家组,4,3,4,1,玩家组%1,,"0,0,0,0,0,0",,1,52,1019|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,717
50038,玩家组,4,3,4,1,玩家组%1,,"1,1,0,1,1,1",,1,60,1019|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,718
60001,玩家组中的玩家数量,4,3,4,1,%1中玩家的数量,,"1,1,0,1,1,0",,1,6,1019|1|0,,,,,,,,,,,,,,,,,,,,,,,,306157,,719
60002,玩家组中的玩家的编号,4,3,4,1,%1中%2的编号,,"1,1,0,1,1,0",,1,6,1019|1|0,,1018|1|0,,,,,,,,,,,,,,,,,,,,,95,306158,,720
50018,玩家的队伍,4,3,4,1,%1的队伍,,"1,1,0,1,1,0",,1,22,1018|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,721
70021,生物类型名,4,4,4,1,%1的类型名,,"1,1,0,1,1,0",,1,11,1032|1|0,2|3400,,,,,,,,,,,,,,,,,,,,,0,,,,722
70022,生物类型描述,4,4,4,1,%1的插件描述,,"1,1,0,1,1,0",,1,11,1032|1|0,2|3400,,,,,,,,,,,,,,,,,,,,,0,,,,723
70023,生物类型的外观,4,4,4,1,%1的外观,,"1,1,0,1,1,0",,1,59,1032|1|0,2|3400,,,,,,,,,,,,,,,,,,,,,,,,,724
30002,指定排名的队伍,4,3,4,0,排名为%1的队伍,,"1,1,0,1,1,0",,1,22,1005|1|0,1|1,,,,,,,,,,,,,,,,,,,,,,,,,725
40001,队伍的属性,4,3,4,1,%1的%2属性,,"1,1,0,1,1,0",,0,6,1023|1|0,3|50018,1024|1|2,5|180001,,,,,,,,,,,,,,,,,,,,95,,,726
60006,所有玩家,4,3,4,1,所有玩家,,"1,1,0,1,1,0",,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,727
60007,队伍中的所有玩家,4,3,4,1,%1中的所有玩家,,"1,1,0,1,1,0",,1,18,1023|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,728
60008,区域中的所有玩家,4,3,4,1,%1中的所有玩家,,"1,1,0,1,1,0",,1,18,1001|1|0,,,,,,,,,,,,,,,,,,,,,,,,306159,,729
60013,玩家邀请的新玩家组,4,3,4,1,%1成功邀请的新玩家组,,"1,1,0,1,1,0",,1,18,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,,,该接口最多获取200个玩家。,,730
60014,玩家邀请的所有玩家组,4,3,4,1,%1成功邀请的所有玩家组,,"1,1,0,1,1,0",,1,18,1018|1|0,3|60009,,,,,,,,,,,,,,,,,,,,,3,,该接口最多获取200个玩家。,,731
6100001,设置属性,3,1,3,1,设置%1的%2的%3为%4,,"0,0,0,0,0,0",,,,3001|0|0,,3002|0|0,,3003|0|0,,,,,,,,,,,,,,,,,,,,,,732
6100002,设置属性（字符串）,3,1,3,1,（字符串）设置%1的%2的%3为%4,,"0,0,0,0,0,0",,,,3001|0|0,,1010|1|0,1|300198,1010|1|0,1|300198,1005|1|0,1|5,,,,,,,,,,,,,,,,,,,733
6100003,执行对象的指令,3,1,3,1,执行%1的%2的%3,,"0,0,0,0,0,0",,,,3001|0|0,,3002|0|0,,3004|0|0,,,,,,,,,,,,,,,,,,,,,,734
6100004,执行对象的指令（字符串）,3,1,3,1,（字符串）执行%1的%2的%3,,"0,0,0,0,0,0",,,,3001|0|0,,1010|1|0,1|300198,1010|1|0,1|300198,,,,,,,,,,,,,,,,,,,,,735
6200001,当属性发生变化,1,1,1,1,当%1的%2的%3发生变化时,,"0,0,0,0,0,0",,,,3001|0|0,,3002|0|0,,3003|0|0,,,,,,,,,,,,,,,,,,,,,,736
6200002,当属性发生变化（字符串）,1,1,1,1,（字符串）当%1的%2的%3发生变化时,,"0,0,0,0,0,0",,,,3001|0|0,,1010|1|0,1|300198,1010|1|0,1|300198,,,,,,,,,,,,,,,,,,,,,737
60003,游戏中玩家的数量,4,3,4,1,当前游戏中玩家的数量,,"1,1,0,1,1,0",,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,738
70002,生物的属性,4,4,4,1,%1的%2属性,,"1,1,0,1,1,0",,0,6,1031|1|0,,1035|1|2,5|210001,,,,,,,,,,,,,,,,,,,,,,,739
70001,生物的位置,4,4,4,1,%1的位置,,"1,1,0,1,1,0",,1,3,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,740
70005,生物面向的角度,4,4,4,1,%1面向的角度,,"1,1,0,1,1,0",,1,6,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,741
70007,生物的模型角度,4,4,4,1,%1 模型%2的角度,,"1,1,0,1,1,0",,1,6,1031|1|0,,1147|1|2,5|1480001,,,,,,,,,,,,,,,,,,,,,,,742
70006,生物的类型名,4,4,4,1,%1的类型名,,"1,1,0,1,1,0",,1,11,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,743
70017,生物的外观,4,4,4,1,%1的外观,,"1,1,0,1,1,0",,1,59,1031|1|0,3|80006,,,,,,,,,,,,,,,,,,,,,,,,,744
70012,生物的队伍,4,4,4,1,%1的队伍,,"1,1,0,1,1,0",,1,22,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,95,,,745
70020,生物,4,4,4,1,生物%1,,"1,1,0,1,1,1",,1,52,1031|1|0,,,,,,,,,,,,,,,,,,,,,,,,,,746
80006,触发事件的生物,4,4,4,1,触发事件的生物,,"1,1,0,1,1,0",,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,747
80007,事件中的目标生物,4,4,4,1,事件中的目标生物,,"1,1,0,1,1,0",,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,748
