任务ID,名称,类型（0=主线、1=支线、2=成就、3=科技树）,描述(加上@goal_index#会显示对应任务目标序号的任务计数，使用@item_道具id#添加可查看详情的道具),任务追踪框描述(加上@goal_index#会显示对应任务目标序号的任务计数，使用@item_道具id#添加道具文本，默认颜色#c7bbe3a),任务目标(道具：I_itemID(若使用组则填“IG_道具ID”)、生物：M_monsterID、生态：B_biometypename、星球：P_planet(0=迷拉星，1=烈焰星，2=萌眼星)、T_tunestoneEnchantType，0代表任意),奖励（成就型任务只读取index=1的奖励）,奖励发放类型(1=自动发放 2=手动领取),任务icon(填写“id”，获取显示对应item的图标，填写“#id”表示使用生物头像，路径：Assetruntime\Assets\Resources\ui\roles),指引图片(读取Assetruntime\Assets\Resources\ui\survivetaskguide目录下的文件名),继承存量已完成任务id,条件记录方式（科技树专用）,能否预完成（0=允许，1=不允许）,是否上报服务器（0=不上报，1=上报）,上报参数1,上报参数2
301106,种出胡萝卜,2,"[
{
""String"" : ""在@item_102#里种出@item_200122#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200122#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200121"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11683,
""RewardNum"" : 7
}
]",2,200122,,[],0,,0,,
301107,种出南瓜,2,"[
{
""String"" : ""在@item_102#里种出@item_200125#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200125#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200124"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11684,
""RewardNum"" : 7
}
]",2,200125,,[],0,,0,,
301108,种出莲藕,2,"[
{
""String"" : ""在水中种出@item_200132#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200132#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200131"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11686,
""RewardNum"" : 10
}
]",2,200132,,[],0,,0,,
301109,种出萝卜王,2,"[
{
""String"" : ""在@item_102#里种出@item_200156#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200156#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200155"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11694,
""RewardNum"" : 5
}
]",2,200156,,[],0,,0,,
301110,种出日光番茄,2,"[
{
""String"" : ""在@item_102#上的@item_153000#种出@item_200167#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200167#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200166"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11695,
""RewardNum"" : 5
}
]",2,200167,,[],0,,0,,
301111,种出杂交水稻,2,"[
{
""String"" : ""在水中种出@item_200170#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200170#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200169"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11696,
""RewardNum"" : 10
}
]",2,200170,,[],0,,0,,
301112,种出精致玉米,2,"[
{
""String"" : ""在@item_102#里种出@item_200183#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200183#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200182"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11700,
""RewardNum"" : 5
}
]",2,200183,,[],0,,0,,
301201,种巨鳞羽果,2,"[
{
""String"" : ""在@item_102#里种出@item_239#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_239#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_240"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12508,
""RewardNum"" : 18
}
]",2,239,,[],0,,0,,
301202,种巨布鲁果,2,"[
{
""String"" : ""在@item_102#里种出@item_230#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_230#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_231"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 230,
""RewardNum"" : 3
}
]",2,230,,[],0,,0,,
301203,种出浆果,2,"[
{
""String"" : ""在@item_102#里种出@item_200112#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200112#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200111"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11680,
""RewardNum"" : 10
}
]",2,200112,,[],0,,0,,
301204,种出西瓜,2,"[
{
""String"" : ""在@item_102#里种出@item_200115#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200115#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200114"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11681,
""RewardNum"" : 7
}
]",2,200115,,[],0,,0,,
301205,种出草莓,2,"[
{
""String"" : ""在@item_102#里种出@item_200129#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200129#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200128"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11685,
""RewardNum"" : 7
}
]",2,200129,,[],0,,0,,
301206,种出沙棘,2,"[
{
""String"" : ""在@item_102#里种出@item_200135#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200135#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200134"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11687,
""RewardNum"" : 10
}
]",2,200135,,[],0,,0,,
301207,种出葡萄,2,"[
{
""String"" : ""在@item_102#上的@item_153000#种出@item_200138#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200138#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200137"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11688,
""RewardNum"" : 7
}
]",2,200138,,[],0,,0,,
301208,种出独葵,2,"[
{
""String"" : ""在@item_102#里种出@item_200153#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200153#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200152"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11693,
""RewardNum"" : 10
}
]",2,200153,,[],0,,0,,
301209,种出彩虹草莓,2,"[
{
""String"" : ""在@item_102#里种出@item_200173#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200173#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200172"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11697,
""RewardNum"" : 5
}
]",2,200173,,[],0,,0,,
301210,种出水晶西瓜,2,"[
{
""String"" : ""在@item_102#里种出@item_200176#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200176#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200175"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11698,
""RewardNum"" : 5
}
]",2,200176,,[],0,,0,,
301211,种出阳光青提,2,"[
{
""String"" : ""在@item_102#上的@item_153000#种出@item_200180#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200180#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200179"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11699,
""RewardNum"" : 5
}
]",2,200180,,[],0,,0,,
301212,种出冰果,2,"[
{
""String"" : ""在@item_120#上种出@item_200186#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200186#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200185"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11996,
""RewardNum"" : 10
}
]",2,200186,,[],0,,0,,
301213,种出烈焰瓜,2,"[
{
""String"" : ""在@item_124#上种出@item_200190#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_200190#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_200189"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11996,
""RewardNum"" : 10
}
]",2,200190,,[],0,,0,,
301301,种樱桃树,2,"[
{
""String"" : ""在@item_103#里种出@item_212#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_212#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_212"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12500,
""RewardNum"" : 10
}
]",2,212,,[],0,,0,,
301302,种落叶松树,2,"[
{
""String"" : ""在@item_103#里种出@item_213#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_213#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_213"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12503,
""RewardNum"" : 10
}
]",2,213,,[],0,,0,,
301303,种白杨树,2,"[
{
""String"" : ""在@item_103#里种出@item_214#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_214#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_214"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12604,
""RewardNum"" : 10
}
]",2,214,,[],0,,0,,
301304,种红杉木,2,"[
{
""String"" : ""在@item_103#里种出@item_215#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_215#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_215"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12602,
""RewardNum"" : 10
}
]",2,215,,[],0,,0,,
301305,种桃树,2,"[
{
""String"" : ""在@item_103#里种出@item_256#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_256#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_256"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12601,
""RewardNum"" : 10
}
]",2,256,,[],0,,0,,
301306,种核桃木,2,"[
{
""String"" : ""在@item_103#里种出@item_217#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_217#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_217"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12603,
""RewardNum"" : 10
}
]",2,217,,[],0,,0,,
301401,种胡杨树,2,"[
{
""String"" : ""在@item_103#里种出@item_476#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_476#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_476"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12610,
""RewardNum"" : 10
}
]",2,476,,[],0,,0,,
301402,种椰树,2,"[
{
""String"" : ""在@item_103#里种出@item_292#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_292#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_292"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 295,
""RewardNum"" : 10
}
]",2,292,,[],0,,0,,
301403,种珍木,2,"[
{
""String"" : ""在@item_103#里种出@item_259#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_259#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_259"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12583,
""RewardNum"" : 10
}
]",2,259,,[],0,,0,,
301404,种香蕉树,2,"[
{
""String"" : ""在@item_103#里种出@item_383#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_383#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_383"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 11599,
""RewardNum"" : 10
}
]",2,383,,[],0,,0,,
301405,种仙人掌,2,"[
{
""String"" : ""在@item_103#里种出@item_458#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_458#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_458"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 12613,
""RewardNum"" : 10
}
]",2,458,,[],0,,0,,
301406,种乔木,2,"[
{
""String"" : ""在@item_103#里种出@item_382#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种出@item_382#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_382"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 378,
""RewardNum"" : 10
}
]",2,382,,[],0,,0,,
301601,种风铃花,2,"[
{
""String"" : ""在@item_103#里种植@item_431#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_431#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_431"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 300,
""RewardNum"" : 10
}
]",2,300,,[2003001],0,,0,,
301602,种若兰花,2,"[
{
""String"" : ""在@item_103#里种植@item_432#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_432#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_432"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 301,
""RewardNum"" : 10
}
]",2,301,,[2003004],0,,0,,
301603,种星辰花,2,"[
{
""String"" : ""在@item_103#里种植@item_433#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_433#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_433"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 302,
""RewardNum"" : 10
}
]",2,302,,[2003007],0,,0,,
301604,种龙血花,2,"[
{
""String"" : ""在@item_103#里种植@item_434#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_434#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_434"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 303,
""RewardNum"" : 10
}
]",2,303,,[2003010],0,,0,,
301605,种风信子,2,"[
{
""String"" : ""在@item_103#里种植@item_435#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_435#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_435"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 304,
""RewardNum"" : 10
}
]",2,304,,[2003013],0,,0,,
301701,种龙爪草,2,"[
{
""String"" : ""在@item_103#里种植@item_436#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_436#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_436"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 305,
""RewardNum"" : 10
}
]",2,305,,[2003016],0,,0,,
301702,种黄钟花,2,"[
{
""String"" : ""在@item_103#里种植@item_443#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_443#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_443"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 312,
""RewardNum"" : 10
}
]",2,312,,[2003019],0,,0,,
301703,种龙血树,2,"[
{
""String"" : ""在@item_103#里种植@item_437#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_437#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_437"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 306,
""RewardNum"" : 10
}
]",2,306,,[2003022],0,,0,,
301704,种雪滴花,2,"[
{
""String"" : ""在@item_103#里种植@item_442#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_442#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_442"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 311,
""RewardNum"" : 10
}
]",2,311,,[2003037],0,,0,,
301705,种月季,2,"[
{
""String"" : ""在@item_103#里种植@item_444#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_444#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_444"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 313,
""RewardNum"" : 10
}
]",2,313,,[2003040],0,,0,,
301801,种红色忘忧草,2,"[
{
""String"" : ""在@item_103#里种植@item_438#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_438#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_438"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 307,
""RewardNum"" : 10
}
]",2,307,,[2003025],0,,0,,
301802,种橙色忘忧草,2,"[
{
""String"" : ""在@item_103#里种植@item_439#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_439#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_439"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 308,
""RewardNum"" : 10
}
]",2,308,,[2003028],0,,0,,
301803,种灰色忘忧草,2,"[
{
""String"" : ""在@item_103#里种植@item_440#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_440#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_440"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 309,
""RewardNum"" : 10
}
]",2,309,,[2003031],0,,0,,
301804,种粉色忘忧草,2,"[
{
""String"" : ""在@item_103#里种植@item_441#@goal_1#"",
""UnlockTaskId"" : 0,
}
]","[
""种@item_441#@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 32,
""GoalID1"" : ""I_441"",
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 310,
""RewardNum"" : 10
}
]",2,310,,[2003034],0,,0,,
301901,战胜羽蛇神,2,"[
{
""String"" : ""战胜#c7bbe3a羽蛇神#n"",
""UnlockTaskId"" : 0,
}
]","[
""战胜#c7bbe3a羽蛇神#n""
]","[
{
""Index"" : 1,
""Type"" : 8,
""GoalID1"" : ""M_3878"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 200096,
""RewardNum"" : 1
}
]",2,#3878,,[1007005],0,,0,,
301902,战胜远古黑龙,2,"[
{
""String"" : ""战胜#c7bbe3a远古黑龙#n"",
""UnlockTaskId"" : 0,
}
]","[
""战胜#c7bbe3a远古黑龙#n""
]","[
{
""Index"" : 1,
""Type"" : 8,
""GoalID1"" : ""M_3502"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 200097,
""RewardNum"" : 1
}
]",2,#3502,,[1008002],0,,0,,
301903,战胜远古巨人,2,"[
{
""String"" : ""战胜#c7bbe3a远古巨人#n"",
""UnlockTaskId"" : 0,
}
]","[
""战胜#c7bbe3a远古巨人#n""
]","[
{
""Index"" : 1,
""Type"" : 8,
""GoalID1"" : ""M_3514"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 200098,
""RewardNum"" : 1
}
]",2,#3514,,[1009002],0,,0,,
301904,战胜虚空幻影,2,"[
{
""String"" : ""战胜#c7bbe3a虚空幻影#n"",
""UnlockTaskId"" : 0,
}
]","[
""战胜#c7bbe3a虚空幻影#n""
]","[
{
""Index"" : 1,
""Type"" : 8,
""GoalID1"" : ""M_3516"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 200099,
""RewardNum"" : 1
}
]",2,#3516,,[1001004],0,,0,,
301905,战胜沙原领主,2,"[
{
""String"" : ""战胜#c7bbe3a沙原领主#n"",
""UnlockTaskId"" : 0,
}
]","[
""战胜#c7bbe3a沙原领主#n""
]","[
{
""Index"" : 1,
""Type"" : 8,
""GoalID1"" : ""M_3825"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 500
}
]",2,#3825,,[4003009],0,,0,,
301906,战胜冰陨巨魔,2,"[
{
""String"" : ""战胜#c7bbe3a冰陨巨魔#n"",
""UnlockTaskId"" : 0,
}
]","[
""战胜#c7bbe3a冰陨巨魔#n""
]","[
{
""Index"" : 1,
""Type"" : 8,
""GoalID1"" : ""M_3517"",
""GoalNum"" : 1
}
]","[
{
""Index"" : 1,
""RewardType"" : 0,
""RewardID"" : 200100,
""RewardNum"" : 1
}
]",2,#3517,,[4005005],0,,0,,
302001,狠狠修理1,2,"[
{
""String"" : ""狠狠#c7bbe3a修理#n@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""在工匠台中#c7bbe3a修理#n道具@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 19,
""GoalID1"" : 0,
""GoalNum"" : 10
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",2,797,,[],0,,0,,
302002,狠狠修理2,2,"[
{
""String"" : ""狠狠#c7bbe3a修理#n@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""在工匠台中#c7bbe3a修理#n道具@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 19,
""GoalID1"" : 0,
""GoalNum"" : 50
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 200
}
]",2,797,,[],0,,0,,
302003,狠狠修理3,2,"[
{
""String"" : ""狠狠#c7bbe3a修理#n@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""在工匠台中#c7bbe3a修理#n道具@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 19,
""GoalID1"" : 0,
""GoalNum"" : 100
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 300
}
]",2,797,,[],0,,0,,
302004,狠狠修理4,2,"[
{
""String"" : ""狠狠#c7bbe3a修理#n@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""在工匠台中#c7bbe3a修理#n道具@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 19,
""GoalID1"" : 0,
""GoalNum"" : 500
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 400
}
]",2,797,,[],0,,0,,
302005,狠狠修理5,2,"[
{
""String"" : ""狠狠#c7bbe3a修理#n@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""在工匠台中#c7bbe3a修理#n道具@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 19,
""GoalID1"" : 0,
""GoalNum"" : 1000
}
]","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 500
}
]",2,797,,[],0,,0,,
302101,繁育次数1,2,"[
{
""String"" : ""繁育动物@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""繁育动物@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 9,
""GoalID1"" : 0,
""GoalNum"" : 10
}
]
","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 10
}
]",2,#3401,,[],0,,0,,
302102,繁育次数2,2,"[
{
""String"" : ""繁育动物@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""繁育动物@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 9,
""GoalID1"" : 0,
""GoalNum"" : 50
}
]
","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 50
}
]",2,#3401,,[],0,,0,,
302103,繁育次数3,2,"[
{
""String"" : ""繁育动物@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""繁育动物@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 9,
""GoalID1"" : 0,
""GoalNum"" : 100
}
]
","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 100
}
]",2,#3401,,[],0,,0,,
302104,繁育次数4,2,"[
{
""String"" : ""繁育动物@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""繁育动物@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 9,
""GoalID1"" : 0,
""GoalNum"" : 500
}
]
","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 500
}
]",2,#3401,,[],0,,0,,
302105,繁育次数5,2,"[
{
""String"" : ""繁育动物@goal_1#！"",
""UnlockTaskId"" : 0,
}
]","[
""繁育动物@goal_1#""
]","[
{
""Index"" : 1,
""Type"" : 9,
""GoalID1"" : 0,
""GoalNum"" : 1000
}
]
","[
{
""Index"" : 1,
""RewardType"" : 1,
""RewardID"" : 0,
""RewardNum"" : 1000
}
]",2,#3401,,[],0,,0,,
