工具id,名称,类型：1斧，2镐，3铲，4耙，5剪刀，6工具，7弓，8头盔，9胸甲，10护腿，11靴子，12容器，13点火石，14投掷物，16披风（特殊），17空白卷轴，18火之卷轴，19坐骑鞍，20坐骑项圈，21混乱卷轴，22捕鱼网，23变异卷轴，24法杖，25家园回收（植物），26家园回收（动物），27合成锤，28锅，29鱼竿，32开关道具,子类型：1-剑，2-盾，3-锤，4-矛，5-镐，6-斧，7-铲，8-耙，9-弓，10-杖，11-箭，12-法球，13-回旋镖，14-新法杖,装扮ID,等级（装备的等级必须和美术模型名称尾缀数字相同，不然会影响到野人伙伴装备的显隐及行为树）,子等级（用于双持武器配置用的等级，不为0的才会参与到双持内）,技能冷却,效率加成,视野亮度,"攻击类型:0近程,1远程,2爆炸",攻击力,削韧值（默认5）,物理防御,近战防御,远程防御,爆炸防御,元素防御,混乱防御,燃烧防御,毒素防御,冰冻防御,移动速度加成,行走速度,潜行速度,奔跑速度,游泳速度,开垦速度（单位tick）,攻击速度倍率,韧性,韧性恢复间隔时间,韧性恢复速度,攻击附带buffid（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的id）,攻击附带bufflv（使用该工具攻击命中其他生物时可对目标施加一个状态，本列填buff的lv）,耐久,采集消耗耐久,攻击1次消耗耐久,耐压阈值（控制水压环境中装备是否会被损坏）,压力消耗耐久（配合耐压阈值使用，控制水压环境中装备耐久的消耗速度）,修复消耗经验,组（0不为组1为组，例如木板通用）（关联Itemdef的ItemGroup）,修理材料ID1,修复量1,修理材料ID2,修复量2,修理材料ID3,修复量3,修理材料ID4,修复量4,修理材料ID5,修复量5,修理材料ID6,修复量6,效果库ID1（仅限装备道具使用）,默认值1（时间需要除以10）,效果库ID2,默认值2,效果库ID3,默认值3,效果库ID4,默认值4,效果库ID5,默认值5,分数,自带附魔（旧字段，不要用，但是不可以删）,自带新附魔,消耗ItemID,每次消耗的数量,发射音效,蓄力时间,"蓄力种类(0-弓那种,1-必须蓄到完成才能用,2-无需蓄力)",蓄力消耗体力（默认不填就读luaconstans）,蓄力音效,释放音效,攻击连段动作列表,连段计时器,游泳攻击动作,骑乘攻击动作,第一人称挖掘动作,第一人称启动动作,第一人称循环动作,第一人称右键施放动作,工具启动动作,工具循环动作,工具攻击动作,第三人称待机,第三人称挖掘动作,第三人称循环,第三人称右键施放,第三人称攻击特效,工具切换模型/弓切换有箭和没箭模型,挥动音效,附魔特效比例(默认是1倍写200就是2倍),附魔UV动画配置JSON文件名,初速度加成,可否投掷/0=不可投掷，1=可投掷,温度防御,元素攻击,混乱攻击,燃烧攻击,毒素攻击,冰冻攻击,击退抗性（万分比）,评分（用于更换标准）
540021,石斧+短剑,1,1,,3,,,10,,,26,10,,,,,,,,,,,,,,,0,,,,,,,185,1,2,,,75,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540022,石斧+收割者,1,1,,5,,,10,,,35,13,,,,,,,,,,,,,,,0,,,,,,,350,1,2,,,175,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540023,石斧+能量剑,1,1,,7,,,10,,,49,15,,,,,,,,,,,,,,,0,,,,,,,650,1,2,,,275,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540024,石斧+石矛,1,4,,1,,,10,,,18,10,,,,,,,,,,,,,,,0,,,,,,,100,1,2,,,50,0,11627,50,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540025,石斧+黄铜矛,1,4,,2,,,10,,,22,14,,,,,,,,,,,,,,,0,,,,,,,140,1,2,,,75,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540026,石斧+能量矛,1,4,,7,,,10,,,50,24,,,,,,,,,,,,,,,0,,,,,,,650,1,2,,,275,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540027,石斧+魔鬼鱼叉,1,1,,2,,,10,,,26,14,,,,,,,,,,,,,,,0,,,,,,,200,1,2,,,100,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540028,铸铁斧+黄铜斧,1,6,,3,,,110,,,33,6,,,,,,,,,,,,,,,0,,,,,,,225,1,2,,,125,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540029,铸铁斧+石斧,1,6,,3,,,80,,,28,6,,,,,,,,,,,,,,,0,,,,,,,185,1,2,,,100,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540030,铸铁斧+铸铁斧,1,6,,3,,,140,,,37,6,,,,,,,,,,,,,,,0,,,,,,,270,1,2,,,150,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540031,铸铁斧+木棒,1,1,,3,,,70,,,23,8,,,,,,,,,,,,,,,0,,,,,,,165,1,2,,,90,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540032,铸铁斧+尖尖碰碰锤,1,1,,3,,,70,,,25,11,,,,,,,,,,,,,,,0,,,,,77,1,185,1,2,,,100,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540033,铸铁斧+冻结棒,1,1,,3,,,70,,,31,13,,,,,,,,,,,,,,,0,,,,,,,210,1,2,,,150,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540034,铸铁斧+钛金战锤,1,1,,5,,,70,,,49,19,,,,,,,,,,,,,,,0,,,,,,,435,1,2,,,225,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540035,铸铁斧+石剑,1,1,,3,,,70,,,25,7,,,,,,,,,,,,,,,0,,,,,,,185,1,2,,,100,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540036,铸铁斧+短剑,1,1,,3,,,70,,,33,10,,,,,,,,,,,,,,,0,,,,,,,270,1,2,,,125,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540037,铸铁斧+收割者,1,1,,5,,,70,,,43,13,,,,,,,,,,,,,,,0,,,,,,,435,1,2,,,225,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540038,铸铁斧+能量剑,1,1,,7,,,70,,,56,15,,,,,,,,,,,,,,,0,,,,,,,735,1,2,,,325,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540039,铸铁斧+石矛,1,4,,3,,,70,,,26,10,,,,,,,,,,,,,,,0,,,,,,,185,1,2,,,100,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540040,铸铁斧+黄铜矛,1,4,,3,,,70,,,29,14,,,,,,,,,,,,,,,0,,,,,,,225,1,2,,,125,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540041,铸铁斧+能量矛,1,4,,7,,,70,,,57,24,,,,,,,,,,,,,,,0,,,,,,,735,1,2,,,325,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540042,铸铁斧+魔鬼鱼叉,1,1,,3,,,70,,,33,14,,,,,,,,,,,,,,,0,,,,,,,285,1,2,,,150,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540043,钛合金斧+黄铜斧,1,6,,5,,,190,,,41,6,,,,,,,,,,,,,,,0,,,,,,,615,1,2,,,200,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540044,钛合金斧+石斧,1,6,,5,,,160,,,37,6,,,,,,,,,,,,,,,0,,,,,,,575,1,2,,,175,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540045,钛合金斧+铸铁斧,1,6,,5,,,220,,,46,6,,,,,,,,,,,,,,,0,,,,,,,660,1,2,,,225,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540046,钛合金斧+钛合金斧,1,6,,5,,,300,,,54,6,,,,,,,,,,,,,,,0,,,,,,,1050,1,2,,,300,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540047,钛合金斧+木棒,1,1,,5,,,150,,,28,8,,,,,,,,,,,,,,,0,,,,,,,555,1,2,,,165,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540048,钛合金斧+尖尖碰碰锤,1,1,,5,,,150,,,30,11,,,,,,,,,,,,,,,0,,,,,77,1,575,1,2,,,175,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540049,钛合金斧+冻结棒,1,1,,5,,,150,,,37,13,,,,,,,,,,,,,,,0,,,,,,,600,1,2,,,225,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540050,钛合金斧+钛金战锤,1,1,,5,,,150,,,54,19,,,,,,,,,,,,,,,0,,,,,,,825,1,2,,,300,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540051,钛合金斧+石剑,1,1,,5,,,150,,,32,7,,,,,,,,,,,,,,,0,,,,,,,575,1,2,,,175,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540052,钛合金斧+短剑,1,1,,5,,,150,,,40,10,,,,,,,,,,,,,,,0,,,,,,,660,1,2,,,200,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540053,钛合金斧+收割者,1,1,,5,,,150,,,49,13,,,,,,,,,,,,,,,0,,,,,,,825,1,2,,,300,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540054,钛合金斧+能量剑,1,1,,7,,,150,,,63,15,,,,,,,,,,,,,,,0,,,,,,,1125,1,2,,,400,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540055,钛合金斧+石矛,1,4,,5,,,150,,,32,10,,,,,,,,,,,,,,,0,,,,,,,575,1,2,,,175,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540056,钛合金斧+黄铜矛,1,4,,5,,,150,,,36,14,,,,,,,,,,,,,,,0,,,,,,,615,1,2,,,200,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540057,钛合金斧+能量矛,1,4,,7,,,150,,,64,24,,,,,,,,,,,,,,,0,,,,,,,1125,1,2,,,400,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540058,钛合金斧+魔鬼鱼叉,1,1,,5,,,150,,,40,14,,,,,,,,,,,,,,,0,,,,,,,675,1,2,,,225,0,11330,350,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540059,链锯+黄铜斧,1,6,,7,,,350,,,52,6,,,,,,,,,,,,,,,0,,,,,,,840,1,2,,,300,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540060,链锯+石斧,1,6,,7,,,320,,,48,6,,,,,,,,,,,,,,,0,,,,,,,800,1,2,,,275,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540061,链锯+铸铁斧,1,6,,7,,,380,,,57,6,,,,,,,,,,,,,,,0,,,,,,,885,1,2,,,325,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540062,链锯+钛合金斧,1,6,,7,,,460,,,65,6,,,,,,,,,,,,,,,0,,,,,,,1275,1,2,,,400,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540063,链锯+链锯,1,6,,7,,,620,,,76,6,,,,,,,,,,,,,,,0,,,,,,,1500,1,2,,,500,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540064,链锯+木棒,1,1,,7,,,310,,,36,8,,,,,,,,,,,,,,,0,,,,,,,780,1,2,,,265,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540065,链锯+尖尖碰碰锤,1,1,,7,,,310,,,38,11,,,,,,,,,,,,,,,0,,,,,77,1,800,1,2,,,275,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540066,链锯+冻结棒,1,1,,7,,,310,,,44,13,,,,,,,,,,,,,,,0,,,,,,,825,1,2,,,325,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540067,链锯+钛金战锤,1,1,,7,,,310,,,61,19,,,,,,,,,,,,,,,0,,,,,,,1050,1,2,,,400,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Axe_Axe_Natk_01|Double_Axe_Axe_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540068,链锯+石剑,1,1,,7,,,310,,,41,7,,,,,,,,,,,,,,,0,,,,,,,800,1,2,,,275,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540069,链锯+短剑,1,1,,7,,,310,,,48,10,,,,,,,,,,,,,,,0,,,,,,,885,1,2,,,300,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540070,链锯+收割者,1,1,,7,,,310,,,58,13,,,,,,,,,,,,,,,0,,,,,,,1050,1,2,,,400,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540071,链锯+能量剑,1,1,,7,,,310,,,72,15,,,,,,,,,,,,,,,0,,,,,,,1350,1,2,,,500,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540072,链锯+石矛,1,4,,7,,,310,,,41,10,,,,,,,,,,,,,,,0,,,,,,,800,1,2,,,275,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540073,链锯+黄铜矛,1,4,,7,,,310,,,45,14,,,,,,,,,,,,,,,0,,,,,,,840,1,2,,,300,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540074,链锯+能量矛,1,4,,7,,,310,,,73,24,,,,,,,,,,,,,,,0,,,,,,,1350,1,2,,,500,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
540075,链锯+魔鬼鱼叉,1,1,,7,,,310,,,49,14,,,,,,,,,,,,,,,0,,,,,,,900,1,2,,,325,0,11203,500,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540076,黄铜镐+黄铜镐,2,5,,2,,,80,,,19,5,,,,,,,,,,,,,,,0,,,,,,,180,1,2,,,100,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540077,黄铜镐+石镐,2,5,,2,,,50,,,16,5,,,,,,,,,,,,,,,0,,,,,,,140,1,2,,,75,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,1,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540078,黄铜镐+木棒,2,1,,2,,,40,,,22,7,,,,,,,,,,,,,,,0,,,,,,,120,1,2,,,65,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540079,黄铜镐+尖尖碰碰锤,2,1,,2,,,40,,,24,10,,,,,,,,,,,,,,,0,,,,,77,1,140,1,2,,,75,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540080,黄铜镐+冻结棒,2,1,,2,,,40,,,32,12,,,,,,,,,,,,,,,0,,,,,,,165,1,2,,,125,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540081,黄铜镐+钛金战锤,2,1,,5,,,40,,,52,17,,,,,,,,,,,,,,,0,,,,,,,390,1,2,,,200,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Hammer_Hammer_Natk_01|Double_Hammer_Hammer_Natk_02,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540082,黄铜镐+石剑,2,1,,2,,,40,,,20,7,,,,,,,,,,,,,,,0,,,,,,,140,1,2,,,75,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540083,黄铜镐+短剑,2,1,,3,,,40,,,28,10,,,,,,,,,,,,,,,0,,,,,,,225,1,2,,,100,0,11209,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540084,黄铜镐+收割者,2,1,,5,,,40,,,37,13,,,,,,,,,,,,,,,0,,,,,,,390,1,2,,,200,0,11330,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540085,黄铜镐+能量剑,2,1,,7,,,40,,,51,15,,,,,,,,,,,,,,,0,,,,,,,690,1,2,,,300,0,11203,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Double_Sword_Sword_Natk_01|Double_Sword_Sword_Natk_02|Double_Sword_Sword_Natk_03|Double_Sword_Sword_Natk_04,5,,,,,,,,,,,,,,,,,,weapon_12005,,,,,,,,,,
540086,黄铜镐+石矛,2,4,,2,,,40,,,20,10,,,,,,,,,,,,,,,0,,,,,,,140,1,2,,,75,0,11329,60,,,,,,,,,,,,,,,,,,,,,,,,-1,1,misc.throw_spear,,,,,,Double_Spear_Spear_Natk_01|Double_Spear_Spear_Natk_02|Double_Spear_Spear_Natk_03,5,,,,,,,,,,,,,,,,,,weapon_12005,,1,,,,,,,,
