皮肤ID,皮肤名称,皮肤模型,贴图ID,头像,特效类型1[1=脚印，2=飞行，3=周身],特效1命名,特效类型2[1=脚印，2=飞行，3=周身],特效2命名,特效类型3[1=脚印，2=飞行，3=周身，4=拖尾],特效3命名,商店特效,购买天数1,钱类型1/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替6仅激活码解锁,消耗道具ID1,价格1,购买天数2,钱类型2/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID2,价格2,购买天数3,钱类型3/1道具可用迷你币代替2只迷你币3只道具4迷你豆5道具可用迷你豆代替,消耗道具ID3,价格3,皮肤描述,购买提示类型（1前往家园和取消 2只有确定）,购买提示,标签（1限时 2折扣 3特惠 4典藏）,限时开始,限时结束,开放渠道ID（-1全关，0全开）,音效,高度,宽度,厚度,受击高度,受击宽度,受击厚度,特别效果类型1（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果1图标,特别效果1描述,特别效果类型2（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果2图标,特别效果2描述,特别效果类型3（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果3图标,特别效果3描述,特别效果类型4（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果4图标,特别效果4描述,特别效果类型5（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果5图标,特别效果5描述,特别效果类型6（1=变形，2=互动动作，3=变色，4=语音试听，5=专属动作，6=幻化，7=功能说明，8=召唤，9=变身，10=天赋）,特别效果6图标,特别效果6描述,背景图,背景动画文件,背景动画文件,动态商城图标（已废弃，改为读SkinCostDef装扮服务器表）,变形类型[不填=不显示变形按钮，1=变身为坐骑（且优先显示装扮），2=变身为装扮2（且优先显示装扮1），3=变身为坐骑（且优先显示坐骑）],变形关联（填入坐骑、装扮ID）,小窗logo,小窗尺寸(正常不填为2.0),野人举起高度,AR动捕支持（1支持，空则不支持）,备注标准人形骨骼（1为支持，0为不支持）,换装ID,新换装ID,头像框：只能永久,"表情动作（100140,100108）",解锁道具,装扮图片,互动关联,"多重换装ID(index_skinid,index表示对应的第几条特性,skinid表示皮肤id,有多个变色效果时用逗号隔开)",多重换装前置id,切换顺序,局部换肤,是否显示（1=不显示）,语音范围（半径）,出场语音,间隔时间1,初次判断时间1,休闲语音,间隔时间2,初次判断时间2,死亡语音,间隔时间3,社交语音,间隔时间4,初次判断时间3,光照条件,幻化特效,幻化准备时间,功能说明(1:幻化),动作播放顺序,主题序号（1=奇迹派对，2=探险小队，3=龙响天下，4=棉花泡泡，5=花蔓四季，6=幻想童话，7=小马宝莉，8=瑞雪丰年，9=梦旅笙歌，10=晨星战队，11=琉光圣灵）,主题图标,召唤ID,变身条件（1=水环境之外的环境，2=水环境）,变身特效,变身时间,天赋buff,跳转ID（全局跳转id_定制id）,左侧边栏背景色,可搭配部件类型,列表模型缩放比|y轴位移,变形坐骑移动端是否显示技能按钮（0=显示，1=不显示）,商城场景动画,皮肤类型 1常规皮肤（陆地移动）2飞行皮肤,,冒险互动类皮肤（默认不填）,死亡特效(放在particles目录下，只填特效名称即可，如scene_siwang_01）,换装皮肤贴图的名称,换装皮肤周身特效的名称,空手无道具时要切换的模型,cpID/支持配多个,cp效果范围半径/格,cp音效,cp特效,cpbuff,私人定制默认avt,私人定制皮肤列表
135,游戏版本过低,140137,,270,3,140137_2,1,140137_3,,,140137_1,,,,,,,,,-1,2,,999,游戏版本过低,2,,,,,999,skin135,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,giflogo_126,,,icon_58,,180,,,,,,,27017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
136,哈鲁,140138,,271,3,140138_2,1,140138_3,,,140138_1,,,,,,,,,-1,2,,999,“谁能比我更懂喜怒哀乐的力量？”作为“搬家帮帮送”的老板，友善的哈鲁似乎能搬起任何东西，是个把心情写在脸上的家伙。如果看到他的项圈图案发生改变，别担心，这是哈鲁正准备释放情绪的力量呢！,2,解锁道具可由幸运盲盒产出获得,,,,999,skin136,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下汪汪头脚印。,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27018,,,,,,,,,,,,,,,,,,,,,,,,,1,lab_dresstheme_party,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
137,游戏版本过低,140140,,272,3,140140_2,1,140140_3,,,140140_1,,,,,,,,,-1,2,,999,游戏版本过低,2,,,,,999,skin137,180,60,60,220,120,120,,headicon,头像：解锁头像。,,,,,,,,,,,,,,,,,common_01,0,giflogo_126,,,icon_58,,180,,,,,,,27019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
138,春雨,140122,,273,3,140122_2,1,140122_3,,,140122_1,,,,,,,,,-1,2,,999,“喜欢倾听雨声吗？”作为四季使者之一的春雨是奥法星生态研究员，代表复苏的力量。她喜欢乘着巨大的四叶草，控制云层天降甘霖。和她相处令人如沐春风，但她的脾气也像春季天气一样多变。请务必保持轻声细语。,2,,,,,999,skin138,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着蝴蝶精灵！,,,,,,,,,,,,,,dtxx_beijingtu27,0,,,,,,180,,,,,,,27020,,,,,,,,,,,,,,,,,,,,,,,,,5,lab_dresstheme_seasons,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
139,清夏,140134,,274,3,140134_2,1,140134_3,,,140134_1,,,,,,,,,-1,2,,999,“我所爱的街头艺术，怎能被这天气束缚？”成为四季使者后，清夏对远方的世界更加向往，丝毫不在意强烈的热量与爆发的季风。下一站，是悠闲还是紧迫？没人知道。就像夏天的风，你难以预测它下一秒是清爽还是冰雹。,2,,,,,999,skin139,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下水波脚印。,,,,,,,,,,,,,,dtxx_beijingtu28,0,,,,,,180,,,,,,,27021,,,,,,,,,,,,,,,,,,,,,,,,,5,lab_dresstheme_seasons,,,,,,,2,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
140,秋果,140139,,275,3,140139_2,1,140139_3,,,140139_1,,,,,,,,,-1,2,,999,“来杯果汁吧！你瞧，并不是我在操纵季节，而是自然的力量选择了我。” 不同于轰轰烈烈的冬夏，安静的秋果更喜欢下沉的大地能量，并有节制地使用它。这次旅行不仅是为了拯救家园，更是为了自己的能力与肩负的责任。,2,,,,,999,skin140,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着枫叶！,,skill,参与【生日派对】活动可免费获得四季皮肤系列中任意一款,,,,,,,,,,,dtxx_beijingtu30,0,,,,,,180,,,,,,,27022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
141,小蓝,140148,,276,3,140148_2,1,140148_3,,,140148_1,,,,,,,,,-1,2,,999,小蓝是魔仙堡的守护魔仙，受魔仙女王的派遣，而来到人间。她以保姆的身份入住凌家，是凌美琪和凌美雪的魔法导师兼好朋友。,2,,,,,999,skin141,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下小黄花脚印。,,,,,,,,,,,,,,dtxx_beijingtu33,0,,,,icon_59,,180,,,,,,,27023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
142,童梦仙踪,140152,,277,3,140151_2,1,140151_3,,,140151_1,,,,,,,,,-1,2,,999,梦歌换装皮肤,2,,,,,999,skin142,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着小兔兔！,,,,,,,,,,,,,,dtxx_beijingtu29,0,,,,,,180,,,"37,1","37,142",33025,100108,27024,Pskin142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
143,凌美琪,140153,,278,3,140153_2,1,140153_3,,,140153_1,,,,,,,,,-1,2,,999,美琪是凌家姐妹中的姐姐，人类世界的小魔仙。她正义、乐观，性格活泼善良，聪明开朗。有时爱取闹，爱想鬼主意，有绘画天赋，但行事冲动，无心向学。,2,,,,,999,skin143,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下小蓝花脚印。,,,,,,,,,,,,,,dtxx_beijingtu33,0,,,,icon_59,,180,,,,,,,27025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
144,凌美雪,140154,,279,3,140154_2,1,140154_3,,,140154_1,,,,,,,,,-1,2,,999,美雪是凌家姐妹中的妹妹，人类世界的小魔仙。性格沉稳大方、聪明冷静，做事有条有理。喜爱学习和看书，学习成绩很好，善长分析事情。虽然是妹妹，但有时会反过来照顾姐姐美琪。,2,,,,,999,skin144,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下泡泡脚印。,,,,,,,,,,,,,,dtxx_beijingtu33,0,,,,icon_59,,180,,,,,,,27026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
145,游乐王子,140155,,280,3,140155_2,1,140155_3,,,140155_1,,,,,,,,,-1,2,,999,游乐是魔仙堡的王子，留着一头蓝色头发，因误会魔仙女王而离开魔仙堡来到人间。虽然他表面上看起来很冷酷，实际上却是像大哥哥一样热情，很有正义感，也略微傲娇。,2,,,,,999,skin145,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着星光闪闪！,,,,,,,,,,,,,,dtxx_beijingtu33,0,,,,icon_59,,180,,,,,,,27027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
146,璎落,140158,,281,3,140158_2,1,140158_3,,,140158_1,,,,,,,,,-1,2,,999,“樱花红陌上，杨柳绿池边；燕子声声里，相思又一年。”作为园艺世家的传承人，璎落精心养护着仁王星最壮观的花海。而每当花期结束，人潮散去，她总是轻抚一个画着闪电的植木钵喃喃自语：“如果你在，那就更好了。”,2,,,,,999,skin146,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着花瓣！,,,,,skill,参与【生日派对】活动可免费获得四季皮肤系列中任意一款,,,,,,,,dtxx_beijingtu32,0,,,,,,180,,,,,,,27028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
147,雷光,140159,,282,3,140159_2,1,140159_3,,,140159_1,,,,,,,,,-1,2,,999,“你问云中有什么？风雨雷电思如雪。”雷光喜欢漫步云端的感觉。他总是用魔法悬浮于天际，俯瞰整个城市的人们在雨雪中穿行样子。这时，他会想起在仁王星的一次偶遇：那位百媚生娇的女孩，家乡的花海一定很美吧？,2,,,,,999,skin147,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下水滴脚印。,,skill,参与【生日派对】活动可免费获得四季皮肤系列中任意一款,,,,,,,,,,,dtxx_beijingtu34,0,,,,,,180,,,,,,,27029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
148,凛冬,140160,,283,3,140160_2,1,140160_3,,,140160_1,,,,,,,,,-1,2,,999,“没有什么美能比得过这里的极光，除了你们。”孤独的星际旅者，为守护家园而身中虚空兽的诅咒。成为四季使者后，他愿将自己打造为星球的武器，为敌人带来与他温柔性格截然相反的，最肆虐的冰暴与最恐怖的气象灾害。,2,,,,,999,skin148,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下小宇宙脚印。,,skill,参与【生日派对】活动可免费获得四季皮肤系列中任意一款,,,,,,,,,,,dtxx_beijingtu31,0,,,,,,180,,,,,,,27030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
149,珍奇女孩,140156,,284,3,140156_2,1,140156_3,,,140156_1,,,,,,,,,-1,2,,999,她是小马谷的颜值巅峰，美丽优雅、自信且充满魅力，是一位天才时装设计师，拥有自己的时装店。她喜欢看到小马们穿上自己设计制作的服装，有一只名叫欧泊的宠物猫咪。,2,,,,,999,skin149,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上散发着小钻石！,,,,,,,,,,,,,,dtxx_beijingtu12,0,giflogo_70,,,icon_54,,180,,,,,,,27031,,,,,,,,,,,,,,,,,,,,,,,,,18,lab_dresstheme_cyclone,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
150,苹果嘉儿女孩,140157,,285,3,140157_2,1,140157_3,,,140157_1,,,,,,,,,-1,2,,999,苹果嘉儿拥有着可靠、诚实又乐于帮人的美好品质，经常支持和保护着她的朋友们。她在甜苹果园中主要负责收获苹果，宠物狗狗薇诺纳是她的好伙伴。苹果嘉儿在和谐之元中代表“诚实”。,2,,,,,999,skin150,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上散发着小苹果！,,,,,,,,,,,,,,dtxx_beijingtu11,0,giflogo_70,,,icon_54,,180,,,,,,,27032,,,,,,,,,,,,,,,,,,,,,,,,,18,lab_dresstheme_cyclone,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
151,阿拉灯,140161,,286,3,140161_2,1,140161_3,,,140161_1,,,,,,,,,-1,2,,999,"“追寻库西亚曾经的踪迹，去集齐沙月星的至宝吧，阿拉灯……”
被神秘的魔法师利用，在充满陷阱的沙月遗迹中得到了无字魔导书《一千零一夜》。他决心反抗，于是孤身一人踏上了寻找沙月宝物的旅程。",2,,,,,999,skin151,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着神秘符号！,,,,,,,,,,,,,,dtxx_beijingtu35,0,,,,,,180,,,,,,,27033,,,,,,,,,,,,,,,,,,,,,,,,,19,lab_dresstheme_mfxz,,,,,,,2,"3,5,8,9,13,14,15,16,17,18,19",1.3|0,,,2,,,,,,,,,,,,,
152,匹诺曹,140146,,287,3,140146_2,1,140146_3,,,140146_1,,,,,,,,,-1,2,,999,“即使是木头，为了得到温暖，亦会投入火的怀抱。”,2,,,,,999,skin152,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下蝴蝶结脚印。,,,,,,,,,,,,,,dtxx_beijingtu37,0,,,,,,180,,,,,,,27034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
153,塔莎,140147,,288,3,140147_2,1,140147_3,,,140147_1,,,,,,,,,-1,2,,999,“生命是上紧的发条，人们厌倦它的转动，却又怕它在最美好的时刻停止。”,2,,,,,999,skin153,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着闪光羽毛！,,,,,,,,,,,,,,dtxx_beijingtu36,0,,,,,,180,,,,,,,27035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
154,殷小敏,140149,,289,3,140149_2,1,140149_3,,,140149_1,,,,,,,,,-1,2,,999,殷小敏、施巧灵和彩俐是亲密伙伴，一起对付黑咒魔王。殷小敏的嗅觉特别灵敏，成为魔仙后，常凭嗅觉侦测到敌人，帮了很多忙。虽然她说话温柔，容易哭，但实际外柔内刚，遇事很冷静。,2,,,,,999,skin154,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下星星脚印。,,,,,,,,,,,,,,dtxx_beijingtu38,0,,,,icon_55,,180,,,,"154,170",,,27036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
155,施巧灵,140150,,290,3,140150_2,1,140150_3,,,140150_1,,,,,,,,,-1,2,,999,施巧灵、殷小敏和彩俐是亲密伙伴，一起对付黑咒魔王。施巧灵对色彩异常敏感，想法超越常人，常有意想不到的见解，是一个难得的绘画天才。话不多但非常善良，性格有些执着和倔强。,2,,,,,999,skin155,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着粉色光辉！,,,,,,,,,,,,,,dtxx_beijingtu38,0,,,,,,180,,,,,,,27037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
156,彩俐公主,140151,,291,3,140152_2,1,140152_3,,,140152_1,,,,,,,,,-1,2,,999,彩俐是彩灵堡魔法王国的公主，她有着一头美丽的金发，扎着双马尾，头戴一顶皇冠。性格活泼开朗，爱说话爱冒险，天不怕地不怕，却又冲动易闯祸。不开心时会用魔法彩色来画画。,2,,,,,999,skin156,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着魔法能量！,,,,,,,,,,,,,,dtxx_beijingtu38,0,,,,icon_55,,180,,,,"156,157",,,27038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
157,幻彩丽影,140162,,292,3,140162_2,1,140162_3,,,140162_1,,,,,,,,,-1,2,,999,彩俐是彩灵堡魔法王国的公主，她有着一头美丽的金发，扎着双马尾，头戴一顶皇冠。性格活泼开朗，爱说话爱冒险，天不怕地不怕，却又冲动易闯祸。不开心时会用魔法彩色来画画。,2,,,,,999,skin157,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着白色羽毛！,,,,,,,,,,,,,,dtxx_beijingtu62,0,,,,icon_59,,180,,,"156,1","156,157",33071,100108,27039,Pskin167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
158,血族魔法师 洛特,140164,,293,3,140164_2,1,140164_3,,,140164_1,,,,,,,,,-1,2,,999,"一声呼哨，雪羽猫头鹰破空飞来，停在少年的肩。
皮肤雪白的少年取下信件，眨眨绿色的眼眸，侧头轻问，
“你见过，会魔法的吸血鬼吗？”",2,,,,,999,skin158,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着魔法星光！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27040,,,,,,,,,,,,,,,,,,,,,,,,,9,lab_dresstheme_dream,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.3|0,,,1,,,,,,,,,,,,,
159,瑶月仙子,140165,,294,3,140165_2,1,140165_3,,,140165_1,,,,,,,,,-1,2,,999,夜轻柔地洒落，如同我温柔的呼唤。让月光成为我们之间的纽带，将思念编织成梦。,2,,,,,999,skin159,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着花朵和白兔印记！,,,,,,,,,,,,,,dtxx_beijingtu40,0,,,,,,180,,,"30,1","30,159,442",33035,100108,27041,Pskin159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
160,玉团儿,140163,,295,3,140163_2,1,140163_3,,,140163_1,,,,,,,,,-1,2,,999,"莲蓉还是枣泥？奶黄还是抹茶？应有尽有！
小小月饼，圆圆身子，内有乾坤，包罗万象。
本小厨娘将散发无限创意，赋予中式点心情感灵魂，风靡整个宇宙！
而你，准备好接受这甜蜜的滋味了吗？",2,,,,,999,skin160,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着小蝴蝶！,,,,,,,,,,,,,,dtxx_beijingtu39,0,,,,,,180,,,,,,,27042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
161,号手妮塔,140169,,296,3,140168_2,1,140168_3,,,140168_1,,,,,,,,,-1,2,,999,妮塔本是仙度瑞拉家花园里的瓷兔玩偶，目睹了仙杜瑞拉每晚因思念母亲而在园中努力练习魔法的情形，被魔法赋予生命。穿过丛林，拨开荆棘，她只为让魔法花园再度盛放。,2,,,,,999,skin161,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着音符！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
162,鼓手尼普,140168,,297,3,140169_2,1,140169_3,,,140169_1,,,,,,,,,-1,2,,999,尼普和妹妹妮塔，是指挥家送给仙度瑞拉家花园的一对兔子陶瓷摆件，和妮塔想要留在花园不同，尼普暗暗觉得自己之于指挥家更重要，一心想要回到乐团中。,2,,,,,999,skin162,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着音符！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
163,龙响无双,140166,,298,3,140166_2,1,140166_3,,,140166_1,,,,,,,,,-1,2,,999,师父，您一直教我知书达礼，恭谨谦逊。可如此局面，敢挡本姑娘路的人，都得！吃苦头！,2,,,,,999,skin163,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下包子脚印。,,,,,,,,,,,,,,dtxx_beijingtu43,0,,,,,,180,,,"23,1","23,163",33038,100108,27045,Pskin163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
164,拾玖,140173,,299,3,140173_2,1,140173_3,,,140173_1,,,,,,,,,-1,2,,999,"哟咦咻~虽然长着小孩模样，但却是一等一的高手。
有万里师傅和哥哥们在，必杀技“翔龙”可不会轻易放送。
果然还是最喜欢和哥哥们玩游戏了！要是输了……就哭给你看！",2,,,,,999,skin164,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：头上飘散着能量粒子！,,,,,,,,,,,,,,dtxx_beijingtu41,0,,,,,,180,,,,,,,27046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
165,糖心小熊,140170,,300,3,140170_2,1,140170_3,,,140170_1,,,,,,,,,-1,2,,999,软糖之柔，硬糖之刚，论传承，通通不在话下。 刚中带柔，软中包硬，论创新，糖心小熊最佳。 千言万语，小熊的心意最甜。  ,2,,,,,999,skin165,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方会掉落糖果还会留下小熊脚印。,,skill,仅限礼盒产出,,,,,,,,,,,dtxx_beijingtu42,0,,,,,,180,,,,,,,27047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
166,星月小梦,140172,,301,3,140172_2,1,140172_3,,,140172_1,,,,,,,,,-1,2,,999,"哈欠是我的招牌动作，人人都叫我“白日梦想家”。
太阳，星星，月亮，都在我软乎乎的枕头里。
戴好眼罩，即刻沉入梦乡。
无论白天黑夜，来和我一起做梦吧！",2,,,,,999,skin166,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着瞌睡泡泡！,,,,,,,,,,,,,,common_01,0,,,,,,180,,,,,,,27048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
167,星团公主 波莉,140176,,302,3,140176_2,1,140176_3,,,140176_1,,,,,,,,,-1,2,,999,"当生活的迷雾层层揭开，你是否敢靠近，那掩藏真相的虚掩之门？
她是号令团子的城堡“女王”，也是被囚在家的科技少女。
听到了吗？她的呐喊：
“所束缚我的，必将成为我的裙下败将！”",2,,,,,999,skin167,180,60,60,220,120,120,,headicon,头像：解锁头像。,,footprint,行走足迹：走过的地方留下发光泡泡团子脚印。,,bodyeffcet,身体特效：身上飘散着蓝色星光！,,,,,,,,,,,dtxx_beijingtu44,0,,,,,,180,,,,,,,27049,,,,,,,,,,,,,,,,,,,,,,,,,10,lab_dresstheme_team,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
168,光影闪动,140167,,303,3,140167_2,1,140167_3,,,140167_1,,,,,,,,,-1,2,,999,施巧灵、殷小敏和彩俐是亲密伙伴，一起对付黑咒魔王。施巧灵对色彩异常敏感，想法超越常人，常有意想不到的见解，是一个难得的绘画天才。话不多但非常善良，性格有些执着和倔强。,2,,,,,999,skin168,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着粉色爱心！,,,,,,,,,,,,,,dtxx_beijingtu62,0,,,,icon_59,,180,,,,,33077,100108,27050,Pskin168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,1,,,,,,,,,,,,,
169,魂羽歌者 莺初,140174,,304,3,140174_2,1,140174_3,,,140174_1,,,,,,,,,-1,2,,999,"“莺歌燕舞,便有系人心处。燕去莺来昏又晓, 薰风微度，天下瑞麟重睹。
她明白自己的宿命与信念。
因为那需要守护之物，是比黄金珠宝更珍贵的东西。",2,,,,,999,skin169,180,60,60,220,120,120,,headicon,头像：解锁头像。,,bodyeffcet,身体特效：身上飘散着金色银杏叶！,2,acticon,互动：可与空候触发互动动作！,,,,,,,,,,,dtxx_beijingtu46,0,,,,,,180,,,,,,,27051,,24,,,,,,,,,,,,,,,,,,,,,,,11,lab_dresstheme_ryukyu,,,,,,,1,"3,5,8,9,13,14,15,16,17,18,19",1.4|0,,,2,,,,,,,,,,,,,
