状态ID,名字,等级,作用时间(秒),"调用Update周期(秒), 0表示不调用","脚本名字:开始Script_Start,结束Script_End,Tick:Script_Tick",作为插件编辑效果[0代表不开放，1150=有害，1151=有益，1152=中立 ],触发器开放[0代表不开放，1=有害效果，2=有益效果，3=中立效果 ],效果库ID1,默认值1（时间需要除以10）,效果库ID2,默认值2,效果库ID3,默认值3,效果库ID4,默认值4,效果库ID5,默认值5,效果库ID6,默认值6,效果库ID7,默认值7,效果库ID8,默认值8,效果库ID9,默认值9,效果库ID10,默认值10,睡觉获取权重,睡觉获取权重生态加成,图标(填图标库ID),特效(填特效库ID),音效(填音效库ID),持续模式（0=无限时间 大于0=有限时间）,优先级（1=覆盖 2=并存）,死亡不清除（1=清除 2=不清除）,主动攻击清除效果（1=清除 2=不清除）,受到伤害清除效果（1=清除 2=不清除）,冷却时间（获取后这段时间内无法再次获得同一个buff，填秒数）（未开发）,冷却说明（描述冷却原因，填stringid）（未开发）,插件编辑模板(不填=不是模板 1=作为模板),属性类型1（废弃）,属性值1（废弃）,属性类型2（废弃）,属性值2（废弃）,属性类型3（废弃）,属性值3（废弃）,属性类型4（废弃）,属性值4（废弃）,属性类型5（废弃）,属性值5（废弃）,描述,图标名字,类型(0有益，1不利，2特殊),状态类型(0-无，1-火，2-变身，3-毒素，4-流血，5-冰，6-冻结),状态类型名称（填stringid）,特效名称,音效类型（0单次1循环）,音效名称,身体模型,中BUFF变第三人称,禁止做一切事,图标缺失,部件放大(将来除以1000等于部件),在buff栏隐藏,备注,标签,预制资源名
1089004,恢复血量（瞬间）,4,1,,,,,1043,10|50,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089005,恢复血量（瞬间）,5,1,,,,,1043,10|100,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089006,恢复血量（瞬间）,6,1,,,,,1043,10|150,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089007,恢复血量（瞬间）,7,1,,,,,1043,10|200,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089008,恢复血量（瞬间）,8,1,,,,,1043,10|10,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089009,恢复血量（瞬间）,9,1,,,,,1043,10|15,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089010,恢复血量（瞬间）,10,1,,,,,1043,10|20,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1089011,恢复血量（瞬间）,11,1,,,,,1043,10|30,,,,,,,,,,,,,,,,,,,,,1083,,,1,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1090001,爆头倍率增加（短时间）,1,3,,,,,1073,102112|5,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1090002,爆头倍率增加（短时间）,2,3,,,,,1073,102112|10,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1090003,爆头倍率增加（短时间）,3,3,,,,,1073,102112|15,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1090004,爆头倍率增加（短时间）,4,3,,,,,1073,102112|20,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1091001,移动速度增加（短时间）,1,3,,,,,1001,100101|5,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1091002,移动速度增加（短时间）,2,3,,,,,1001,100101|8,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1091003,移动速度增加（短时间）,3,3,,,,,1001,100101|12,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1091004,移动速度增加（短时间）,4,3,,,,,1001,100101|15,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1092001,double！,1,199980,,,,,1072,102004|1,1072,102003|1,1073,102101|-35,,,,,,,,,,,,,,,,,1083,,,0,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1093001,射速提升（长时间）,1,199980,,,,,1073,102114|2,,,,,,,,,,,,,,,,,,,,,1083,,,5,1,2,2,2,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,1,,,
1093002,射速提升（长时间）,2,199980,,,,,1073,102114|4,,,,,,,,,,,,,,,,,,,,,1083,,,5,1,2,2,2,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,1,,,
1093003,射速提升（长时间）,3,199980,,,,,1073,102114|6,,,,,,,,,,,,,,,,,,,,,1083,,,5,1,2,2,2,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,1,,,
1093004,射速提升（长时间）,4,199980,,,,,1073,102114|8,,,,,,,,,,,,,,,,,,,,,1083,,,5,1,2,2,2,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,1,,,
1093005,射速提升（长时间）,5,199980,,,,,1073,102114|10,,,,,,,,,,,,,,,,,,,,,1083,,,5,1,2,2,2,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,1,,,
1095001,激光伤害,1,1,,,,,1077,5|-10|1,1056,24006|0,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1095002,小丑伤害,1,1,,,,,1077,1|-40|1,1056,24006|0,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1095003,毒雾伤害,1,1,,,,,1077,5|-5|1,1056,24006|0,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1095004,地勤点名,1,1,,,,,1077,2|-10|1,1056,24006|0,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1095005,地勤禁止,1,1,,,,,1077,1|-10|1,1056,24006|0,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
1095006,地勤增益,1,1,,,,,1001,100101|75,,,,,,,,,,,,,,,,,,,,,1067,1238,10094,600,1,1,2,2,,,1,MOVE_SPEED,0.75,,,,,,,,,基础速度提高75%。,move_speed_add,0,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,1,,,
1101001,枪械攻击提升（短时间）,1,3,,,,,1073,102101|15,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1101002,枪械攻击提升（短时间）,2,3,,,,,1073,102101|30,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1101003,枪械攻击提升（短时间）,3,3,,,,,1073,102101|50,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1101004,枪械攻击提升（短时间）,4,3,,,,,1073,102101|70,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1102001,换弹速度提升（短时间）,1,3,,,,,1073,102103|5,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1102002,换弹速度提升（短时间）,2,3,,,,,1073,102103|10,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1102003,换弹速度提升（短时间）,3,3,,,,,1073,102103|15,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1102004,换弹速度提升（短时间）,4,3,,,,,1073,102103|20,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1103001,后坐力降低（短时间）,1,3,,,,,1073,102104|-5,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1103002,后坐力降低（短时间）,2,3,,,,,1073,102104|-10,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1103003,后坐力降低（短时间）,3,3,,,,,1073,102104|-15,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1103004,后坐力降低（短时间）,4,3,,,,,1073,102104|-20,,,,,,,,,,,,,,,,,,,,,1083,,,3,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1110001,枪械伤害提升（短时间）,1,2,,,,,1073,102101|5,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1110002,枪械伤害提升（短时间）,2,2,,,,,1073,102101|10,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1110003,枪械伤害提升（短时间）,3,2,,,,,1073,102101|15,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1110004,枪械伤害提升（短时间）,4,2,,,,,1073,102101|20,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1110005,枪械伤害提升（短时间）,5,2,,,,,1073,102101|25,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1110006,枪械伤害提升（短时间）,6,2,,,,,1073,102101|30,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1110007,枪械伤害提升（短时间）,7,2,,,,,1073,102101|35,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110008,枪械伤害提升（短时间）,8,2,,,,,1073,102101|40,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110009,枪械伤害提升（短时间）,9,2,,,,,1073,102101|45,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110010,枪械伤害提升（短时间）,10,2,,,,,1073,102101|50,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111001,后坐力降低（短时间）,1,2,,,,,1073,102104|-5,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1111002,后坐力降低（短时间）,2,2,,,,,1073,102104|-10,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1111003,后坐力降低（短时间）,3,2,,,,,1073,102104|-15,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1111004,后坐力降低（短时间）,4,2,,,,,1073,102104|-20,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1111005,后坐力降低（短时间）,5,2,,,,,1073,102104|-25,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1111006,后坐力降低（短时间）,6,2,,,,,1073,102104|-30,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1111007,后坐力降低（短时间）,7,2,,,,,1073,102104|-35,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1111008,后坐力降低（短时间）,8,2,,,,,1073,102104|-40,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1111009,后坐力降低（短时间）,9,2,,,,,1073,102104|-45,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1111010,后坐力降低（短时间）,10,2,,,,,1073,102104|-50,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112001,换弹速度提升（短时间）,1,2,,,,,1073,102103|5,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112002,换弹速度提升（短时间）,2,2,,,,,1073,102103|10,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112003,换弹速度提升（短时间）,3,2,,,,,1073,102103|15,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112004,换弹速度提升（短时间）,4,2,,,,,1073,102103|20,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112005,换弹速度提升（短时间）,5,2,,,,,1073,102103|25,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112006,换弹速度提升（短时间）,6,2,,,,,1073,102103|30,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112007,换弹速度提升（短时间）,7,2,,,,,1073,102103|35,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112008,换弹速度提升（短时间）,8,2,,,,,1073,102103|40,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112009,换弹速度提升（短时间）,9,2,,,,,1073,102103|45,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1112010,换弹速度提升（短时间）,10,2,,,,,1073,102103|50,,,,,,,,,,,,,,,,,,,,,1083,,,2,,,,,,,,,,,,,,,,,,,sta_growthrate,,,,,,,,,,,,,,,
1200001,尸潮,1,199980,,,,,,,,,,,,,,,,,,,,,,,,,,,1083,1236,,0,1,1,2,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
2000001,泡泡睡眠1级,1,10,,DamageBuff,1150,1,1020,,,,,,,,,,,,,,,,,,,,,,1028,1590,10081,10,1,1,2,2,,,1,SCRIPT_VAR,5,SCRIPT_VAR,15,,,,,,,陷入沉睡,clasp,1,,,BUFF_DIZZY,,,,0,,,,,,,
2001001,冰冻,1,199980,,,,,1001,100101|-33,,,,,,,,,,,,,,,,,,,,,1055,1233,10086,0,1,1,2,2,,,,MOVE_SPEED,-0.33,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,,,BUFF_FREEZE,,buff.buff_freeze,,0,,,,,,,
2002001,冰冻,1,15,,,,,1001,100101|-100,,,,,,,,,,,,,,,,,,,,,1055,1233,10086,15,1,1,2,2,,,,MOVE_SPEED,-1,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,,,BUFF_FREEZE,,buff.buff_freeze,,0,,,,,,,
2003001,冰冻,1,15,,,,,1051,100101|-100,,,,,,,,,,,,,,,,,,,,,1055,1233,10086,15,1,1,2,2,,,,MOVE_SPEED,-1,,,,,,,,,寒冷会使你移动缓慢。,IceSlow,1,,,BUFF_FREEZE,,buff.buff_freeze,,0,,,,,,,
2002002,疾跑,1,199980,,,1151,2,1001,100101|20,,,,,,,,,,,,,,,,,,,,,1067,1238,10094,0,1,1,2,2,,,1,MOVE_SPEED,0.2,,,,,,,,,基础速度提高20%。,move_speed_add,0,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
2004001,海的女儿,1,199980,,,1151,2,1021,100801|10|10,,,,,,,,,,,,,,,,,,,,,1074,,10081,0,1,1,2,2,,,1,OXYGEN_SUPPLY,1,,,,,,,,,天赋：拥有水下呼吸能力！,swim_speed_add,0,,,,,,,0,,,,,,,
2005001,疯狂挖掘,1,199980,,,,,1002,50,,,,,,,,,,,,,,,,,,,,,1052,1238,10094,0,1,1,2,2,,,,DIG_SPEED,0.5,,,,,,,,,挖掘速度提高50%。,dig_speed_add,0,,,BUFF_SPEED_1,0,buff.buff_speed_1,,0,,,,,,,
2006001,强力攻击1级,1,199980,,,1151,2,1003,100301|1,,,,,,,,,,,,,,,,,,,,,1016,1224,10078,0,1,1,2,2,,,1,ATTACK_PUNCH,0.1,,,,,,,,,近战伤害提高1%。,attack_punch_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2006002,强力攻击2级,2,199980,,,1151,2,1003,100301|2,,,,,,,,,,,,,,,,,,,,,1016,1224,10078,0,1,1,2,2,,,1,ATTACK_PUNCH,0.2,,,,,,,,,近战伤害提高2%。,attack_punch_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2006003,强力攻击3级,3,199980,,,1151,2,1003,100301|3,,,,,,,,,,,,,,,,,,,,,1016,1224,10078,0,1,1,2,2,,,1,ATTACK_PUNCH,0.3,,,,,,,,,近战伤害提高3%。,attack_punch_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2006004,强力攻击4级,4,199980,,,1151,2,1003,100301|4,,,,,,,,,,,,,,,,,,,,,1016,1224,10078,0,1,1,2,2,,,1,ATTACK_PUNCH,0.4,,,,,,,,,近战伤害提高4%。,attack_punch_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2006005,强力攻击5级,5,199980,,,1151,2,1003,100301|5,,,,,,,,,,,,,,,,,,,,,1016,1224,10078,0,1,1,2,2,,,1,ATTACK_PUNCH,0.5,,,,,,,,,近战伤害提高5%。,attack_punch_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2007001,强力射击1级,1,199980,,,1151,2,1003,100302|1,,,,,,,,,,,,,,,,,,,,,1018,1224,10078,0,1,1,2,2,,,1,ATTACK_RANGE,0.1,,,,,,,,,远程伤害提高1%。,attack_range_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2007002,强力射击2级,2,199980,,,1151,2,1003,100302|2,,,,,,,,,,,,,,,,,,,,,1018,1224,10078,0,1,1,2,2,,,1,ATTACK_RANGE,0.2,,,,,,,,,远程伤害提高2%。,attack_range_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2007003,强力射击3级,3,199980,,,1151,2,1003,100302|3,,,,,,,,,,,,,,,,,,,,,1018,1224,10078,0,1,1,2,2,,,1,ATTACK_RANGE,0.3,,,,,,,,,远程伤害提高3%。,attack_range_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2007004,强力射击4级,4,199980,,,1151,2,1003,100302|4,,,,,,,,,,,,,,,,,,,,,1018,1224,10078,0,1,1,2,2,,,1,ATTACK_RANGE,0.4,,,,,,,,,远程伤害提高4%。,attack_range_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2007005,强力射击5级,5,199980,,,1151,2,1003,100302|5,,,,,,,,,,,,,,,,,,,,,1018,1224,10078,0,1,1,2,2,,,1,ATTACK_RANGE,0.5,,,,,,,,,远程伤害提高5%。,attack_range_add,0,,,,0,buff.buff_attack_1,,0,,,,,,,
2008001,温暖小熊,1,20,,,,,1065,30|0,,,,,,,,,,,,,,,,,,,,,4028,1229,10081,20,1,1,2,2,,,,,,,,,,,,,,提升对寒冷的抵抗,damaged_punch_add,0,0,,BUFF_DAMAGED_1,0,buff.buff_damaged_1,,,,,,,冰原,,
2009001,忍冬,1,199980,,,,2,1065,30|0,,,,,,,,,,,,,,,,,,,,,4028,,,0,1,1,2,2,,,,,,,,,,,,,,天赋：唤醒被封印的灵力，对寒冷的抵抗力提升了！,damaged_punch_add,0,0,,BUFF_DAMAGED_1,0,buff.buff_damaged_1,,,,,,,冰原,,
2010001,生命恢复1级,1,10,1,AddHPBuff,1151,2,1007,10|1,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,10,1,1,2,2,,,1,SCRIPT_VAR,1,,,,,,,,,10秒内恢复10点生命值。,addhpbuff_add,0,,,,0,buff.buff_hp_1,,0,,,,,,,
2010002,生命恢复2级,1,10,1,AddHPBuff,1151,2,1007,10|2,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,10,1,1,2,2,,,1,SCRIPT_VAR,2,,,,,,,,,10秒内恢复20点生命值。,addhpbuff_add,0,,,,0,buff.buff_hp_1,,0,,,,,,,
2011001,眩晕1级,1,10,,,,,1051,,1049,,,,,,,,,,,,,,,,,,,,1109,1436,10086,10,1,1,2,2,,,,,,,,,,,,,,被眩晕了，暂时失去行动能力。,,1,,,,,,,,,,,,,,
2012001,护盾,1,10,,,,,1022,20,,,,,,,,,,,,,,,,,,,,,1056,1581,10981,10,1,1,2,2,,,,DAMAGE_ABSORB,20,,,,,,,,,一个生命值为20点的护盾,"
Hamster_Ball",0,,,BUFF_Strong,0,ent.4502.attack1,,0,,,,,,,
2012002,护盾,1,10,,,,,1022,20,,,,,,,,,,,,,,,,,,,,,1056,6010,10981,10,1,1,2,2,,,,DAMAGE_ABSORB,20,,,,,,,,,一个生命值为20点的护盾,"
Hamster_Ball",0,,,,0,ent.4502.attack1,,0,,,,,,,
2013001,缓慢生命恢复1级,1,45,3,,,,1007,30|5,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,45,1,1,2,2,,,1,SCRIPT_VAR,5,,,,,,,,,每3秒恢复5点生命值。,addhpbuff_add,0,,,BUFF_HP_1,0,buff.buff_hp_1,,0,,,,,,,
2013002,缓慢生命恢复2级,2,25,1,,,,1007,10|5,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,25,1,1,2,2,,,1,SCRIPT_VAR,5,,,,,,,,,每1秒恢复5点生命值。,addhpbuff_add,0,,,BUFF_HP_1,0,buff.buff_hp_1,,0,,,,,,,
2013003,缓慢生命恢复3级,3,90,3,,,,1007,30|5,,,,,,,,,,,,,,,,,,,,,1001,1234,10087,90,1,1,2,2,,,1,SCRIPT_VAR,5,,,,,,,,,每3秒恢复5点生命值。,addhpbuff_add,0,,,BUFF_HP_1,0,buff.buff_hp_1,,0,,,,,,,
2014001,食物中毒1级,1,15,1,,,,1001,100101|-25,,,,,,,,,,,,,,,,,,,,,1033,1236,10095,15,1,1,2,2,,,1,SCRIPT_VAR,500,,,,,,,,,吃的东西不是很干净啊，走不动路了。。。,damagebuff_hunger,1,,,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
2014002,食物中毒2级,2,20,1,,,,1001,100101|-50,,,,,,,,,,,,,,,,,,,,,1033,1236,10095,20,1,1,2,2,,,1,SCRIPT_VAR,1000,,,,,,,,,吃的东西不是很干净啊，走不动路了。。。,damagebuff_hunger,1,,,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
2014003,食物中毒3级,3,25,1,,,,1001,100101|-50,,,,,,,,,,,,,,,,,,,,,1033,1236,10095,25,1,1,2,2,,,1,SCRIPT_VAR,2000,,,,,,,,,吃的东西不是很干净啊，走不动路了。。。,damagebuff_hunger,1,,,BUFF_POISON_1,0,buff.buff_wither_1,,0,,,,,,,
2015001,降低防御,1,2,,,,,1078,100510|-1,1078,100509|-1,,,,,,,,,,,,,,,,,,,1033,3144,,2,1,1,2,2,,,,,,,,,,,,,,降低物理防御与元素防御,,1,,,,,,,,,,,,,,
2011002,眩晕1级,1,3,,,,,1051,,1049,,,,,,,,,,,,,,,,,,,,1109,1436,10086,3,1,1,2,2,,,,,,,,,,,,,,被眩晕了，暂时失去行动能力。,,1,,,,,,,,,,,,,,
2015002,降低防御,2,2,,,,,1078,100510|-2,1078,100509|-3,,,,,,,,,,,,,,,,,,,1033,3144,,2,1,1,2,2,,,,,,,,,,,,,,降低物理防御与元素防御,,1,,,,,,,,,,,,,,
2015003,降低防御,3,2,,,,,1078,100510|-3,1078,100509|-4,,,,,,,,,,,,,,,,,,,1033,3144,,2,1,1,2,2,,,,,,,,,,,,,,降低物理防御与元素防御,,1,,,,,,,,,,,,,,
2015004,降低防御,4,2,,,,,1078,100510|-4,1078,100509|-6,,,,,,,,,,,,,,,,,,,1033,3144,,2,1,1,2,2,,,,,,,,,,,,,,降低物理防御与元素防御,,1,,,,,,,,,,,,,,
2015005,降低防御,5,2,,,,,1078,100510|-5,1078,100509|-8,,,,,,,,,,,,,,,,,,,1033,3144,,2,1,1,2,2,,,,,,,,,,,,,,降低物理防御与元素防御,,1,,,,,,,,,,,,,,
2015006,降低防御,6,2,,,,,1078,100510|-6,1078,100509|-10,,,,,,,,,,,,,,,,,,,1033,3144,,2,1,1,2,2,,,,,,,,,,,,,,降低物理防御与元素防御,,1,,,,,,,,,,,,,,
2016001,灼烧,1,3,1,DamageBuff,,,1008,10|10|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,,SCRIPT_VAR,3,SCRIPT_VAR,15,,,,,,,每秒受到15点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,,,
2016002,灼烧,2,3,1,DamageBuff,,,1008,10|30|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,,SCRIPT_VAR,3,SCRIPT_VAR,80,,,,,,,每秒受到15点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,,,
2016003,灼烧,3,3,1,DamageBuff,,,1008,10|90|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,,,,,,,,,,,,每秒受到15点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,,,
2016004,灼烧,4,3,1,DamageBuff,,,1008,10|210|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,,,,,,,,,,,,每秒受到15点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,,,
2016005,灼烧,5,3,1,DamageBuff,,,1008,10|500|101004,,,,,,,,,,,,,,,,,,,,,1032,1232,10668,3,1,1,2,2,,,,,,,,,,,,,,每秒受到15点燃烧伤害。,damagebuff_fire,1,1,25469,BUFF_FIRE_1,1,fire.fire,,0,,,,,,,
